Name,RawCentrality
Plato,370
Aristotle,356
Cicero,211
Anselm,160
Thomas Aquinas,153
Bonaventure,152
Averroes,147
Arius,140
Al-Farabi,133
Ibn Khaldun,133
Al-Ghazali,130
Socrates,126
Solomon,124
Porphyry,123
Proclus,121
Meister Eckhart,120
Avicenna,120
Confucius,119
Henry of Ghent,118
Pseudo-Dionysius the Areopagite,116
Tertullian,115
Plotinus,112
Mozi,107
Augustine of Hippo,105
Mencius,105
Blaise Pascal,104
Roger Bacon,104
Peter Lombard,102
Marsilio Ficino,102
Al-Kindi,100
Voltaire,100
Xenocrates,98
Albertus Magnus,98
William of Ockham,97
Duns Scotus,97
Pythagoras,96
Xenophon,96
Arcesilaus,94
Carneades,93
Menedemus,93
Giovanni Pico della Mirandola,93
Apuleius,92
Thucydides,90
Philo of Larissa,89
Iamblichus,89
Clement of Alexandria,89
Alcuin,88
Speusippus,88
Ammonius Hermiae,88
Syrianus,87
Alcinous,86
Gorgias,86
Damascius,86
Ammonius Saccas,85
Numenius of Apamea,85
Robert Grosseteste,84
Galen,84
Ramon Llull,83
Paul of Venice,82
Nicholas of Cusa,82
Isidore of Seville,82
Han Fei,82
Democritus,81
Sun Tzu,79
Chrysippus,78
Theophrastus,77
Fakhr al-Din al-Razi,77
Edward N. Zalta,77
Epicurus,77
Lucretius,76
Bede,76
Pyrrho,76
Chanakya,75
Boetius of Dacia,74
Lucian,73
David Hume,72
Ambrose,70
Ibn Hazm,70
Hasdai Crescas,69
Gersonides,69
Adi Shankara,69
Ibn Daud,69
Parmenides,67
Thales,66
Ptolemy,66
Sextus Empiricus,66
Valluvar,66
Ibn Arabi,65
Kapila,65
Posidonius,65
Saadia Gaon,64
Alexander of Aphrodisias,64
Ramanuja,64
Nicholas Wolterstorff,64
Hippias,64
Alvin Plantinga,64
Epictetus,63
Pierre Gassendi,63
Giordano Bruno,63
Thomas More,63
Aristides,62
Ibn Bajjah,62
Abhinavagupta,62
Zeno of Sidon,62
Anaxagoras,61
Bernard of Clairvaux,61
John of Damascus,61
Peter van Inwagen,60
Isaac Newton,60
Cyril of Alexandria,60
Zeno of Citium,60
Leo Strauss,60
Vasubandhu,60
Nicolas Malebranche,59
Marcus Aurelius,59
Miskawayh,59
Protagoras,58
Edmund Husserl,57
Jaimini,57
Ibn Masarra,57
Apollonius of Tyana,56
Dante Alighieri,56
Nagarjuna,56
Cleanthes,56
Henry More,56
G. E. Moore,55
Heraclides Ponticus,55
Buddhaghosa,55
Athanasius of Alexandria,55
Gregory of Nyssa,55
Archytas,55
Panaetius,55
Clitomachus,55
Jean-Luc Marion,55
Empedocles,55
Hildegard of Bingen,55
Strato of Lampsacus,54
Vedanta Desika,54
Ralph Waldo Emerson,54
Francis of Assisi,54
Gabriel Marcel,54
Vladimir Solovyov,54
Saul Kripke,54
Baruch Spinoza,54
Henri Bergson,53
Solomon Ibn Gabirol,53
Frederick Copleston,53
Albinus,53
Gottlob Frege,53
Ralph Cudworth,53
Pope Gregory I,53
Longinus,53
Hippasus,52
Anaximander,52
Francisco de Vitoria,51
Calcidius,50
Emanuel Swedenborg,50
Antisthenes,50
Hippocrates,50
Jacques Maritain,50
John Locke,50
Karl Rahner,49
Kanada,49
Jean Buridan,49
David the Invincible,49
Alhazen,49
Roman Ingarden,49
Theodoric of Freiberg,48
John Henry Newman,48
Crispin Wright,48
Bernard Bolzano,48
Gaius Marius Victorinus,48
Roderick Chisholm,48
Alonzo Church,48
David Kaplan,48
Josiah Royce,48
Michael Dummett,48
Rabanus Maurus,48
John Peckham,48
Philostratus,48
Crantor,48
Pierre Teilhard de Chardin,47
Luis de Molina,47
Aenesidemus,47
Thomas Merton,47
Leucippus,47
Metrodorus of Stratonicea,47
Chrysanthius,47
Tommaso Campanella,47
Stilpo,47
Giambattista Vico,47
Zhu Xi,47
Johannes Tauler,47
Aedesius,47
Peter Kreeft,46
Mahavira,46
Walter Hilton,46
Dietrich von Hildebrand,45
Jean Vanier,45
Maurice Blondel,45
Thrasymachus,45
Thomas Cajetan,45
Metrodorus of Lampsacus,45
Alexander of Hales,45
Alice von Hildebrand,45
Bernard Lonergan,45
Alasdair MacIntyre,45
Giles of Rome,45
Joachim of Fiore,45
Edith Stein,45
Nicole Oresme,44
Bernard of Chartres,44
Diogenes of Oenoanda,44
Timon of Phlius,44
Prodicus,43
Euclid of Megara,43
Diodorus Cronus,43
Dominicus Gundissalinus,43
Marsilius of Inghen,43
Han Yu,43
Shang Yang,43
Albert of Saxony,42
Godfrey of Fontaines,42
Epimenides,42
Vincent Ferrer,42
Ikhwan al-Safa',42
Favorinus,42
Callicles,41
Bertrand Russell,41
Anniceris,41
Cleobulus,40
Alain de Lille,40
Cheng Yi,40
Hegesias of Cyrene,40
Feng Youlan,40
Cheng Hao,39
Li Si,39
Sun Yat-sen,39
Raghunatha Siromani,39
Gautama Buddha,39
