Name,RawCentrality
Plato,201
Aristotle,170
Cicero,138
Porphyry,110
Socrates,101
Proclus,95
Xenocrates,92
Menedemus,87
Arcesilaus,87
Plotinus,86
Carneades,86
Apuleius,85
Philo of Larissa,83
Speusippus,82
Iamblichus,82
Syrianus,81
Ammonius Hermiae,81
Damascius,80
Alcinous,80
Numenius of Apamea,79
Arius,79
Ammonius Saccas,79
Anselm,79
Pythagoras,76
Chrysippus,75
Clement of Alexandria,74
Gorgias,72
Democritus,69
Al-Farabi,69
Theophrastus,68
Galen,67
Pyrrho,66
Posidonius,65
Thales,63
Sextus Empiricus,63
Epicurus,63
Lucian,62
Xenophon,62
Ibn Khaldun,62
Confucius,62
Bonaventure,62
Anaxagoras,61
Zeno of Citium,60
Zeno of Sidon,60
Epictetus,60
Hippias,59
Marcus Aurelius,59
Meister Eckhart,59
Henry of Ghent,57
Pseudo-Dionysius the Areopagite,57
Cleanthes,56
Archytas,55
Marsilio Ficino,55
Blaise Pascal,55
Panaetius,55
Edward N. Zalta,55
Averroes,55
Lucretius,55
Al-Ghazali,54
Alexander of Aphrodisias,53
Tertullian,52
Hippasus,52
Protagoras,52
Giovanni Pico della Mirandola,52
Anaximander,52
Parmenides,51
Mencius,50
Empedocles,50
Al-Kindi,50
Paul of Venice,50
Antisthenes,50
Mozi,49
Clitomachus,49
Strato of Lampsacus,49
Solomon,49
Avicenna,49
Apollonius of Tyana,48
Heraclides Ponticus,48
Leo Strauss,48
Leucippus,47
Philostratus,47
Stilpo,47
Ptolemy,47
Valluvar,47
Aenesidemus,46
Alvin Plantinga,46
Longinus,46
Nicholas Wolterstorff,46
Edmund Husserl,46
Albinus,45
Thrasymachus,45
Peter van Inwagen,45
Henri Bergson,44
Thucydides,44
Vasubandhu,44
Kapila,44
Metrodorus of Lampsacus,44
Gottlob Frege,44
Han Fei,43
Saul Kripke,43
G. E. Moore,43
Diodorus Cronus,43
Timon of Phlius,43
Calcidius,43
Adi Shankara,43
Thomas Aquinas,43
Diogenes of Oenoanda,43
Ralph Cudworth,43
Buddhaghosa,43
Euclid of Megara,43
Giordano Bruno,43
Crispin Wright,42
Michael Dummett,42
Roman Ingarden,42
Emanuel Swedenborg,42
David the Invincible,42
Alonzo Church,42
Josiah Royce,42
Roderick Chisholm,42
Prodicus,42
Nagarjuna,42
David Kaplan,42
Crantor,42
Hippocrates,42
Favorinus,42
Bernard Bolzano,42
Theodoric of Freiberg,42
Henry More,42
Gaius Marius Victorinus,42
Ralph Waldo Emerson,42
Metrodorus of Stratonicea,41
Epimenides,41
Abhinavagupta,41
Chrysanthius,41
Aedesius,41
Callicles,41
Anniceris,41
Ramanuja,40
Chanakya,40
Jaimini,40
Mahavira,40
Kanada,40
Sun Tzu,40
Cleobulus,40
Fakhr al-Din al-Razi,39
Augustine of Hippo,39
Hegesias of Cyrene,39
Lucius Annaeus Cornutus,39
Theano,38
Shang Yang,34
Ibn Hazm,34
Zhu Xi,34
Vedanta Desika,33
Albertus Magnus,32
Han Yu,32
Feng Youlan,31
Yajnavalkya,31
Dharmakirti,30
Wang Fuzhi,30
Dong Zhongshu,30
Ibn Arabi,30
Gautama Buddha,30
Sun Yat-sen,29
Cheng Yi,29
Cheng Hao,29
Sengzhao,29
Roger Bacon,29
Huang Zongxi,29
Kang Youwei,29
Mao Zedong,29
Alcuin,28
Mou Zongsan,28
Li Si,28
Zeno of Elea,28
Shen Buhai,27
Aristides,27
Duns Scotus,27
Hamid al-Din al-Kirmani,27
Voltaire,27
Archimedes,27
Peter Lombard,26
Guan Zhong,26
Isidore of Seville,26
Zhiyi,26
