Name,RawCentrality
Plato,994
Aristotle,828
Cicero,380
Averroes,336
Immanuel Kant,328
Voltaire,320
Bertrand Russell,313
Confucius,312
Thomas Aquinas,311
Ibn Khaldun,290
David Hume,286
Anselm,283
Mozi,277
Socrates,267
Al-Ghazali,255
Mencius,254
Karl Marx,253
Solomon,235
Al-Farabi,226
Ludwig Wittgenstein,225
Friedrich Nietzsche,221
Avicenna,217
William James,216
Arius,207
John Locke,201
Martin Heidegger,199
Bonaventure,195
Blaise Pascal,195
Alvin Plantinga,195
Edmund Husserl,194
Plotinus,189
Thucydides,188
Bede,187
Augustine of Hippo,186
Karl Popper,185
Xenophon,182
Baruch Spinoza,182
Nicholas Wolterstorff,179
William of Ockham,175
Tertullian,173
Han Fei,172
Sun Tzu,171
Meister Eckhart,168
Gottlob Frege,167
Proclus,167
Roger Bacon,166
Peter van Inwagen,166
Daniel Dennett,165
Alasdair MacIntyre,165
G. E. Moore,163
Chanakya,160
Saul Kripke,155
Peter Singer,151
Noam Chomsky,151
Al-Kindi,149
Pseudo-Dionysius the Areopagite,148
Henry of Ghent,148
John Dewey,143
Gorgias,142
Sigmund Freud,142
Duns Scotus,141
William Lane Craig,139
Hilary Putnam,139
Michael Dummett,138
Vladimir Solovyov,138
Henri Bergson,138
Nicolas Malebranche,137
Gabriel Marcel,137
Jean-Luc Marion,136
Richard Swinburne,136
Rudolf Carnap,136
Peter Geach,135
Marsilio Ficino,135
Isaac Newton,134
Peter Lombard,133
Porphyry,132
Lucian,131
Edward N. Zalta,131
Alonzo Church,130
Albertus Magnus,128
Thomas More,128
Martin Luther,127
Adi Shankara,126
Gilbert Ryle,126
Antony Flew,125
Alice Crary,125
Roderick Chisholm,125
Galen,124
John Rawls,124
Ambrose,124
Giovanni Pico della Mirandola,124
Parmenides,123
Richard Rorty,123
Alcuin,123
Valluvar,121
Lucretius,121
Alexander Pruss,117
Wilfrid Sellars,116
Pythagoras,116
Paul Feyerabend,114
John Stuart Mill,114
Martin Buber,114
Bas van Fraassen,114
Chrysippus,113
Alfred North Whitehead,112
Arthur Schopenhauer,112
Nicholas of Cusa,111
Ramon Llull,108
Robert Grosseteste,108
Leo Strauss,107
Isidore of Seville,107
Charles Taylor,107
Albert Einstein,106
Ian Hacking,106
John McDowell,106
Hans Reichenbach,106
Robert Nozick,106
Jacques Derrida,105
Charles Sanders Peirce,105
Elias,105
Otto Neurath,105
Xenocrates,105
Carl Gustav Hempel,104
Thomas Carlyle,103
Pyrrho,103
Donald Davidson,103
Paul Tillich,103
Hippias,102
Apuleius,101
Arcesilaus,100
Carneades,100
Abhinavagupta,100
Iamblichus,99
Menedemus,99
Epicurus,99
Thomas Nagel,99
Boetius of Dacia,98
Derek Parfit,98
Clement of Alexandria,98
Martha Nussbaum,97
Karl Barth,97
Mulla Sadra,97
Bernard Williams,96
George Berkeley,96
John Searle,96
Ernst Cassirer,96
Frithjof Schuon,96
Philo of Larissa,95
Jeremy Bentham,95
Gilles Deleuze,95
Ammonius Hermiae,95
Jacques Maritain,95
Aristides,94
David Chalmers,94
Vasubandhu,94
Adam Smith,94
William Alston,94
Speusippus,94
Syrianus,94
Damascius,93
John of Damascus,93
Alcinous,93
Josiah Royce,92
Jean-Paul Sartre,92
Pierre Gassendi,92
Dante Alighieri,92
Ammonius Saccas,92
Charles Darwin,92
Numenius of Apamea,92
P. F. Strawson,92
Paul of Venice,91
Ernest Sosa,91
Susan Haack,91
Theophrastus,91
Alfred Tarski,90
Robert Audi,90
Karl Rahner,89
Nelson Goodman,89
Reinhold Niebuhr,89
Timothy Williamson,88
Francis Bacon,88
Anthony Kenny,88
Bernard of Clairvaux,88
Nicholas Rescher,87
Democritus,87
Patrick Suppes,87
Ralph Waldo Emerson,86
Giambattista Vico,85
Cyril of Alexandria,85
Tommaso Campanella,85
Fakhr al-Din al-Razi,85
Charles Hartshorne,85
Mircea Eliade,85
Frederick Copleston,85
Gregory of Nyssa,83
Michel Foucault,83
Auguste Comte,83
