Name,RawCentrality
Plato,940
Aristotle,794
Cicero,369
Averroes,330
Immanuel Kant,310
Voltaire,307
Thomas Aquinas,305
Confucius,301
Bertrand Russell,291
Ibn Khaldun,283
Anselm,274
David Hume,273
Mozi,270
Socrates,255
Al-Ghazali,251
Mencius,247
Karl Marx,240
Solomon,229
Al-Farabi,222
Avicenna,215
William James,207
Ludwig Wittgenstein,206
Friedrich Nietzsche,206
Arius,201
John Locke,192
Blaise Pascal,191
Bonaventure,190
Plotinus,187
Martin Heidegger,185
Thucydides,184
Edmund Husserl,184
Alvin Plantinga,183
Augustine of Hippo,182
Bede,182
Xenophon,178
Baruch Spinoza,176
Nicholas Wolterstorff,174
William of Ockham,172
Tertullian,170
Han Fei,169
Sun Tzu,168
Karl Popper,168
Proclus,165
Meister Eckhart,162
Roger Bacon,162
Peter van Inwagen,159
Daniel Dennett,158
Chanakya,157
Gottlob Frege,155
G. E. Moore,153
Alasdair MacIntyre,153
Al-Kindi,148
Saul Kripke,146
Pseudo-Dionysius the Areopagite,146
Henry of Ghent,146
Noam Chomsky,139
Duns Scotus,139
Gorgias,137
Henri Bergson,136
Vladimir Solovyov,135
Sigmund Freud,135
Nicolas Malebranche,134
Gabriel Marcel,133
Marsilio Ficino,133
Peter Singer,133
Peter Lombard,132
Jean-Luc Marion,132
Porphyry,131
Michael Dummett,130
Isaac Newton,130
Hilary Putnam,130
William Lane Craig,128
John Dewey,128
Edward N. Zalta,127
Peter Geach,126
Albertus Magnus,126
Lucian,125
Richard Swinburne,125
Rudolf Carnap,124
Adi Shankara,124
Thomas More,123
Alonzo Church,122
Parmenides,122
Giovanni Pico della Mirandola,122
Ambrose,121
Galen,121
Martin Luther,121
Alcuin,119
Lucretius,119
Valluvar,118
Antony Flew,117
Roderick Chisholm,117
Pythagoras,115
Gilbert Ryle,115
Alice Crary,113
Chrysippus,112
Alexander Pruss,111
Martin Buber,111
Nicholas of Cusa,110
John Rawls,109
Wilfrid Sellars,109
John Stuart Mill,109
Ramon Llull,107
Robert Grosseteste,107
Isidore of Seville,105
Paul Feyerabend,104
Elias,104
Xenocrates,104
Bas van Fraassen,103
Richard Rorty,103
Leo Strauss,101
Albert Einstein,101
Thomas Carlyle,100
Arthur Schopenhauer,100
Pyrrho,100
Alfred North Whitehead,100
Arcesilaus,99
Jacques Derrida,99
Carneades,99
Abhinavagupta,99
Apuleius,99
Hippias,98
Charles Taylor,98
Menedemus,98
Iamblichus,97
Robert Nozick,97
Boetius of Dacia,97
Hans Reichenbach,97
Paul Tillich,97
Ian Hacking,97
Clement of Alexandria,96
Otto Neurath,96
John McDowell,96
Charles Sanders Peirce,95
Carl Gustav Hempel,95
Frithjof Schuon,94
Ammonius Hermiae,94
Epicurus,94
Philo of Larissa,94
Mulla Sadra,94
Syrianus,93
Jacques Maritain,93
Speusippus,93
Karl Barth,92
Vasubandhu,92
Ernst Cassirer,92
Damascius,92
Donald Davidson,92
Adam Smith,92
Alcinous,92
Theophrastus,91
Ammonius Saccas,91
Aristides,91
Numenius of Apamea,91
Dante Alighieri,90
Josiah Royce,90
Derek Parfit,90
Charles Darwin,90
John of Damascus,90
Pierre Gassendi,90
John Searle,89
William Alston,89
Paul of Venice,89
Gilles Deleuze,89
Jeremy Bentham,89
Jean-Paul Sartre,89
Thomas Nagel,88
George Berkeley,88
Karl Rahner,87
Martha Nussbaum,87
Democritus,87
David Chalmers,86
Bernard Williams,86
Anthony Kenny,85
Fakhr al-Din al-Razi,85
Bernard of Clairvaux,85
Francis Bacon,85
Ralph Waldo Emerson,85
P. F. Strawson,85
Susan Haack,85
Reinhold Niebuhr,84
Frederick Copleston,84
Giambattista Vico,84
Robert Audi,83
Cyril of Alexandria,83
Ernest Sosa,83
Tommaso Campanella,83
Charles Hartshorne,82
Mircea Eliade,82
Timothy Williamson,82
Alfred Tarski,82
Nelson Goodman,81
George Santayana,80
William Whewell,80
Gregory of Nyssa,80
Friedrich Schleiermacher,80
Patrick Suppes,80
Auguste Comte,80
Rudolf Bultmann,79
Francis of Assisi,79
Hildegard of Bingen,79
Ibn Arabi,79
Ernst Haeckel,79
Ludwig Feuerbach,79
Athanasius of Alexandria,78
Nicholas Rescher,78
Max Weber,78
Michael Tye,78
C. D. Broad,77
Crispin Wright,77
Ramanuja,76
Edith Stein,76
Ibn Hazm,76
John Henry Newman,76
Pope Gregory I,76
Jean Vanier,76
Pierre Teilhard de Chardin,75
Galileo Galilei,75
Giordano Bruno,75
Thales,75
Michel Foucault,75
Baron d'Holbach,75
G. E. M. Anscombe,74
Paul Churchland,74
Francisco de Vitoria,74
Ernst Troeltsch,74
Edmund Gettier,74
Sextus Empiricus,74
Thomas Merton,73
Luis de Molina,73
Rudolf Otto,73
Mao Zedong,72
Dietrich von Hildebrand,71
Robert Brandom,71
Jaegwon Kim,71
David Kaplan,71
Ibn Daud,71
Moritz Schlick,71
Hasdai Crescas,71
Gersonides,71
Rabanus Maurus,71
Jaakko Hintikka,70
Epictetus,70
Novalis,70
Johannes Tauler,70
Patricia Churchland,70
Thomas Hobbes,70
Desiderius Erasmus,70
Bernard Lonergan,70
Kapila,70
Willard Van Orman Quine,70
Thomas Cajetan,69
Joachim of Fiore,69
R. M. Hare,69
Maurice Blondel,69
Peter Kreeft,69
Walter Hilton,69
Protagoras,69
Ptolemy,68
Lev Shestov,68
Simone de Beauvoir,68
Dharmakirti,68
Walter Kaufmann,68
Alice von Hildebrand,67
Fred Dretske,67
Emil Brunner,66
Ernest Nagel,66
Sun Yat-sen,66
Saadia Gaon,66
Friedrich Waismann,66
Posidonius,66
Vladimir Lenin,66
Thomas Reid,66
Robert Merrihew Adams,65
Barry Stroud,65
Alexander of Aphrodisias,65
Miskawayh,65
Philippa Foot,65
Zeno of Sidon,65
Jerry Fodor,64
Emanuel Swedenborg,64
Ibn Bajjah,64
Marcus Aurelius,64
Anaxagoras,64
Nancy Cartwright,64
Norman Malcolm,64
Afrikan Spir,63
Ibn Masarra,63
William Wollaston,62
Longinus,62
Nagarjuna,62
Henry More,62
Mahatma Gandhi,62
Frank P. Ramsey,62
Morton White,62
Empedocles,61
Hannah Arendt,61
Ralph Cudworth,61
Michael Walzer,61
Zeno of Citium,61
Giuseppe Peano,61
Ruth Millikan,61
Graham Priest,61
Alan Turing,61
Clitomachus,60
Jaimini,60
Heraclides Ponticus,60
Russ Shafer-Landau,60
Keith Donnellan,60
Carl Jung,60
Maurice Merleau-Ponty,60
Strato of Lampsacus,59
Christine Korsgaard,59
Cora Diamond,59
Peter Galison,59
Buddhaghosa,58
Nathan Salmon,58
Emmanuel Levinas,58
J. J. C. Smart,58
Zhu Xi,58
Deng Xi,58
Roman Ingarden,58
Albinus,58
Apollonius of Tyana,58
Anaximander,57
Casimir Lewy,57
Herbert Marcuse,56
David Malet Armstrong,56
Cleanthes,56
Vedanta Desika,56
Rudolf Steiner,56
Max Planck,56
Panaetius,56
Walter Benjamin,56
Franz Brentano,56
Bernard Bolzano,56
Hans-Georg Gadamer,55
Wilhelm Windelband,55
Hippocrates,55
Archytas,55
Thomas Jefferson,55
Aenesidemus,55
Calcidius,55
Martin Luther King Jr.,55
David the Invincible,54
Solomon Ibn Gabirol,54
Theodoric of Freiberg,53
Gaius Marius Victorinus,53
Crantor,53
Hippasus,53
Jean Buridan,52
Metrodorus of Stratonicea,52
Kanada,52
Imre Lakatos,52
Aedesius,52
Alhazen,52
Chrysanthius,52
Hegesias of Cyrene,51
Shang Yang,51
Han Yu,51
Jacques Lacan,51
Michael Polanyi,50
Antisthenes,50
Li Si,50
Kang Youwei,49
Friedrich Engels,49
Thrasymachus,49
John Peckham,49
Archimedes,49
Pierre Duhem,49
Muhammad Iqbal,49
Feng Youlan,48
Philostratus,48
Mahavira,48
Tom Regan,48
Leucippus,48
Cheng Yi,48
Metrodorus of Lampsacus,47
Cheng Hao,47
Stilpo,47
Wang Fuzhi,47
Dong Zhongshu,47
Giles of Rome,46
Diogenes of Oenoanda,46
Timon of Phlius,46
Mou Zongsan,46
Hossein Nasr,46
Alexander of Hales,46
Nicole Oresme,45
Isaiah Berlin,45
Cass Sunstein,45
Gautama Buddha,45
Diodorus Cronus,45
Sengzhao,45
Huang Zongxi,45
Carol J. Adams,44
Bernard of Chartres,44
Callicles,44
Mary Midgley,44
Vincent Ferrer,44
Albert of Saxony,44
Prodicus,44
Moses Mendelssohn,44
Hamid al-Din al-Kirmani,44
Tom Beauchamp,43
Shen Buhai,43
Euclid of Megara,43
Dominicus Gundissalinus,43
Daniel Dombrowski,43
Herbert A. Simon,43
Sue Donaldson,43
Zhang Yi,43
Edmund Burke,43
David Sztybel,43
Thomas Lepeltier,43
Oscar Horta,43
Marsilius of Inghen,43
Steven Best,43
Hu Shih,43
Ikhwan al-Safa',42
Alexander Bain,42
Larry Laudan,42
Benjamin Franklin,42
Linji Yixuan,42
Asanga,42
Favorinus,42
Gary L. Francione,42
Zisi,42
Yajnavalkya,42
Wang Bi,42
Zhiyi,42
Jean Piaget,42
Leo Tolstoy,42
Guan Zhong,42
James Rachels,42
Epimenides,42
Godfrey of Fontaines,42
Will Kymlicka,41
Marvin Minsky,41
Wilhelm Wundt,41
Shen Dao,41
Gary Varner,41
Amartya Sen,41
Anniceris,41
Mark Rowlands,40
Dale Jamieson,40
Li Kui,40
Jayanta Bhatta,40
Wang Yangming,40
John Hadley,40
Ch'ien Mu,40
Alain de Lille,40
Liang Qichao,40
Clare Palmer,40
Cleobulus,40
Raghunatha Siromani,40
Paola Cavalieri,39
Khana,39
Catia Faria,39
Jeff Sebo,39
Leonard Nelson,39
Yang Xiong,39
Steve F. Sapontzis,39
Stephen R. L. Clark,39
Karl Christian Friedrich Krause,39
Hui Shi,39
Lucius Annaeus Cornutus,39
Li Ao,39
David DeGrazia,39
B. R. Ambedkar,39
Bernard Rollin,38
Wilhelm Dilthey,38
Cai Yuanpei,38
Josephine Donovan,38
Zhang Dongsun,38
Priscilla Cohn,38
Kristin Andrews,38
Jessica Pierce,38
Theano,38
Tyler Burge,38
Gottfried Leibniz,38
Vyasatirtha,38
Zou Yan,38
Zichan,38
Judith Butler,37
Kabir,37
Henry David Thoreau,37
Jayatirtha,37
Gaozi,37
Tsang Lap Chuen,37
Su Qin,37
Qiu Renzong,37
Alvin Goldman,37
Zhou Guoping,37
John Maynard Keynes,36
Anil Gupta,36
Umberto Eco,36
Ned Block,36
Antiphon,36
Herbert Spencer,36
Peter Kropotkin,35
James Pryor,35
Abraham ibn Ezra,35
Pierre-Joseph Proudhon,35
Laurence BonJour,35
Albert Camus,35
Andy Clark,35
Keith DeRose,34
John Adams,34
Leon Trotsky,34
Samuel Ibn Tibbon,34
Ibn Tufail,34
Shinran,34
Mikhail Bakunin,33
Naropa,33
Nichiren,33
Carl Schmitt,33
Ashtavakra,33
Guy Debord,32
Donald T. Campbell,32
Agastya,32
Mario Bunge,32
Milton Friedman,32
Ernst Mach,32
Ayn Rand,32
Karl Jaspers,32
Bodhidharma,32
John von Neumann,31
Moses Hess,31
Bahya ibn Paquda,31
Cornel West,31
Julia Kristeva,31
Abdolkarim Soroush,31
Louis Althusser,31
Nagasena,31
Henry George,31
Abu Hatim al-Razi,30
Johann Gottlieb Fichte,30
Uddalaka Aruni,30
Niels Bohr,30
Zeno of Elea,30
Alfred Russel Wallace,30
Chaitanya Mahaprabhu,30
Johann Wolfgang von Goethe,30
Ibn Miskawayh,30
James Mill,29
Daniel Kahneman,29
Mazdak,29
Denis Diderot,29
Antonio Gramsci,29
Simone Weil,29
Abu Ma'shar al-Balkhi,29
Simplicius of Cilicia,29
Salomon Maimon,28
Thomas Paine,28
Stanley Cavell,28
Mostafa Malekian,28
Reza Davari Ardakani,28
Lamennais,28
Taha Abdurrahman,28
Francisco Varela,27
David Benatar,27
Syed Muhammad Naquib al-Attas,27
Nasir al-Din Tusi,27
John Anderson,27
Al-Ash'ari,27
Isocrates,27
Paracelsus,27
Joseph Solomon Delmedigo,27
Sidney Hook,27
Gaston Bachelard,27
Donald O. Hebb,27
John Calvin,27
Abraham Maslow,27
Joseph Soloveitchik,27
Cleomedes,26
Erik Erikson,26
Geminus,26
Ibn Furak,26
Isaac Orobio de Castro,26
Ibn Kammuna,26
Nancy Fraser,26
Aristoxenus,26
Antonio Negri,26
Francisco Sanches,26
Isaac Cardoso,26
Samuel Johnson,26
Gangesha Upadhyaya,25
Stephen Toulmin,25
Friedrich Hayek,25
Rosa Luxemburg,25
Georges Bataille,25
John B. Watson,25
Ibn Tzaddik,25
Jalal al-Din al-Dawani,25
Al-Baqillani,25
bell hooks,25
Max Stirner,25
Muhammad Abduh,25
Alcibiades,25
Pierre Bayle,25
Robert Boyle,25
Themistius,25
Yi I,25
Roland Barthes,24
Francisco J. Ayala,24
Alain Badiou,24
John Hick,24
Donna Haraway,24
Dogen,24
Mary Wollstonecraft,24
Ludwig von Mises,24
Kenneth Arrow,23
Colin McGinn,23
Wendy Brown,23
Alexander Bogdanov,23
David Hilbert,23
B. F. Skinner,23
David Ricardo,23
Francis Hutcheson,23
Michael Hardt,23
Henry Sidgwick,23
Markandeya,23
Shvetashvatara,23
Ernst Mayr,23
Luce Irigaray,23
Arthur Koestler,23
Kurt Lewin,22
Ahmad ibn Hanbal,22
Sri Aurobindo,22
Ferdinand de Saussure,22
Jean Baudrillard,22
Pietro Pomponazzi,22
Samuel Taylor Coleridge,22
Patricia Hill Collins,22
William Blake,22
Dana Scott,22
Sandra Harding,22
Roger Scruton,22
Alexander Herzen,22
Sarvepalli Radhakrishnan,21
A. C. Grayling,21
Paul Deussen,21
Oswald Spengler,21
Christian Wolff,21
Robert Stern,21
Cornelius Castoriadis,21
George Herbert Mead,21
Hermann Lotze,21
Bruno Latour,21
Charles Fourier,20
Malcolm X,20
William Paley,20
Hunayn ibn Ishaq,20
Gianni Vattimo,20
Abu Yaqub al-Sijistani,20
Andronicus of Rhodes,20
Clarence Irving Lewis,20
Basava,20
Elisa Aaltola,20
Karl Kautsky,20
George Eliot,20
Lawrence Kohlberg,20
Rabindranath Tagore,20
Gotthold Ephraim Lessing,20
Rachel Carson,20
Sir William Hamilton,20
Paul Edwards,20
Zongmi,19
Val Plumwood,19
Erich Fromm,19
Georg Cantor,19
Jinul,19
Giorgio Agamben,19
Theodor Adorno,19
Hermann von Helmholtz,19
Al-Hilli,19
H. L. A. Hart,19
Eduard Von Hartmann,19
Catharine A. MacKinnon,19
Peter of Spain,19
Jean-Luc Nancy,19
Christopher Hitchens,19
George Boole,19
Joseph Priestley,19
Iris Murdoch,19
Narahari Tirtha,19
Werner Heisenberg,19
C. S. Lewis,18
Margaret Mead,18
Pierre Bourdieu,18
Angiras,18
Jeff McMahan,18
Max Horkheimer,18
Vasishtha,18
James Mark Baldwin,18
Hermann Cohen,18
Nikolai Berdyaev,18
Fazang,18
Fyodor Dostoevsky,18
Michel Onfray,18
Max Scheler,18
Georgi Plekhanov,18
Oliver Wendell Holmes Jr.,18
Angela Davis,18
Emil Cioran,18
Victor Cousin,18
Ray Monk,18
Henry Corbin,18
Jonathan Edwards,18
Deirdre McCloskey,18
Dugald Stewart,17
Nancy Bauer,17
Henri Lefebvre,17
Claude Lefort,17
Hans Jonas,17
Jesus of Nazareth,17
Michael Ruse,17
Percy Williams Bridgman,17
Alexis de Tocqueville,17
Johann Gottfried Herder,17
Bryan Magee,17
Eduard Bernstein,17
William Godwin,17
Georg Simmel,17
Thomas Brown,17
Frantz Fanon,17
Solomon Feferman,17
Alan Watts,17
Murray Bookchin,17
Moses ibn Ezra,17
Heinrich Rickert,16
Sam Harris,16
Nicolai Hartmann,16
Johannes Kepler,16
Henry Suso,16
Michel de Montaigne,16
Hermann Weyl,16
Jacopo Zabarella,16
Lorenzo Valla,16
Friedrich Schiller,16
Joseph Butler,16
Marquis de Sade,16
Frank Jackson,16
Gregory Bateson,16
Qusta ibn Luqa,16
Jean Hyppolite,15
Simeon ben Zemah Duran,15
Lysander Spooner,15
Benedetto Croce,15
Ivor Grattan-Guinness,15
Huey P. Newton,15
Abu al-Hakam al-Kirmani,15
Charles Babbage,15
Karen Barad,15
Carl Linnaeus,15
Pierre Leroux,15
Thierry of Chartres,15
Paul Goodman,15
Bhoja,15
Abu Zayd al-Balkhi,15
Jan Hus,15
Masao Abe,15
Richard Bentley,15
Richard Avenarius,15
Ivan Illich,15
Judah Messer Leon,15
Leslie Stephen,15
Ronald Dworkin,15
Raymond Aron,15
Judah Ben Samuel of Regensburg,15
William Thompson,15
Rush Rhees,15
Udayana,14
Richard Price,14
Thomas Hodgskin,14
Ludwig Boltzmann,14
Thomas Henry Huxley,14
Uisang,14
David Bohm,14
Barry Smith,14
Jonathan Barnes,14
Wilhelm Reich,14
Richard Dedekind,14
Kwame Nkrumah,14
Dag Prawitz,14
Charles W. Morris,14
Akka Mahadevi,14
Allen Newell,14
Marquis de Condorcet,14
Eusebius of Caesarea,14
D. Z. Phillips,14
Bruce Lee,14
Axel Honneth,14
Philip Kitcher,14
Benjamin Tucker,14
Peter Winch,14
Karl Leonhard Reinhold,14
Jean Wahl,14
Marshall McLuhan,14
Holmes Rolston III,14
Isaac ben Moses Arama,14
Michel Weber,14
George Armitage Miller,14
Nicolaus Copernicus,14
Peter Hacker,14
John Wyclif,14
Herbert Feigl,14
Gilbert Harman,14
Giacomo Leopardi,14
Allan Bloom,13
Simon Blackburn,13
John Eccles,13
Petrarch,13
Pillai Lokacharya,13
Padmanabha Tirtha,13
James Ward,13
Georges Canguilhem,13
Wilhelm von Humboldt,13
Pierre Paul Royer-Collard,13
John of Salisbury,13
Peter Wessel Zapffe,13
Simon Critchley,13
John McCarthy,13
Samuel Clarke,13
Do-ol,13
David Hartley,13
Mary Whiton Calkins,13
Abu Tammam,13
Hugo Grotius,13
John Ray,13
Jacques Ellul,13
Christiaan Huygens,13
Christopher Peacocke,13
Roger Penrose,13
Jiddu Krishnamurti,13
Eric Voegelin,13
Warren Goldfarb,13
Ferdinand Lassalle,13
Ray Brassier,13
Dietrich Bonhoeffer,13
Nick Bostrom,12
James M. Buchanan,12
Robert Fludd,12
William of Conches,12
Gabriel Bonnot de Mably,12
Motoori Norinaga,12
Fujiwara Seika,12
Stephen Cole Kleene,12
Charles Taliaferro,12
John Maynard Smith,12
Friedrich Heinrich Jacobi,12
Daniel Garber,12
George Henry Lewes,12
Anacharsis,12
Max Black,12
Charles E. Osgood,12
Liu Shaoqi,12
John Lewis,12
Thomas Bradwardine,12
Josef Pieper,12
Dan Sperber,12
Karl Kraus,12
John Perry,12
Stuart Hampshire,12
E. J. Lowe,12
William MacAskill,12
William Lycan,12
James Clerk Maxwell,12
James Griffin,12
Siddheshwar,12
David Edmonds,12
Joseph de Maistre,12
Erving Goffman,12
Denis Dutton,12
Joseph Schumpeter,12
John Harris,12
R. G. Collingwood,12
Seneca the Younger,12
Elliott Sober,12
Al-Mawardi,12
Marin Mersenne,12
Frederick C. Beiser,12
Yi Hwang,12
Peter Carruthers,12
Monique Wittig,12
Paul E. Meehl,12
Kazimierz Twardowski,12
Maurice Blanchot,12
John Zerzan,12
Julian Baggini,11
John Broome,11
Dirghatamas,11
Galen Strawson,11
Niklas Luhmann,11
Allan Gotthelf,11
Robert Fogelin,11
Dwight Macdonald,11
H. Richard Niebuhr,11
Maria Montessori,11
Xun Zi,11
Augustus De Morgan,11
Paul E. Griffiths,11
Jean van Heijenoort,11
David Papineau,11
Julien Offray de La Mettrie,11
Alexius Meinong,11
Gayatri Chakravorty Spivak,11
Seyla Benhabib,11
Zygmunt Bauman,11
Ernest Lepore,11
John Kenneth Galbraith,11
Joseph Ratzinger,11
Paul Weiss,11
William Irwin,11
John Wisdom,11
Rollo May,11
Abul A'la Maududi,11
John Courtney Murray,11
Hicetas,11
Carl Stumpf,11
Paul Carus,11
Johann Friedrich Herbart,11
J. P. Moreland,11
Hubert Dreyfus,11
F. H. Bradley,11
Johannes Scotus Eriugena,11
Jon Elster,11
Ernst Bloch,11
George Reisman,11
Parashara,11
Graham Oppy,11
Paul de Man,11
Kim Sterelny,11
Tara Smith,10
Ian Barbour,10
Jean-Baptiste Lamarck,10
Paul Benacerraf,10
Allan Gibbard,10
Michael Ghiselin,10
Gregory Vlastos,10
Abd al-Jabbar ibn Ahmad,10
Karl Mannheim,10
Viktor Frankl,10
Gerald Edelman,10
William Mitchell,10
Fred Feldman,10
Irving Kristol,10
