Name,RawCentrality
Plato,437
Aristotle,412
Cicero,245
Anselm,181
Averroes,181
Thomas Aquinas,175
Ibn Khaldun,160
Bonaventure,159
Voltaire,155
Al-Ghazali,155
Al-Farabi,153
Arius,151
Confucius,148
Socrates,147
Avicenna,139
Solomon,135
Mozi,135
Tertullian,135
Mencius,132
Proclus,127
Meister Eckhart,124
Porphyry,123
Blaise Pascal,122
Henry of Ghent,122
Augustine of Hippo,121
Plotinus,121
Pseudo-Dionysius the Areopagite,120
Xenophon,115
William of Ockham,113
Thucydides,113
Roger Bacon,113
David Hume,110
Marsilio Ficino,107
Peter Lombard,107
Al-Kindi,107
Duns Scotus,104
Albertus Magnus,103
Han Fei,102
Pythagoras,99
Sun Tzu,99
Xenocrates,98
Giovanni Pico della Mirandola,97
Alcuin,96
Chanakya,95
Bede,95
Arcesilaus,94
Menedemus,93
Carneades,93
Immanuel Kant,92
Apuleius,92
Gorgias,91
Philo of Larissa,89
Galen,89
Iamblichus,89
Clement of Alexandria,89
Ammonius Hermiae,88
Robert Grosseteste,88
Speusippus,88
Ramon Llull,87
Syrianus,87
Damascius,86
Isidore of Seville,86
Nicholas of Cusa,86
Alcinous,86
Edward N. Zalta,85
Numenius of Apamea,85
Ammonius Saccas,85
Lucretius,84
Paul of Venice,82
Adi Shankara,82
Democritus,81
John Locke,81
Isaac Newton,81
Epicurus,81
Chrysippus,81
Theophrastus,80
Fakhr al-Din al-Razi,79
Ambrose,78
Pyrrho,78
Boetius of Dacia,78
Nicholas Wolterstorff,78
Baruch Spinoza,78
Alvin Plantinga,78
Nicolas Malebranche,77
Lucian,75
Peter van Inwagen,73
Valluvar,73
Parmenides,72
Vladimir Solovyov,72
Hippias,71
Jean-Luc Marion,71
Ibn Hazm,71
Pierre Gassendi,70
Gabriel Marcel,70
Thomas More,70
Abhinavagupta,70
Ibn Daud,70
Gersonides,70
Hasdai Crescas,70
Bertrand Russell,69
Ibn Arabi,68
Thales,68
Ptolemy,67
John of Damascus,67
Aristides,67
Sextus Empiricus,67
Kapila,66
Ramanuja,66
Posidonius,65
Saadia Gaon,65
