Name,Date,Century,Wikipedia_Link
Samuel Johnson,1649??703[3],17th,https://en.wikipedia.org/wiki/Samuel_Johnson_(1649-1703)
Kaibara Ekiken,1630??740[3],17th,https://en.wikipedia.org/wiki/Kaibara_Ekiken
Lord Kames,1696??782[3],17th,"https://en.wikipedia.org/wiki/Henry_Home,_Lord_Kames"
Kumazawa Banzan,1619??691 [3],17th,https://en.wikipedia.org/wiki/Kumazawa_Banzan
Louis de La Forge,1632??666[1][3],17th,https://en.wikipedia.org/wiki/Louis_de_La_Forge
William Law,1686??761[3],17th,https://en.wikipedia.org/wiki/William_Law
Jean Le Clerc,1657??737[3],17th,https://en.wikipedia.org/wiki/Jean_Leclerc_(theologian)
Antoine Le Grand,1629??699[3][4],17th,https://en.wikipedia.org/wiki/Antoine_Le_Grand
Gottfried Leibniz,1646??716[1][2]12[3][4]*,17th,https://en.wikipedia.org/wiki/Gottfried_Leibniz
John Locke,1632??704[1][2]12[3][4],17th,https://en.wikipedia.org/wiki/John_Locke
Nicolas Malebranche,1638??715[1][2]12[3][4],17th,https://en.wikipedia.org/wiki/Nicolas_Malebranche
Bernard de Mandeville,1670??733[2]2[3],17th,https://en.wikipedia.org/wiki/Bernard_de_Mandeville
Damaris Cudworth Masham,1659??708[1][3][4],17th,https://en.wikipedia.org/wiki/Damaris_Cudworth_Masham
Baron de Montesquieu,1689??755[1][2]2[3][4],17th,"https://en.wikipedia.org/wiki/Charles_de_Secondat,_Baron_de_Montesquieu"
Henry More,1614??687[1][3],17th,https://en.wikipedia.org/wiki/Henry_More
Isaac Newton,1642??727[1][2]12[3],17th,https://en.wikipedia.org/wiki/Isaac_Newton
John Norris,1657??711[3][4]*,17th,https://en.wikipedia.org/wiki/John_Norris_(philosopher)
OgyÅ« Sorai,1666??728[3],17th,https://en.wikipedia.org/wiki/Ogy%C5%AB_Sorai
Blaise Pascal,1623??662[1][2]2[3],17th,https://en.wikipedia.org/wiki/Blaise_Pascal
Robert Joseph Pothier,1699??772[3],17th,https://en.wikipedia.org/wiki/Robert_Joseph_Pothier
Samuel Pufendorf,1632??694[1][2]2[3],17th,https://en.wikipedia.org/wiki/Samuel_Pufendorf
John Ray,1627??705[1],17th,https://en.wikipedia.org/wiki/John_Ray
Pierre-Sylvain Regis,1632??707[3],17th,https://en.wikipedia.org/wiki/Pierre-Sylvain_Regis
Hermann Samuel Reimarus,1694??768[1],17th,https://en.wikipedia.org/wiki/Hermann_Samuel_Reimarus
Jacques Rohault,1617??672[3],17th,https://en.wikipedia.org/wiki/Jacques_Rohault
Anna Maria van Schurman,1607??678[3],17th,https://en.wikipedia.org/wiki/Anna_Maria_van_Schurman
John Sergeant,1623??704[3],17th,https://en.wikipedia.org/wiki/John_Sergeant_(priest)
Anthony Ashley-Cooper 3rd Earl of Shaftesbury,1671??713[1][2]12[3][4],17th,"https://en.wikipedia.org/wiki/Anthony_Ashley-Cooper,_3rd_Earl_of_Shaftesbury"
Baruch Spinoza,1632??677[1][2]12[3][4],17th,https://en.wikipedia.org/wiki/Baruch_Spinoza
James Dalrymple 1st Viscount Stair,1619??695[3],17th,"https://en.wikipedia.org/wiki/James_Dalrymple,_1st_Viscount_Stair"
Edward Stillingfleet,1635??699[1],17th,https://en.wikipedia.org/wiki/Edward_Stillingfleet
Gabrielle Suchon,1631??703[3],17th,https://en.wikipedia.org/wiki/Gabrielle_Suchon
Emanuel Swedenborg,1688??772[3],17th,https://en.wikipedia.org/wiki/Emanuel_Swedenborg
Algernon Sydney,1623??683,17th,https://en.wikipedia.org/wiki/Algernon_Sydney
Christian Thomasius,1655??728[3],17th,https://en.wikipedia.org/wiki/Christian_Thomasius
Matthew Tindal,1657??733[3],17th,https://en.wikipedia.org/wiki/Matthew_Tindal
John Toland,1670??722[2]12[3],17th,https://en.wikipedia.org/wiki/John_Toland
Ehrenfried Walther von Tschirnhaus,1651??708[3],17th,https://en.wikipedia.org/wiki/Ehrenfried_Walther_von_Tschirnhaus
George Turnball,1698??748[1][3],17th,https://en.wikipedia.org/w/index.php?title=George_Turnball&action=edit&redlink=1
Giambattista Vico,1668??744[1][2]12[3][4],17th,https://en.wikipedia.org/wiki/Giambattista_Vico
Voltaire,1694??778[2]12[3],17th,https://en.wikipedia.org/wiki/Voltaire
Wang Fuzhi,1619??692[1][3],17th,https://en.wikipedia.org/wiki/Wang_Fuzhi
Benjamin Whichcote,1609??683,17th,https://en.wikipedia.org/wiki/Benjamin_Whichcote
Gerrard Winstanley,1609??676,17th,https://en.wikipedia.org/wiki/Gerrard_Winstanley
Christian Wolff,1679??754[1][2]12[3],17th,https://en.wikipedia.org/wiki/Christian_Wolff_(philosopher)
William Wollaston,1659??724[1][3],17th,https://en.wikipedia.org/wiki/William_Wollaston
Yen Yuan,1635??704[1],17th,https://en.wikipedia.org/wiki/Yan_Yuan_(Qing_dynasty)
Yi Kan,1677??727[3],17th,https://en.wikipedia.org/w/index.php?title=Yi_Kan&action=edit&redlink=1
