Name,Date,Century,Wikipedia_Link
Michael Brady,born 1965,20th,https://en.wikipedia.org/wiki/Michael_Brady_(philosopher)
RÃ©mi Brague,born 1947,20th,https://en.wikipedia.org/wiki/R%C3%A9mi_Brague
Rosi Braidotti,born 1954,20th,https://en.wikipedia.org/wiki/Rosi_Braidotti
David Braine,1940??017,20th,https://en.wikipedia.org/wiki/David_Braine_(philosopher)
Richard-Bevan Braithwaite,1900??990[b][c],20th,https://en.wikipedia.org/wiki/Richard-Bevan_Braithwaite
Theodore Brameld,1904??987,20th,https://en.wikipedia.org/wiki/Theodore_Brameld
Myles Brand,1942??009,20th,https://en.wikipedia.org/wiki/Myles_Brand
Robert Brandom,born 1950[b][c],20th,https://en.wikipedia.org/wiki/Robert_Brandom
Richard B. Brandt,1910??997[a][b],20th,https://en.wikipedia.org/wiki/Richard_B._Brandt
Eva Brann,born 1929,20th,https://en.wikipedia.org/wiki/Eva_Brann
Ray Brassier,born 1965,20th,https://en.wikipedia.org/wiki/Ray_Brassier
Michael Bratman,born 1945,20th,https://en.wikipedia.org/wiki/Michael_Bratman
Stephen E. Braude,born 1945,20th,https://en.wikipedia.org/wiki/Stephen_E._Braude
David Braybrooke,1924??013,20th,https://en.wikipedia.org/wiki/David_Braybrooke
Geoffrey Brennan,born 1944,20th,https://en.wikipedia.org/wiki/Geoffrey_Brennan
Jason Brennan,born 1979,20th,https://en.wikipedia.org/wiki/Jason_Brennan
Teresa Brennan,1952??003,20th,https://en.wikipedia.org/wiki/Teresa_Brennan
Jean Bricmont,born 1952,20th,https://en.wikipedia.org/wiki/Jean_Bricmont
David O. Brink,born 1958,20th,https://en.wikipedia.org/wiki/David_O._Brink
Luc Brisson,born 1946,20th,https://en.wikipedia.org/wiki/Luc_Brisson
Sarah Broadie,1941??021,20th,https://en.wikipedia.org/wiki/Sarah_Broadie
Dan W. Brock,1937??020,20th,https://en.wikipedia.org/wiki/Dan_W._Brock
May Brodbeck,1917??983,20th,https://en.wikipedia.org/wiki/May_Brodbeck
Berit Brogaard,born 1970,20th,https://en.wikipedia.org/wiki/Berit_Brogaard
Johannes Bronkhorst,born 1946,20th,https://en.wikipedia.org/wiki/Johannes_Bronkhorst
Stephen Bronner,born 1949,20th,https://en.wikipedia.org/wiki/Stephen_Bronner
Thom Brooks,born 1973,20th,https://en.wikipedia.org/wiki/Thom_Brooks
John Broome,born 1947,20th,https://en.wikipedia.org/wiki/John_Broome_(philosopher)
Harvey Brown,born 1950,20th,https://en.wikipedia.org/wiki/Harvey_Brown_(philosopher)
Wendy Brown,born 1955,20th,https://en.wikipedia.org/wiki/Wendy_Brown_(political_theorist)
Kimberley Brownlee,born 1978,20th,https://en.wikipedia.org/wiki/Kimberley_Brownlee
Bartosz BroÅ¼ek,born 1977,20th,https://en.wikipedia.org/wiki/Bartosz_Bro%C5%BCek
Pascal Bruckner,born 1948,20th,https://en.wikipedia.org/wiki/Pascal_Bruckner
Robert Brumbaugh,1918??992,20th,https://en.wikipedia.org/wiki/Robert_Brumbaugh
Fernand Brunner,1920??991,20th,https://en.wikipedia.org/wiki/Fernand_Brunner
Brian Bruya,born 1966,20th,https://en.wikipedia.org/wiki/Brian_Bruya
Edwin Bryant,born 1957,20th,https://en.wikipedia.org/wiki/Edwin_Bryant_(author)
Jeffrey Bub,born 1942,20th,https://en.wikipedia.org/wiki/Jeffrey_Bub
Allen Buchanan,born 1948,20th,https://en.wikipedia.org/wiki/Allen_Buchanan
Ian Buchanan,born 1969,20th,https://en.wikipedia.org/wiki/Ian_Buchanan_(philosopher)
James M. Buchanan,1919??013,20th,https://en.wikipedia.org/wiki/James_M._Buchanan
Gerd Buchdahl,1914??001,20th,https://en.wikipedia.org/wiki/Gerd_Buchdahl
Justus Buchler,1914??991,20th,https://en.wikipedia.org/wiki/Justus_Buchler
Henry Bugbee,1915??999,20th,https://en.wikipedia.org/wiki/Henry_Bugbee
Mario Bunge,1919??020,20th,https://en.wikipedia.org/wiki/Mario_Bunge
Martin Bunzl,born 1948,20th,https://en.wikipedia.org/wiki/Martin_Bunzl
Tyler Burge,born 1946[b][c],20th,https://en.wikipedia.org/wiki/Tyler_Burge
Ronna Burger,born 1947,20th,https://en.wikipedia.org/wiki/Ronna_Burger
J. Peter Burgess,born 1961,20th,https://en.wikipedia.org/wiki/J._Peter_Burgess
John P. Burgess,born 1948,20th,https://en.wikipedia.org/wiki/John_P._Burgess
Arthur Burks,1915??008,20th,https://en.wikipedia.org/wiki/Arthur_Burks
James Burnham,1905??987,20th,https://en.wikipedia.org/wiki/James_Burnham
John Burnheim,1927??023,20th,https://en.wikipedia.org/wiki/John_Burnheim
Myles Burnyeat,1939??019[b][c],20th,https://en.wikipedia.org/wiki/Myles_Burnyeat
David Burrell,born 1933,20th,https://en.wikipedia.org/wiki/David_Burrell
Roderick D. Bush,1945??013,20th,https://en.wikipedia.org/wiki/Roderick_D._Bush
Panayot Butchvarov,born 1933,20th,https://en.wikipedia.org/wiki/Panayot_Butchvarov
Judith Butler,born 1956,20th,https://en.wikipedia.org/wiki/Judith_Butler
Jeremy Butterfield,born 1954,20th,https://en.wikipedia.org/wiki/Jeremy_Butterfield
Victor L. Butterfield,1904??975,20th,https://en.wikipedia.org/wiki/Victor_L._Butterfield
Charles Butterworth,born 1938,20th,https://en.wikipedia.org/wiki/Charles_Butterworth_(philosopher)
AmÃ­lcar Cabral,1924??973[d],20th,https://en.wikipedia.org/wiki/Am%C3%ADlcar_Cabral
Massimo Cacciari,born 1944,20th,https://en.wikipedia.org/wiki/Massimo_Cacciari
John Cage,1912??992,20th,https://en.wikipedia.org/wiki/John_Cage
Daniel Callahan,1930??019,20th,https://en.wikipedia.org/wiki/Daniel_Callahan
Joan Callahan,1946??019,20th,https://en.wikipedia.org/wiki/Joan_Callahan
Agnes Callard,born 1976,20th,https://en.wikipedia.org/wiki/Agnes_Callard
Craig Callender,born 1968,20th,https://en.wikipedia.org/wiki/Craig_Callender
J. Baird Callicott,born 1941,20th,https://en.wikipedia.org/wiki/J._Baird_Callicott
Donald T. Campbell,1916??996,20th,https://en.wikipedia.org/wiki/Donald_T._Campbell
John Campbell,born 1956[b][c],20th,https://en.wikipedia.org/wiki/John_Campbell_(philosopher)
Joseph Campbell,1904??987,20th,https://en.wikipedia.org/wiki/Joseph_Campbell
Victoria Camps,born 1941,20th,https://en.wikipedia.org/wiki/Victoria_Camps
Albert Camus,1913??960[a][b][c][d],20th,https://en.wikipedia.org/wiki/Albert_Camus
Georges Canguilhem,1904??995[a],20th,https://en.wikipedia.org/wiki/Georges_Canguilhem
Monique Canto-Sperber,born 1954,20th,https://en.wikipedia.org/wiki/Monique_Canto-Sperber
MiliÄ Äapek,1909??997,20th,https://en.wikipedia.org/wiki/Mili%C4%8D_%C4%8Capek
Herman Cappelen,born 1967,20th,https://en.wikipedia.org/wiki/Herman_Cappelen
John D. Caputo,born 1940,20th,https://en.wikipedia.org/wiki/John_D._Caputo
Josiah S. Carberry,born 1929,20th,https://en.wikipedia.org/wiki/Josiah_S._Carberry
Claudia Card,1940??015,20th,https://en.wikipedia.org/wiki/Claudia_Card
Taylor Carman,born 1965,20th,https://en.wikipedia.org/wiki/Taylor_Carman
Walter Carnielli,born 1952,20th,https://en.wikipedia.org/wiki/Walter_Carnielli
Eduardo Carrasco,born 1940,20th,https://en.wikipedia.org/wiki/Eduardo_Carrasco
Peter Carravetta,born 1951,20th,https://en.wikipedia.org/wiki/Peter_Carravetta
Peter Carruthers,born 1952,20th,https://en.wikipedia.org/wiki/Peter_Carruthers_(philosopher)
Arturo Carsetti,born 1940,20th,https://en.wikipedia.org/wiki/Arturo_Carsetti
Rachel Carson,1907??964,20th,https://en.wikipedia.org/wiki/Rachel_Carson
Alan Carter,born 1952,20th,https://en.wikipedia.org/wiki/Alan_Carter_(philosopher)
Nancy Cartwright,born 1944[b][c],20th,https://en.wikipedia.org/wiki/Nancy_Cartwright_(philosopher)
Richard Cartwright,1925??010,20th,https://en.wikipedia.org/wiki/Richard_Cartwright_(philosopher)
Olavo de Carvalho,1947??022,20th,https://en.wikipedia.org/wiki/Olavo_de_Carvalho
Edward S. Casey,born 1939,20th,https://en.wikipedia.org/wiki/Edward_S._Casey
Quassim Cassam,born 1961,20th,https://en.wikipedia.org/wiki/Quassim_Cassam
Barbara Cassin,born 1947,20th,https://en.wikipedia.org/wiki/Barbara_Cassin
Pierre Cassou-NoguÃ¨s,born 1971,20th,https://en.wikipedia.org/wiki/Pierre_Cassou-Nogu%C3%A8s
Hector-Neri CastaÃ±eda,1924??991[a],20th,https://en.wikipedia.org/wiki/Hector-Neri_Casta%C3%B1eda
Roberto Castillo,1950??008,20th,https://en.wikipedia.org/wiki/Roberto_Castillo_(philosopher)
David Castle,born 1967,20th,https://en.wikipedia.org/wiki/David_Castle_(philosopher)
Cornelius Castoriadis,1922??997,20th,https://en.wikipedia.org/wiki/Cornelius_Castoriadis
Jean CavaillÃ¨s,1903??944,20th,https://en.wikipedia.org/wiki/Jean_Cavaill%C3%A8s
Paola Cavalieri,born 1950,20th,https://en.wikipedia.org/wiki/Paola_Cavalieri
Stanley Cavell,1926??018[a][b][c][d],20th,https://en.wikipedia.org/wiki/Stanley_Cavell
Christopher Celenza,born 1967,20th,https://en.wikipedia.org/wiki/Christopher_Celenza
Michel de Certeau,1925??986[d],20th,https://en.wikipedia.org/wiki/Michel_de_Certeau
Alan Chalmers,born 1939,20th,https://en.wikipedia.org/wiki/Alan_Chalmers
David Chalmers,born 1966[c],20th,https://en.wikipedia.org/wiki/David_Chalmers
Clare Chambers,born 1976,20th,https://en.wikipedia.org/wiki/Clare_Chambers_(philosopher)
Wing-tsit Chan,1901??994,20th,https://en.wikipedia.org/wiki/Wing-tsit_Chan
Hasok Chang,born 1967,20th,https://en.wikipedia.org/wiki/Hasok_Chang
Vere Claiborne Chappell,1930??019,20th,https://en.wikipedia.org/wiki/Vere_Claiborne_Chappell
Debiprasad Chattopadhyaya,1918??993,20th,https://en.wikipedia.org/wiki/Debiprasad_Chattopadhyaya
Haridas Chaudhuri,1913??975,20th,https://en.wikipedia.org/wiki/Haridas_Chaudhuri
Albert Chernenko,1935??009,20th,https://en.wikipedia.org/wiki/Albert_Chernenko
Harold F. Cherniss,1904??987,20th,https://en.wikipedia.org/wiki/Harold_F._Cherniss
Ronda Chervin,born 1937,20th,https://en.wikipedia.org/wiki/Ronda_Chervin
Charles Chihara,1932??020,20th,https://en.wikipedia.org/wiki/Charles_Chihara
James Childress,born 1940,20th,https://en.wikipedia.org/wiki/James_Childress
Roderick Chisholm,1916??999[a][b][c][d],20th,https://en.wikipedia.org/wiki/Roderick_Chisholm
William Chittick,born 1943,20th,https://en.wikipedia.org/wiki/William_Chittick
Kah Kyung Cho,born 1927,20th,https://en.wikipedia.org/wiki/Kah_Kyung_Cho
Pema ChÃ¶drÃ¶n,born 1936,20th,https://en.wikipedia.org/wiki/Pema_Ch%C3%B6dr%C3%B6n
Noam Chomsky,born 1928[a][b][c][d],20th,https://en.wikipedia.org/wiki/Noam_Chomsky
Alonzo Church,1903??995[a][b][c][d],20th,https://en.wikipedia.org/wiki/Alonzo_Church
Patricia Churchland,born 1943[a],20th,https://en.wikipedia.org/wiki/Patricia_Churchland
Paul Churchland,born 1942[a][b][c],20th,https://en.wikipedia.org/wiki/Paul_Churchland
C. West Churchman,1913??004,20th,https://en.wikipedia.org/wiki/C._West_Churchman
Frank Cioffi,1928??012,20th,https://en.wikipedia.org/wiki/Frank_Cioffi
Emil Cioran,1911??995,20th,https://en.wikipedia.org/wiki/Emil_Cioran
Joanne B. Ciulla,born 1952,20th,https://en.wikipedia.org/wiki/Joanne_B._Ciulla
HÃ©lÃ¨ne Cixous,born 1937[d],20th,https://en.wikipedia.org/wiki/H%C3%A9l%C3%A8ne_Cixous
Jean Clam,born 1958,20th,https://en.wikipedia.org/wiki/Jean_Clam
Andy Clark,born 1957,20th,https://en.wikipedia.org/wiki/Andy_Clark
Gordon Clark,1902??985,20th,https://en.wikipedia.org/wiki/Gordon_Clark
Stephen R. L. Clark,born 1945,20th,https://en.wikipedia.org/wiki/Stephen_R._L._Clark
Desmond Clarke,1942??016,20th,https://en.wikipedia.org/wiki/Desmond_Clarke
W. Norris Clarke,1915??008,20th,https://en.wikipedia.org/wiki/W._Norris_Clarke
Carol Cleland,born 1948,20th,https://en.wikipedia.org/wiki/Carol_Cleland
Justin Clemens,born 1969,20th,https://en.wikipedia.org/wiki/Justin_Clemens
Catherine ClÃ©ment,born 1939,20th,https://en.wikipedia.org/wiki/Catherine_Cl%C3%A9ment
Paul Cliteur,born 1955,20th,https://en.wikipedia.org/wiki/Paul_Cliteur
Sharyn Clough,born 1965,20th,https://en.wikipedia.org/wiki/Sharyn_Clough
C. A. J. Coady,born 1936,20th,https://en.wikipedia.org/wiki/C._A._J._Coady
John B. Cobb,1925??024,20th,https://en.wikipedia.org/wiki/John_B._Cobb
David Cockburn,born 1949,20th,https://en.wikipedia.org/wiki/David_Cockburn
Alan Code,born 1951,20th,https://en.wikipedia.org/wiki/Alan_Code
Lorraine Code,born 1937,20th,https://en.wikipedia.org/wiki/Lorraine_Code
Felix S. Cohen,1907??953,20th,https://en.wikipedia.org/wiki/Felix_S._Cohen
Gerald Cohen,1941??009[b][c],20th,https://en.wikipedia.org/wiki/Gerald_Cohen
Joshua Cohen,born 1951,20th,https://en.wikipedia.org/wiki/Joshua_Cohen_(philosopher)
L. Jonathan Cohen,1923??006[b][c],20th,https://en.wikipedia.org/wiki/L._Jonathan_Cohen
Selma Jeanne Cohen,1920??005,20th,https://en.wikipedia.org/wiki/Selma_Jeanne_Cohen
Priscilla Cohn,1933??019,20th,https://en.wikipedia.org/wiki/Priscilla_Cohn
David R. Cole,born 1967,20th,https://en.wikipedia.org/wiki/David_R._Cole
Jules Coleman,born 1947,20th,https://en.wikipedia.org/wiki/Jules_Coleman
Lucio Colletti,1924??001[b][c],20th,https://en.wikipedia.org/wiki/Lucio_Colletti
Patricia Hill Collins,born 1948,20th,https://en.wikipedia.org/wiki/Patricia_Hill_Collins
John Joseph Compton,1928??014,20th,https://en.wikipedia.org/wiki/John_Joseph_Compton
AndrÃ© Comte-Sponville,born 1952,20th,https://en.wikipedia.org/wiki/Andr%C3%A9_Comte-Sponville
Marcel Conche,born 1922,20th,https://en.wikipedia.org/wiki/Marcel_Conche
James H. Cone,1938??018,20th,https://en.wikipedia.org/wiki/James_H._Cone
Deborah Cook,1954??020,20th,https://en.wikipedia.org/wiki/Deborah_Cook_(philosopher)
Joyce Mitchell Cook,1933??014,20th,https://en.wikipedia.org/wiki/Joyce_Mitchell_Cook
Ursula Coope,born 1969,20th,https://en.wikipedia.org/wiki/Ursula_Coope
David E. Cooper,born 1942,20th,https://en.wikipedia.org/wiki/David_E._Cooper
John M. Cooper,born 1939,20th,https://en.wikipedia.org/wiki/John_M._Cooper_(philosopher)
Rachel Cooper,born 1974,20th,https://en.wikipedia.org/wiki/Rachel_Cooper_(philosopher)
Jack Copeland,born 1950,20th,https://en.wikipedia.org/wiki/Jack_Copeland
Brian Copenhaver,born 1942,20th,https://en.wikipedia.org/wiki/Brian_Copenhaver
Irving Copi,1917??002,20th,https://en.wikipedia.org/wiki/Irving_Copi
Frederick Copleston,1907??994,20th,https://en.wikipedia.org/wiki/Frederick_Copleston
Henry Corbin,1903??978,20th,https://en.wikipedia.org/wiki/Henry_Corbin
John Corcoran,1937??021,20th,https://en.wikipedia.org/wiki/John_Corcoran_(logician)
Viola Cordova,1937??002,20th,https://en.wikipedia.org/wiki/Viola_Cordova
Carla Cordua,born 1925,20th,https://en.wikipedia.org/wiki/Carla_Cordua
Drucilla Cornell,born 1950,20th,https://en.wikipedia.org/wiki/Drucilla_Cornell
Newton da Costa,born 1929,20th,https://en.wikipedia.org/wiki/Newton_da_Costa
John Cottingham,born 1943,20th,https://en.wikipedia.org/wiki/John_Cottingham
William Craig,1918??016,20th,https://en.wikipedia.org/wiki/William_Craig_(philosopher)
William Lane Craig,born 1949,20th,https://en.wikipedia.org/wiki/William_Lane_Craig
Tim Crane,born 1962,20th,https://en.wikipedia.org/wiki/Tim_Crane
Alice Crary,born 1967,20th,https://en.wikipedia.org/wiki/Alice_Crary
Robert P. Crease,born 1953,20th,https://en.wikipedia.org/wiki/Robert_P._Crease
Richard Creath,born 1947,20th,https://en.wikipedia.org/wiki/Richard_Creath
Max Cresswell,born 1939,20th,https://en.wikipedia.org/wiki/Max_Cresswell
Roger Crisp,born 1961,20th,https://en.wikipedia.org/wiki/Roger_Crisp
Simon Critchley,born 1960,20th,https://en.wikipedia.org/wiki/Simon_Critchley
Helena Cronin,born 1942,20th,https://en.wikipedia.org/wiki/Helena_Cronin
Robert Craigie Cross,1911??000,20th,https://en.wikipedia.org/wiki/Robert_Craigie_Cross
Richard Crossman,1907??974,20th,https://en.wikipedia.org/wiki/Richard_Crossman
Antonio Cua,1932??007,20th,https://en.wikipedia.org/wiki/Antonio_Cua
Robert Denoon Cumming,1916??004,20th,https://en.wikipedia.org/wiki/Robert_Denoon_Cumming
Don Cupitt,born 1934,20th,https://en.wikipedia.org/wiki/Don_Cupitt
Jean Curthoys,born 1947,20th,https://en.wikipedia.org/wiki/Jean_Curthoys
James T. Cushing,1937??002,20th,https://en.wikipedia.org/wiki/James_T._Cushing
FranÃ§ois Dagognet,1924??015,20th,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Dagognet
Robert Dahl,1915??014,20th,https://en.wikipedia.org/wiki/Robert_Dahl
Daniel O. Dahlstrom,born 1948,20th,https://en.wikipedia.org/wiki/Daniel_O._Dahlstrom
Mary Daly,1928??010,20th,https://en.wikipedia.org/wiki/Mary_Daly
Jonathan Dancy,born 1946,20th,https://en.wikipedia.org/wiki/Jonathan_Dancy
Arthur Danto,1924??013[a][b][c],20th,https://en.wikipedia.org/wiki/Arthur_Danto
Lindley Darden,born 1945,20th,https://en.wikipedia.org/wiki/Lindley_Darden
Stephen Darwall,born 1946,20th,https://en.wikipedia.org/wiki/Stephen_Darwall
Arnold Davidson,born 1955,20th,https://en.wikipedia.org/wiki/Arnold_Davidson
Donald Davidson,1917??003[a][b][c][d][e],20th,https://en.wikipedia.org/wiki/Donald_Davidson_(philosopher)
Brian Davies,born 1951,20th,https://en.wikipedia.org/wiki/Brian_Davies_(philosopher)
Martin Davies,born 1950,20th,https://en.wikipedia.org/wiki/Martin_Davies_(philosopher)
Angela Davis,born 1944,20th,https://en.wikipedia.org/wiki/Angela_Davis
Diane Davis,born 1963,20th,https://en.wikipedia.org/wiki/Diane_Davis
Michael Davis,born 1943,20th,https://en.wikipedia.org/wiki/Michael_Davis_(philosopher)
Guy Debord,1931??994,20th,https://en.wikipedia.org/wiki/Guy_Debord
Vianney DÃ©carie,1917??009,20th,https://en.wikipedia.org/wiki/Vianney_D%C3%A9carie
Mario De Caro,born 1963,20th,https://en.wikipedia.org/wiki/Mario_De_Caro
Helen De Cruz,born 1978,20th,https://en.wikipedia.org/wiki/Helen_De_Cruz
John Deely,1942??017,20th,https://en.wikipedia.org/wiki/John_Deely
Maximilian de Gaynesford,born 1968,20th,https://en.wikipedia.org/wiki/Maximilian_de_Gaynesford
Richard T. De George,born 1933,20th,https://en.wikipedia.org/wiki/Richard_T._De_George
John J. DeGioia,born 1957,20th,https://en.wikipedia.org/wiki/John_J._DeGioia
David DeGrazia,born 1962,20th,https://en.wikipedia.org/wiki/David_DeGrazia
Charles De Koninck,1906??965,20th,https://en.wikipedia.org/wiki/Charles_De_Koninck
Manuel DeLanda,born 1952,20th,https://en.wikipedia.org/wiki/Manuel_DeLanda
Gilles Deleuze,1925??995[b][c][d][e],20th,https://en.wikipedia.org/wiki/Gilles_Deleuze
Bernard Delfgaauw,1912??993,20th,https://en.wikipedia.org/wiki/Bernard_Delfgaauw
Paul de Man,1919??983[d],20th,https://en.wikipedia.org/wiki/Paul_de_Man
Lara Denis,born 1969,20th,https://en.wikipedia.org/wiki/Lara_Denis
Daniel Dennett,1942??024[a][b][c][d],20th,https://en.wikipedia.org/wiki/Daniel_Dennett
Douglas Den Uyl,born 1950,20th,https://en.wikipedia.org/wiki/Douglas_Den_Uyl
Keith DeRose,born 1962,20th,https://en.wikipedia.org/wiki/Keith_DeRose
Jacques Derrida,1930??004[a][b][c][d][e],20th,https://en.wikipedia.org/wiki/Jacques_Derrida
Giorgio de Santillana,1902??974,20th,https://en.wikipedia.org/wiki/Giorgio_de_Santillana
Vincent Descombes,born 1943,20th,https://en.wikipedia.org/wiki/Vincent_Descombes
Ronald de Sousa,born 1940,20th,https://en.wikipedia.org/wiki/Ronald_de_Sousa
Michael Detlefsen,1948??019,20th,https://en.wikipedia.org/wiki/Michael_Detlefsen
Eliot Deutsch,1931??020,20th,https://en.wikipedia.org/wiki/Eliot_Deutsch
Karl Deutsch,1912??992,20th,https://en.wikipedia.org/wiki/Karl_Deutsch
Philippe Devaux,1902??979,20th,https://en.wikipedia.org/wiki/Philippe_Devaux
Michael Devitt,born 1938,20th,https://en.wikipedia.org/wiki/Michael_Devitt
Hent de Vries,born 1958,20th,https://en.wikipedia.org/wiki/Hent_de_Vries
L. Harold DeWolf,1905??986,20th,https://en.wikipedia.org/wiki/L._Harold_DeWolf
Cora Diamond,born 1937,20th,https://en.wikipedia.org/wiki/Cora_Diamond
Donna Dickenson,born 1946,20th,https://en.wikipedia.org/wiki/Donna_Dickenson
George Dickie,1926??020,20th,https://en.wikipedia.org/wiki/George_Dickie_(philosopher)
Michael R. Dietrich,born 1963,20th,https://en.wikipedia.org/wiki/Michael_R._Dietrich
Zoran ÄinÄiÄ,1952??003,20th,https://en.wikipedia.org/wiki/Zoran_%C4%90in%C4%91i%C4%87
Do-ol,born 1948,20th,https://en.wikipedia.org/wiki/Do-ol
Daniel Dombrowski,born 1953,20th,https://en.wikipedia.org/wiki/Daniel_Dombrowski
Alan Donagan,1925??991,20th,https://en.wikipedia.org/wiki/Alan_Donagan
Sue Donaldson,born 1962,20th,https://en.wikipedia.org/wiki/Sue_Donaldson
Keith Donnellan,1931??015,20th,https://en.wikipedia.org/wiki/Keith_Donnellan
Josephine Donovan,born 1941,20th,https://en.wikipedia.org/wiki/Josephine_Donovan
Mark Dooley,born 1970,20th,https://en.wikipedia.org/wiki/Mark_Dooley
Jude Patrick Dougherty,1930??021,20th,https://en.wikipedia.org/wiki/Jude_Patrick_Dougherty
James Doull,1918-2001,20th,https://en.wikipedia.org/wiki/James_Doull
Bradley Dowden,born 1942,20th,https://en.wikipedia.org/wiki/Bradley_Dowden
Lisa Downing,born 1974,20th,https://en.wikipedia.org/wiki/Lisa_Downing
Paul Draper,born 1957,20th,https://en.wikipedia.org/wiki/Paul_Draper_(philosopher)
William Herbert Dray,1921??009,20th,https://en.wikipedia.org/wiki/William_Herbert_Dray
Burton Dreben,1927??999,20th,https://en.wikipedia.org/wiki/Burton_Dreben
Fred Dretske,1932??013[a][b][c],20th,https://en.wikipedia.org/wiki/Fred_Dretske
James Drever,1910??991,20th,https://en.wikipedia.org/wiki/James_Drever
Hubert Dreyfus,1929??017,20th,https://en.wikipedia.org/wiki/Hubert_Dreyfus
Shadia Drury,born 1950,20th,https://en.wikipedia.org/wiki/Shadia_Drury
Dominique Dubarle,1907??987,20th,https://en.wikipedia.org/wiki/Dominique_Dubarle
Aleksandr Dugin,born 1962,20th,https://en.wikipedia.org/wiki/Aleksandr_Dugin
Michael Dummett,1925??011[a][b][c][d],20th,https://en.wikipedia.org/wiki/Michael_Dummett
Fernand Dumont,1927??997,20th,https://en.wikipedia.org/wiki/Fernand_Dumont
Raya Dunayevskaya,1910??987,20th,https://en.wikipedia.org/wiki/Raya_Dunayevskaya
Jon Michael Dunn,1941??021,20th,https://en.wikipedia.org/wiki/Jon_Michael_Dunn
John DuprÃ©,born 1952,20th,https://en.wikipedia.org/wiki/John_Dupr%C3%A9
Louis DuprÃ©,born 1925,20th,https://en.wikipedia.org/wiki/Louis_Dupr%C3%A9_(philosopher)
Denis Dutton,1944??010,20th,https://en.wikipedia.org/wiki/Denis_Dutton
Gerald Dworkin,born 1937,20th,https://en.wikipedia.org/wiki/Gerald_Dworkin
Ronald Dworkin,1931??013[a][b][c][d],20th,https://en.wikipedia.org/wiki/Ronald_Dworkin
Davor DÅ¾alto,born 1980,20th,https://en.wikipedia.org/wiki/Davor_D%C5%BEalto
Miroslaw Dzielski,1941??989,20th,https://en.wikipedia.org/wiki/Miroslaw_Dzielski
William A. Earle,1919??988,20th,https://en.wikipedia.org/wiki/William_A._Earle
John Earman,born 1942[c],20th,https://en.wikipedia.org/wiki/John_Earman
John Eccles,1903??997,20th,https://en.wikipedia.org/wiki/John_Eccles_(neurophysiologist)
Umberto Eco,1932??016[a],20th,https://en.wikipedia.org/wiki/Umberto_Eco
Abraham Edel,1908??007,20th,https://en.wikipedia.org/wiki/Abraham_Edel
Gerald Edelman,1929??014,20th,https://en.wikipedia.org/wiki/Gerald_Edelman
Dorothy Edgington,born 1941,20th,https://en.wikipedia.org/wiki/Dorothy_Edgington
James M. Edie,1927??998,20th,https://en.wikipedia.org/wiki/James_M._Edie
David Edmonds,born 1964,20th,https://en.wikipedia.org/wiki/David_Edmonds_(philosopher)
Paul Edwards,1923??004[b][c],20th,https://en.wikipedia.org/wiki/Paul_Edwards_(philosopher)
Margaret Elizabeth Egan,1905??959,20th,https://en.wikipedia.org/wiki/Margaret_Elizabeth_Egan
Carolyn Eisele,1902??000,20th,https://en.wikipedia.org/wiki/Carolyn_Eisele
Alexandra Elbakyan,born 1988,20th,https://en.wikipedia.org/wiki/Alexandra_Elbakyan
Mircea Eliade,1907??986[d],20th,https://en.wikipedia.org/wiki/Mircea_Eliade
Ignacio EllacurÃ­a,1930??989,20th,https://en.wikipedia.org/wiki/Ignacio_Ellacur%C3%ADa
Carl Elliott,born 1961,20th,https://en.wikipedia.org/wiki/Carl_Elliott_(philosopher)
Brian David Ellis,born 1929,20th,https://en.wikipedia.org/wiki/Brian_David_Ellis
Jacques Ellul,1912??994,20th,https://en.wikipedia.org/wiki/Jacques_Ellul
Jean Bethke Elshtain,1941??013,20th,https://en.wikipedia.org/wiki/Jean_Bethke_Elshtain
Jon Elster,born 1940[b][c],20th,https://en.wikipedia.org/wiki/Jon_Elster
Dorothy Emmet,1904??000,20th,https://en.wikipedia.org/wiki/Dorothy_Emmet
Pascal Engel,born 1954,20th,https://en.wikipedia.org/wiki/Pascal_Engel
Erik Erikson,1902??994,20th,https://en.wikipedia.org/wiki/Erik_Erikson
John Etchemendy,born 1952,20th,https://en.wikipedia.org/wiki/John_Etchemendy
Amitai Etzioni,born 1929,20th,https://en.wikipedia.org/wiki/Amitai_Etzioni
Jin Eun-young,born 1970,20th,https://en.wikipedia.org/wiki/Jin_Eun-young
C. Stephen Evans,born 1948,20th,https://en.wikipedia.org/wiki/C._Stephen_Evans
Gareth Evans,1946??980[b][c][d],20th,https://en.wikipedia.org/wiki/Gareth_Evans_(philosopher)
Stanley Eveling,1925??008,20th,https://en.wikipedia.org/wiki/Stanley_Eveling
Nir Eyal,born 1970,20th,https://en.wikipedia.org/wiki/Nir_Eyal_(bioethicist)
Emmanuel Chukwudi Eze,1963??007,20th,https://en.wikipedia.org/wiki/Emmanuel_Chukwudi_Eze
CÃ©cile Fabre,born 1971,20th,https://en.wikipedia.org/wiki/C%C3%A9cile_Fabre
Emil Fackenheim,1916??003[d][e],20th,https://en.wikipedia.org/wiki/Emil_Fackenheim
Anne Fagot-Largeault,born 1938,20th,https://en.wikipedia.org/wiki/Anne_Fagot-Largeault
Frantz Fanon,1925??961[b][c][d],20th,https://en.wikipedia.org/wiki/Frantz_Fanon
