Name,Date,Century,Wikipedia_Link
Delia Graff Fara,1969??017,20th,https://en.wikipedia.org/wiki/Delia_Graff_Fara
Marvin Farber,1901??980,20th,https://en.wikipedia.org/wiki/Marvin_Farber
Catia Faria,born 1980,20th,https://en.wikipedia.org/wiki/Catia_Faria
Austin Marsden Farrer,1904??968[d],20th,https://en.wikipedia.org/wiki/Austin_Marsden_Farrer
James E. Faulconer,born 1947,20th,https://en.wikipedia.org/wiki/James_E._Faulconer
Joanne Faulkner,born 1972,20th,https://en.wikipedia.org/wiki/Joanne_Faulkner
Silvia Federici,born 1942,20th,https://en.wikipedia.org/wiki/Silvia_Federici
Andrew Feenberg,born 1943,20th,https://en.wikipedia.org/wiki/Andrew_Feenberg
Solomon Feferman,1928??016,20th,https://en.wikipedia.org/wiki/Solomon_Feferman
Herbert Feigl,1902??988,20th,https://en.wikipedia.org/wiki/Herbert_Feigl
Joel Feinberg,1926??004[b][c],20th,https://en.wikipedia.org/wiki/Joel_Feinberg
Fred Feldman,born 1941,20th,https://en.wikipedia.org/wiki/Fred_Feldman_(philosopher)
Ann Ferguson,born 1938,20th,https://en.wikipedia.org/wiki/Ann_Ferguson
Maurizio Ferraris,born 1956,20th,https://en.wikipedia.org/wiki/Maurizio_Ferraris
JosÃ© Ferrater Mora,1912??991[b][c],20th,https://en.wikipedia.org/wiki/Jos%C3%A9_Ferrater_Mora
Frederick FerrÃ©,1933??013,20th,https://en.wikipedia.org/wiki/Frederick_Ferr%C3%A9
Luc Ferry,born 1951,20th,https://en.wikipedia.org/wiki/Luc_Ferry
Paul Feyerabend,1924??994[b][c][d][e],20th,https://en.wikipedia.org/wiki/Paul_Feyerabend
Hartry Field,born 1946[b][c],20th,https://en.wikipedia.org/wiki/Hartry_Field
J. N. Findlay,1903??987,20th,https://en.wikipedia.org/wiki/J._N._Findlay
Arthur Fine,born 1937,20th,https://en.wikipedia.org/wiki/Arthur_Fine
Kit Fine,born 1946[b][c],20th,https://en.wikipedia.org/wiki/Kit_Fine
Martha Albertson Fineman,born 1943,20th,https://en.wikipedia.org/wiki/Martha_Albertson_Fineman
Bruno de Finetti,1906??985[b][c],20th,https://en.wikipedia.org/wiki/Bruno_de_Finetti
Herbert Fingarette,1921??018,20th,https://en.wikipedia.org/wiki/Herbert_Fingarette
Eugen Fink,1905??975,20th,https://en.wikipedia.org/wiki/Eugen_Fink
John Finnis,born 1940[b][c],20th,https://en.wikipedia.org/wiki/John_Finnis
Roderick Firth,1917??987,20th,https://en.wikipedia.org/wiki/Roderick_Firth
John Martin Fischer,born 1952,20th,https://en.wikipedia.org/wiki/John_Martin_Fischer
Frederic Fitch,1908??987,20th,https://en.wikipedia.org/wiki/Frederic_Fitch
Branden Fitelson,born 1969,20th,https://en.wikipedia.org/wiki/Branden_Fitelson
Owen Flanagan,born 1940,20th,https://en.wikipedia.org/wiki/Owen_Flanagan
Kurt Flasch,born 1930,20th,https://en.wikipedia.org/wiki/Kurt_Flasch
Richard E. Flathman,1934??015,20th,https://en.wikipedia.org/wiki/Richard_E._Flathman
Joseph Fletcher,1905??991,20th,https://en.wikipedia.org/wiki/Joseph_Fletcher
Antony Flew,1923??010,20th,https://en.wikipedia.org/wiki/Antony_Flew
Luciano Floridi,born 1964,20th,https://en.wikipedia.org/wiki/Luciano_Floridi
Elizabeth Flower,1914??995,20th,https://en.wikipedia.org/wiki/Elizabeth_Flower
VilÃ©m Flusser,1920??991,20th,https://en.wikipedia.org/wiki/Vil%C3%A9m_Flusser
James R. Flynn,1934??020,20th,https://en.wikipedia.org/wiki/James_Flynn_(academic)
Thomas R. Flynn,born 1936,20th,https://en.wikipedia.org/wiki/Thomas_R._Flynn
Jerry Fodor,1935??017[a][b][c][d][f],20th,https://en.wikipedia.org/wiki/Jerry_Fodor
Robert Fogelin,1932??016,20th,https://en.wikipedia.org/wiki/Robert_Fogelin
Dagfinn FÃ¸llesdal,born 1932[b][c],20th,https://en.wikipedia.org/wiki/Dagfinn_F%C3%B8llesdal
William Fontaine,1909??968,20th,https://en.wikipedia.org/wiki/William_Fontaine
Ãlisabeth de Fontenay,born 1934,20th,https://en.wikipedia.org/wiki/%C3%89lisabeth_de_Fontenay
Philippa Foot,1920??010[a][b][c],20th,https://en.wikipedia.org/wiki/Philippa_Foot
Peter Forrest,born 1948,20th,https://en.wikipedia.org/wiki/Peter_Forrest_(philosopher)
John Forrester,1949??015,20th,https://en.wikipedia.org/wiki/John_Forrester_(historian)
Rainer Forst,born 1964,20th,https://en.wikipedia.org/wiki/Rainer_Forst
Michel Foucault,1926??984[a][b][c][d][e][f],20th,https://en.wikipedia.org/wiki/Michel_Foucault
Bas van Fraassen,born 1941,20th,https://en.wikipedia.org/wiki/Bas_van_Fraassen
Carlos Fraenkel,born 1971,20th,https://en.wikipedia.org/wiki/Carlos_Fraenkel
Gary L. Francione,born 1954,20th,https://en.wikipedia.org/wiki/Gary_L._Francione
Manfred Frank,born 1945,20th,https://en.wikipedia.org/wiki/Manfred_Frank
Charles Frankel,1917??979,20th,https://en.wikipedia.org/wiki/Charles_Frankel
William K. Frankena,1908??994[a][b][c],20th,https://en.wikipedia.org/wiki/William_K._Frankena
Nancy Frankenberry,born 1947,20th,https://en.wikipedia.org/wiki/Nancy_Frankenberry
Harry Frankfurt,born 1929[b][c],20th,https://en.wikipedia.org/wiki/Harry_Frankfurt
Viktor Frankl,1905??997,20th,https://en.wikipedia.org/wiki/Viktor_Frankl
James Franklin,born 1953,20th,https://en.wikipedia.org/wiki/James_Franklin_(philosopher)
Oliver Shewell Franks,1905??992,20th,https://en.wikipedia.org/wiki/Oliver_Shewell_Franks
Nancy Fraser,born 1947,20th,https://en.wikipedia.org/wiki/Nancy_Fraser
Michael Frede,1940??007[b][c],20th,https://en.wikipedia.org/wiki/Michael_Frede
Hans Wilhelm Frei,1922??988[d],20th,https://en.wikipedia.org/wiki/Hans_Wilhelm_Frei
Anne Fremantle,1909??002,20th,https://en.wikipedia.org/wiki/Anne_Fremantle
Peter A. French,born 1942,20th,https://en.wikipedia.org/wiki/Peter_A._French
Raymond Frey,1941??012,20th,https://en.wikipedia.org/wiki/Raymond_Frey
Miranda Fricker,born 1966,20th,https://en.wikipedia.org/wiki/Miranda_Fricker
Marilyn Friedman,born 1945,20th,https://en.wikipedia.org/wiki/Marilyn_Friedman
Michael Friedman,born 1947,20th,https://en.wikipedia.org/wiki/Michael_Friedman_(philosopher)
Milton Friedman,1912??006,20th,https://en.wikipedia.org/wiki/Milton_Friedman
Roman Frigg,born 1972,20th,https://en.wikipedia.org/wiki/Roman_Frigg
Erich Fromm,1900??980,20th,https://en.wikipedia.org/wiki/Erich_Fromm
Risieri Frondizi,1910??983,20th,https://en.wikipedia.org/wiki/Risieri_Frondizi
Marilyn Frye,born 1941,20th,https://en.wikipedia.org/wiki/Marilyn_Frye
Northrop Frye,1912??991,20th,https://en.wikipedia.org/wiki/Northrop_Frye
Lon L. Fuller,1902??978[d],20th,https://en.wikipedia.org/wiki/Lon_L._Fuller
Christopher Fynsk,born 1952,20th,https://en.wikipedia.org/wiki/Christopher_Fynsk
Dov Gabbay,born 1945,20th,https://en.wikipedia.org/wiki/Dov_Gabbay
Hans-Georg Gadamer,1900??002[a][b][c][d][e],20th,https://en.wikipedia.org/wiki/Hans-Georg_Gadamer
Raimond Gaita,born 1946,20th,https://en.wikipedia.org/wiki/Raimond_Gaita
John Kenneth Galbraith,1908??006,20th,https://en.wikipedia.org/wiki/John_Kenneth_Galbraith
Peter Galison,born 1955,20th,https://en.wikipedia.org/wiki/Peter_Galison
Shaun Gallagher,born 1948,20th,https://en.wikipedia.org/wiki/Shaun_Gallagher
W. B. Gallie,1912??998,20th,https://en.wikipedia.org/wiki/W._B._Gallie
Daniel Garber,born 1949,20th,https://en.wikipedia.org/wiki/Daniel_Garber_(philosopher)
Patrick Gardiner,1922??997,20th,https://en.wikipedia.org/wiki/Patrick_Gardiner
John Gardner,1965??019,20th,https://en.wikipedia.org/wiki/John_Gardner_(legal_philosopher)
Jay L. Garfield,born 1955,20th,https://en.wikipedia.org/wiki/Jay_L._Garfield
Richard Gaskin,born 1960,20th,https://en.wikipedia.org/wiki/Richard_Gaskin
William H. Gass,1924??017,20th,https://en.wikipedia.org/wiki/William_H._Gass
Moira Gatens,born 1954,20th,https://en.wikipedia.org/wiki/Moira_Gatens
Stephen Gaukroger,born 1950,20th,https://en.wikipedia.org/wiki/Stephen_Gaukroger
Gerald Gaus,1952??020,20th,https://en.wikipedia.org/wiki/Gerald_Gaus
David Gauthier,born 1932[b][c],20th,https://en.wikipedia.org/wiki/David_Gauthier
Peter Geach,1916??013[a][b][c],20th,https://en.wikipedia.org/wiki/Peter_Geach
Clifford Geertz,1926??006,20th,https://en.wikipedia.org/wiki/Clifford_Geertz
Arnold Gehlen,1904??976,20th,https://en.wikipedia.org/wiki/Arnold_Gehlen
Ernest Gellner,1925??995,20th,https://en.wikipedia.org/wiki/Ernest_Gellner
Tamar Gendler,born 1965,20th,https://en.wikipedia.org/wiki/Tamar_Gendler
Eugene Gendlin,1926??017,20th,https://en.wikipedia.org/wiki/Eugene_Gendlin
Gerhard Gentzen,1909??945[b][c][d],20th,https://en.wikipedia.org/wiki/Gerhard_Gentzen
Robert P. George,born 1955,20th,https://en.wikipedia.org/wiki/Robert_P._George
Volker Gerhardt,born 1944,20th,https://en.wikipedia.org/wiki/Volker_Gerhardt
Lloyd P. Gerson,born 1948,20th,https://en.wikipedia.org/wiki/Lloyd_P._Gerson
Bernard Gert,1934??011,20th,https://en.wikipedia.org/wiki/Bernard_Gert
Edmund Gettier,1927??021[b][c],20th,https://en.wikipedia.org/wiki/Edmund_Gettier
Raymond Geuss,born 1946,20th,https://en.wikipedia.org/wiki/Raymond_Geuss
Alan Gewirth,1912??004[b][c],20th,https://en.wikipedia.org/wiki/Alan_Gewirth
Rashid al-Ghannushi,born 1941,20th,https://en.wikipedia.org/wiki/Rashid_al-Ghannushi
Michael Ghiselin,born 1939,20th,https://en.wikipedia.org/wiki/Michael_Ghiselin
Allan Gibbard,born 1942[b][c],20th,https://en.wikipedia.org/wiki/Allan_Gibbard
James J. Gibson,1904??979,20th,https://en.wikipedia.org/wiki/James_J._Gibson
Roger Gibson,1944??015,20th,https://en.wikipedia.org/wiki/Roger_Gibson
Margaret Gilbert,born 1942,20th,https://en.wikipedia.org/wiki/Margaret_Gilbert
Langdon Gilkey,1919??004,20th,https://en.wikipedia.org/wiki/Langdon_Gilkey
Michael Allen Gillespie,born 1951,20th,https://en.wikipedia.org/wiki/Michael_Allen_Gillespie
Donald A. Gillies,born 1944,20th,https://en.wikipedia.org/wiki/Donald_A._Gillies
Carol Gilligan,born 1936,20th,https://en.wikipedia.org/wiki/Carol_Gilligan
Neil Gillman,1933??017,20th,https://en.wikipedia.org/wiki/Neil_Gillman
Carl Ginet,born 1932,20th,https://en.wikipedia.org/wiki/Carl_Ginet
RenÃ© Girard,1923??015,20th,https://en.wikipedia.org/wiki/Ren%C3%A9_Girard
ValÃ©ry Giroux,born 1974,20th,https://en.wikipedia.org/wiki/Val%C3%A9ry_Giroux
Ernst von Glasersfeld,1917??010,20th,https://en.wikipedia.org/wiki/Ernst_von_Glasersfeld
Simon Glendinning,born 1964,20th,https://en.wikipedia.org/wiki/Simon_Glendinning
Hans-Johann Glock,born 1960,20th,https://en.wikipedia.org/wiki/Hans-Johann_Glock
Jonathan Glover,born 1941[b][c],20th,https://en.wikipedia.org/wiki/Jonathan_Glover
Clark Glymour,born 1942,20th,https://en.wikipedia.org/wiki/Clark_Glymour
Paul Gochet,1932??011,20th,https://en.wikipedia.org/wiki/Paul_Gochet
Kurt GÃ¶del,1906??978[b][c][d],20th,https://en.wikipedia.org/wiki/Kurt_G%C3%B6del
Peter Godfrey-Smith,born 1965,20th,https://en.wikipedia.org/wiki/Peter_Godfrey-Smith
Lydia Goehr,born 1960,20th,https://en.wikipedia.org/wiki/Lydia_Goehr
Erving Goffman,1922??982,20th,https://en.wikipedia.org/wiki/Erving_Goffman
Warren Goldfarb,born 1949,20th,https://en.wikipedia.org/wiki/Warren_Goldfarb
Peter Goldie,1946??011,20th,https://en.wikipedia.org/wiki/Peter_Goldie
Alvin Goldman,born 1938[a][b][c],20th,https://en.wikipedia.org/wiki/Alvin_Goldman
Lucien Goldmann,1913??970,20th,https://en.wikipedia.org/wiki/Lucien_Goldmann
Victor Goldschmidt,1914??981,20th,https://en.wikipedia.org/wiki/Victor_Goldschmidt_(philosopher)
Bernard R. Goldstein,born 1938,20th,https://en.wikipedia.org/wiki/Bernard_R._Goldstein
Rebecca Goldstein,born 1950,20th,https://en.wikipedia.org/wiki/Rebecca_Goldstein
Cornelius Golightly,1917??976,20th,https://en.wikipedia.org/wiki/Cornelius_Golightly
NicolÃ¡s GÃ³mez DÃ¡vila,1913??994,20th,https://en.wikipedia.org/wiki/Nicol%C3%A1s_G%C3%B3mez_D%C3%A1vila
Alfonso GÃ³mez-Lobo,1940??011,20th,https://en.wikipedia.org/wiki/Alfonso_G%C3%B3mez-Lobo
Ana Marta GonzÃ¡lez,born 1969,20th,https://en.wikipedia.org/wiki/Ana_Marta_Gonz%C3%A1lez
Robert E. Goodin,born 1950,20th,https://en.wikipedia.org/wiki/Robert_E._Goodin
Robert Gooding-Williams,born 1953,20th,https://en.wikipedia.org/wiki/Robert_Gooding-Williams
Nelson Goodman,1906??998[a][b][c][d],20th,https://en.wikipedia.org/wiki/Nelson_Goodman
Paul Goodman,1911??972,20th,https://en.wikipedia.org/wiki/Paul_Goodman_(writer)
Alison Gopnik,born 1955,20th,https://en.wikipedia.org/wiki/Alison_Gopnik
Lewis Gordon,born 1962,20th,https://en.wikipedia.org/wiki/Lewis_Gordon
AndrÃ© Gorz,1923??007,20th,https://en.wikipedia.org/wiki/Andr%C3%A9_Gorz
Paul Gottfried,born 1941,20th,https://en.wikipedia.org/wiki/Paul_Gottfried
Allan Gotthelf,1942??013,20th,https://en.wikipedia.org/wiki/Allan_Gotthelf
Anthony Gottlieb,born 1956,20th,https://en.wikipedia.org/wiki/Anthony_Gottlieb
T. A. Goudge,1910??999,20th,https://en.wikipedia.org/wiki/T._A._Goudge
Alvin Gouldner,1920??980,20th,https://en.wikipedia.org/wiki/Alvin_Gouldner
Trudy Govier,born 1944,20th,https://en.wikipedia.org/wiki/Trudy_Govier
Jorge J. E. Gracia,1942??021,20th,https://en.wikipedia.org/wiki/Jorge_J._E._Gracia
James Allen Graff,1937??005,20th,https://en.wikipedia.org/wiki/James_Allen_Graff
L. Gordon Graham,born 1949,20th,https://en.wikipedia.org/wiki/L._Gordon_Graham
GÃ©rard Granel,1930??000,20th,https://en.wikipedia.org/wiki/G%C3%A9rard_Granel
Gilles-Gaston Granger,1920??016,20th,https://en.wikipedia.org/wiki/Gilles-Gaston_Granger
George Grant,1918??988,20th,https://en.wikipedia.org/wiki/George_Grant_(philosopher)
Ivor Grattan-Guinness,1941??014,20th,https://en.wikipedia.org/wiki/Ivor_Grattan-Guinness
Jesse Glenn Gray,1913??977,20th,https://en.wikipedia.org/wiki/Jesse_Glenn_Gray
John Gray,born 1948,20th,https://en.wikipedia.org/wiki/John_Gray_(philosopher)
A. C. Grayling,born 1949,20th,https://en.wikipedia.org/wiki/A._C._Grayling
Hilary Greaves,born 1978,20th,https://en.wikipedia.org/wiki/Hilary_Greaves
Celia Green,born 1935,20th,https://en.wikipedia.org/wiki/Celia_Green
Leslie Green,born 1956,20th,https://en.wikipedia.org/wiki/Leslie_Green_(philosopher)
Clement Greenberg,1909??994,20th,https://en.wikipedia.org/wiki/Clement_Greenberg
Maxine Greene,1917??014,20th,https://en.wikipedia.org/wiki/Maxine_Greene
Mary J. Gregor,1928??994,20th,https://en.wikipedia.org/wiki/Mary_J._Gregor
Marjorie Grene,1910??009,20th,https://en.wikipedia.org/wiki/Marjorie_Grene
Herbert Paul Grice,1913??988[a][b][c][d][e],20th,https://en.wikipedia.org/wiki/Paul_Grice
David Ray Griffin,born 1939,20th,https://en.wikipedia.org/wiki/David_Ray_Griffin
James Griffin,1933??019,20th,https://en.wikipedia.org/wiki/James_Griffin_(philosopher)
Allen Phillips Griffiths,1927??014,20th,https://en.wikipedia.org/wiki/Allen_Phillips_Griffiths
Paul E. Griffiths,born 1962,20th,https://en.wikipedia.org/wiki/Paul_E._Griffiths
Germain Grisez,1929??018[b],20th,https://en.wikipedia.org/wiki/Germain_Grisez
Jeroen Groenendijk,born 1949,20th,https://en.wikipedia.org/wiki/Jeroen_Groenendijk
Elizabeth Grosz,born 1952,20th,https://en.wikipedia.org/wiki/Elizabeth_Grosz
Adolf GrÃ¼nbaum,1923??018[b][c],20th,https://en.wikipedia.org/wiki/Adolf_Gr%C3%BCnbaum
Cynthia M. Grund,born 1956,20th,https://en.wikipedia.org/wiki/Cynthia_M._Grund
FÃ©lix Guattari,1930??992,20th,https://en.wikipedia.org/wiki/F%C3%A9lix_Guattari
MarÃ­a JosÃ© Guerra Palmero,born 1962,20th,https://en.wikipedia.org/wiki/Mar%C3%ADa_Jos%C3%A9_Guerra_Palmero
Charles Guignon,1944??020,20th,https://en.wikipedia.org/wiki/Charles_Guignon
Hans Ulrich Gumbrecht,born 1948,20th,https://en.wikipedia.org/wiki/Hans_Ulrich_Gumbrecht
Gotthard GÃ¼nther,1900??984,20th,https://en.wikipedia.org/wiki/Gotthard_G%C3%BCnther
Anil Gupta,born 1949,20th,https://en.wikipedia.org/wiki/Anil_Gupta_(philosopher)
Aron Gurwitsch,1901??973,20th,https://en.wikipedia.org/wiki/Aron_Gurwitsch
W. K. C. Guthrie,1906??981,20th,https://en.wikipedia.org/wiki/W._K._C._Guthrie
Samuel Guttenplan,born 1944,20th,https://en.wikipedia.org/wiki/Samuel_Guttenplan
Gary Gutting,1942??019,20th,https://en.wikipedia.org/wiki/Gary_Gutting
Paul Guyer,born 1948,20th,https://en.wikipedia.org/wiki/Paul_Guyer
Abimael GuzmÃ¡n,1934??021,20th,https://en.wikipedia.org/wiki/Abimael_Guzm%C3%A1n
Kwame Gyekye,1939??019,20th,https://en.wikipedia.org/wiki/Kwame_Gyekye
Susan Haack,born 1945,20th,https://en.wikipedia.org/wiki/Susan_Haack
JÃ¼rgen Habermas,born 1929[a][b][c][d][e][f],20th,https://en.wikipedia.org/wiki/J%C3%BCrgen_Habermas
Peter Hacker,born 1939,20th,https://en.wikipedia.org/wiki/Peter_Hacker
Ian Hacking,born 1936[b][c],20th,https://en.wikipedia.org/wiki/Ian_Hacking
John Hadley,born 1966,20th,https://en.wikipedia.org/wiki/John_Hadley_(philosopher)
Ilsetraut Hadot,born 1928,20th,https://en.wikipedia.org/wiki/Ilsetraut_Hadot
Pierre Hadot,1922??010,20th,https://en.wikipedia.org/wiki/Pierre_Hadot
Volker Halbach,born 1965,20th,https://en.wikipedia.org/wiki/Volker_Halbach
John Haldane,born 1954,20th,https://en.wikipedia.org/wiki/John_Haldane_(philosopher)
Bob Hale,1945??017,20th,https://en.wikipedia.org/wiki/Bob_Hale_(philosopher)
Everett Hall,1901??960,20th,https://en.wikipedia.org/wiki/Everett_Hall
Manly Palmer Hall,1901??990,20th,https://en.wikipedia.org/wiki/Manly_Palmer_Hall
Philip Hallie,1922??994,20th,https://en.wikipedia.org/wiki/Philip_Hallie
Joseph Halpern,born 1953,20th,https://en.wikipedia.org/wiki/Joseph_Halpern
Clive Hamilton,born 1953,20th,https://en.wikipedia.org/wiki/Clive_Hamilton
Stuart Hampshire,1914??004[b][c],20th,https://en.wikipedia.org/wiki/Stuart_Hampshire
Jean Elizabeth Hampton,1954??996,20th,https://en.wikipedia.org/wiki/Jean_Elizabeth_Hampton
Byung-Chul Han,born 1959,20th,https://en.wikipedia.org/wiki/Byung-Chul_Han
Alastair Hannay,born 1932[b][c],20th,https://en.wikipedia.org/wiki/Alastair_Hannay
Norwood Russell Hanson,1922??967[d],20th,https://en.wikipedia.org/wiki/Norwood_Russell_Hanson
Sven Ove Hansson,born 1951,20th,https://en.wikipedia.org/wiki/Sven_Ove_Hansson
Donna Haraway,born 1944,20th,https://en.wikipedia.org/wiki/Donna_Haraway
Garrett Hardin,1915??003,20th,https://en.wikipedia.org/wiki/Garrett_Hardin
Russell Hardin,1940??017,20th,https://en.wikipedia.org/wiki/Russell_Hardin
Sandra Harding,born 1935,20th,https://en.wikipedia.org/wiki/Sandra_Harding
Michael Hardt,born 1960,20th,https://en.wikipedia.org/wiki/Michael_Hardt
John E. Hare,born 1949,20th,https://en.wikipedia.org/wiki/John_E._Hare
R. M. Hare,1919??002[a][b][c][d],20th,https://en.wikipedia.org/wiki/R._M._Hare
Gilbert Harman,1938??021[b][c],20th,https://en.wikipedia.org/wiki/Gilbert_Harman
Graham Harman,born 1968,20th,https://en.wikipedia.org/wiki/Graham_Harman
Rom HarrÃ©,1927??019,20th,https://en.wikipedia.org/wiki/Rom_Harr%C3%A9
Karsten Harries,born 1937,20th,https://en.wikipedia.org/wiki/Karsten_Harries
Michael Harrington,1928??989,20th,https://en.wikipedia.org/wiki/Michael_Harrington
Errol Harris,1908??009,20th,https://en.wikipedia.org/wiki/Errol_Harris
John Harris,born 1945,20th,https://en.wikipedia.org/wiki/John_Harris_(bioethicist)
Sam Harris,born 1967,20th,https://en.wikipedia.org/wiki/Sam_Harris
Tristan Harris,born 1984,20th,https://en.wikipedia.org/wiki/Tristan_Harris
Zellig Harris,1909??992,20th,https://en.wikipedia.org/wiki/Zellig_Harris
John Harsanyi,1920??000,20th,https://en.wikipedia.org/wiki/John_Harsanyi
H. L. A. Hart,1907??992[a][b][c][d],20th,https://en.wikipedia.org/wiki/H._L._A._Hart
David Bentley Hart,born 1965,20th,https://en.wikipedia.org/wiki/David_Bentley_Hart
David Hartman,1931??013,20th,https://en.wikipedia.org/wiki/David_Hartman_(rabbi)
Robert S. Hartman,1910??973,20th,https://en.wikipedia.org/wiki/Robert_S._Hartman
Stephan Hartmann,born 1968,20th,https://en.wikipedia.org/wiki/Stephan_Hartmann
Nancy Hartsock,1943??015,20th,https://en.wikipedia.org/wiki/Nancy_Hartsock
Van A. Harvey,1923??021,20th,https://en.wikipedia.org/wiki/Van_A._Harvey
Stanley Hauerwas,born 1940,20th,https://en.wikipedia.org/wiki/Stanley_Hauerwas
John Haugeland,1945??010,20th,https://en.wikipedia.org/wiki/John_Haugeland
Daniel M. Hausman,born 1947,20th,https://en.wikipedia.org/wiki/Daniel_M._Hausman
David Hawkins,1913??002,20th,https://en.wikipedia.org/wiki/David_Hawkins_(philosopher)
Katherine Hawley,1971??021,20th,https://en.wikipedia.org/wiki/Katherine_Hawley
John Hawthorne,born 1964,20th,https://en.wikipedia.org/wiki/John_Hawthorne
Matti HÃ¤yry,born 1956,20th,https://en.wikipedia.org/wiki/Matti_H%C3%A4yry
Jane Heal,born 1946,20th,https://en.wikipedia.org/wiki/Jane_Heal
Donald O. Hebb,1904??985,20th,https://en.wikipedia.org/wiki/Donald_O._Hebb
Jennifer Michael Hecht,born 1965,20th,https://en.wikipedia.org/wiki/Jennifer_Michael_Hecht
Patrick Aidan Heelan,1926??015,20th,https://en.wikipedia.org/wiki/Patrick_Aidan_Heelan
John Heil,born 1943,20th,https://en.wikipedia.org/wiki/John_Heil
Klaus Heinrich,1927??020,20th,https://en.wikipedia.org/wiki/Klaus_Heinrich
Werner Heisenberg,1901??976[b][c][d],20th,https://en.wikipedia.org/wiki/Werner_Heisenberg
Virginia Held,born 1929,20th,https://en.wikipedia.org/wiki/Virginia_Held
Ãgnes Heller,1929??019,20th,https://en.wikipedia.org/wiki/%C3%81gnes_Heller
Erich Heller,1911??990,20th,https://en.wikipedia.org/wiki/Erich_Heller
MichaÅ Heller,born 1936,20th,https://en.wikipedia.org/wiki/Micha%C5%82_Heller
Futa Helu,1934??010,20th,https://en.wikipedia.org/wiki/Futa_Helu
Carl Gustav Hempel,1905??997[a][b][c][d],20th,https://en.wikipedia.org/wiki/Carl_Gustav_Hempel
Leon Henkin,1921??006,20th,https://en.wikipedia.org/wiki/Leon_Henkin
Robert J. Henle,1909??000,20th,https://en.wikipedia.org/wiki/Robert_J._Henle
Dieter Henrich,1927??022,20th,https://en.wikipedia.org/wiki/Dieter_Henrich
Michel Henry,1922??002,20th,https://en.wikipedia.org/wiki/Michel_Henry
Will Herberg,1901??977,20th,https://en.wikipedia.org/wiki/Will_Herberg
Barbara Herman,born 1945,20th,https://en.wikipedia.org/wiki/Barbara_Herman
Jeanne Hersch,1910??000,20th,https://en.wikipedia.org/wiki/Jeanne_Hersch
Abraham Joshua Heschel,1907??972[d],20th,https://en.wikipedia.org/wiki/Abraham_Joshua_Heschel
Mary Hesse,1924??016,20th,https://en.wikipedia.org/wiki/Mary_Hesse
Cressida Heyes,born 1970,20th,https://en.wikipedia.org/wiki/Cressida_Heyes
John Hick,1922??012[b],20th,https://en.wikipedia.org/wiki/John_Hick
Stephen Hicks,born 1960,20th,https://en.wikipedia.org/wiki/Stephen_Hicks
Alice von Hildebrand,born 1923,20th,https://en.wikipedia.org/wiki/Alice_von_Hildebrand
Christopher S. Hill,born 1942,20th,https://en.wikipedia.org/wiki/Christopher_S._Hill
Claire Ortiz Hill,born 1951,20th,https://en.wikipedia.org/wiki/Claire_Ortiz_Hill
Jaakko Hintikka,1929??015[a][b][c],20th,https://en.wikipedia.org/wiki/Jaakko_Hintikka
Christopher Hitchens,1949??011,20th,https://en.wikipedia.org/wiki/Christopher_Hitchens
Sarah Hoagland,born 1945,20th,https://en.wikipedia.org/wiki/Sarah_Hoagland
Angie Hobbs,born 1961,20th,https://en.wikipedia.org/wiki/Angie_Hobbs
Richard Hocking,1906??001,20th,https://en.wikipedia.org/wiki/Richard_Hocking
Eric Hoffer,1902??983,20th,https://en.wikipedia.org/wiki/Eric_Hoffer
Albert Hofstadter,1910??989,20th,https://en.wikipedia.org/wiki/Albert_Hofstadter
Martin Hollis,1938??998,20th,https://en.wikipedia.org/wiki/Martin_Hollis_(philosopher)
Ted Honderich,born 1933[c],20th,https://en.wikipedia.org/wiki/Ted_Honderich
Axel Honneth,born 1949,20th,https://en.wikipedia.org/wiki/Axel_Honneth
Sidney Hook,1902??989[b][c],20th,https://en.wikipedia.org/wiki/Sidney_Hook
Brad Hooker,born 1957,20th,https://en.wikipedia.org/wiki/Brad_Hooker
bell hooks,1952??021,20th,https://en.wikipedia.org/wiki/Bell_hooks
Jennifer Hornsby,born 1951[b][c],20th,https://en.wikipedia.org/wiki/Jennifer_Hornsby
Tamara Horowitz,1950??000,20th,https://en.wikipedia.org/wiki/Tamara_Horowitz
Oscar Horta,born 1974,20th,https://en.wikipedia.org/wiki/Oscar_Horta
Paul Horwich,born 1947[b][c],20th,https://en.wikipedia.org/wiki/Paul_Horwich
John Hospers,1918??011,20th,https://en.wikipedia.org/wiki/John_Hospers
Paulin J. Hountondji,born 1942,20th,https://en.wikipedia.org/wiki/Paulin_J._Hountondji
George Hourani,1913??984,20th,https://en.wikipedia.org/wiki/George_Hourani
Colin Howson,1945??020,20th,https://en.wikipedia.org/wiki/Colin_Howson
Hsu Fu-kuan,1903??982[a],20th,https://en.wikipedia.org/wiki/Hsu_Fu-kuan
Michael Huemer,born 1969,20th,https://en.wikipedia.org/wiki/Michael_Huemer
George Edward Hughes,1918??994,20th,https://en.wikipedia.org/wiki/George_Edward_Hughes
David Hull,1935??010,20th,https://en.wikipedia.org/wiki/David_Hull_(philosopher)
Thomas Hurka,born 1952,20th,https://en.wikipedia.org/wiki/Thomas_Hurka
Susan Hurley,1954??007,20th,https://en.wikipedia.org/wiki/Susan_Hurley
Rosalind Hursthouse,born 1943,20th,https://en.wikipedia.org/wiki/Rosalind_Hursthouse
