Name,Date,Century,Wikipedia_Link
Georges Bataille,1897??962[a][d],19th,https://en.wikipedia.org/wiki/Georges_Bataille
Bruno Bauer,1809??882[b][c][d][e],19th,https://en.wikipedia.org/wiki/Bruno_Bauer
David Baumgardt,1890??963[d],19th,https://en.wikipedia.org/wiki/David_Baumgardt
Oskar Becker,1889??964,19th,https://en.wikipedia.org/wiki/Oskar_Becker
Vissarion Belinsky,1811??848[d],19th,https://en.wikipedia.org/wiki/Vissarion_Belinsky
Gustave Belot,1859??929,19th,https://en.wikipedia.org/wiki/Gustave_Belot
Julien Benda,1867??956,19th,https://en.wikipedia.org/wiki/Julien_Benda
Walter Benjamin,1892??940[b][c][d],19th,https://en.wikipedia.org/wiki/Walter_Benjamin
Nikolai Berdyaev,1874??948[a][b][c][d],19th,https://en.wikipedia.org/wiki/Nikolai_Berdyaev
Henri Bergson,1859??941[a][b][c][d][e],19th,https://en.wikipedia.org/wiki/Henri_Bergson
Eduard Bernstein,1850??932[d],19th,https://en.wikipedia.org/wiki/Eduard_Bernstein
Nathan Birnbaum,1864??937,19th,https://en.wikipedia.org/wiki/Nathan_Birnbaum
Brand Blanshard,1892??987[b][c],19th,https://en.wikipedia.org/wiki/Brand_Blanshard
Ernst Bloch,1885??977[a][b][c][d],19th,https://en.wikipedia.org/wiki/Ernst_Bloch_(philosopher)
Maurice Blondel,1861??949[a],19th,https://en.wikipedia.org/wiki/Maurice_Blondel
Benjamin Paul Blood,1832??919,19th,https://en.wikipedia.org/wiki/Benjamin_Paul_Blood
Hermann Blumenau,1819??899,19th,https://en.wikipedia.org/wiki/Hermann_Blumenau
George Boas,1891??980,19th,https://en.wikipedia.org/wiki/George_Boas
Alexander Bogdanov,1873??928[b][c][d],19th,https://en.wikipedia.org/wiki/Alexander_Bogdanov
Niels Bohr,1885??962[b][c][d],19th,https://en.wikipedia.org/wiki/Niels_Bohr
Ludwig Boltzmann,1844??906[a][b][c],19th,https://en.wikipedia.org/wiki/Ludwig_Boltzmann
John Elof Boodin,1869??950,19th,https://en.wikipedia.org/wiki/John_Elof_Boodin
George Boole,1815??864[b][c][d][e]*,19th,https://en.wikipedia.org/wiki/George_Boole
Bernard Bosanquet,1848??923[a][b][c][d][e],19th,https://en.wikipedia.org/wiki/Bernard_Bosanquet_(philosopher)
Emile Boutroux,1845??921[d],19th,https://en.wikipedia.org/wiki/Emile_Boutroux
Oets Kolk Bouwsma,1898??978[a],19th,https://en.wikipedia.org/wiki/Oets_Kolk_Bouwsma
Borden Parker Bowne,1847??910[d],19th,https://en.wikipedia.org/wiki/Borden_Parker_Bowne
F. H. Bradley,1846??924[a][b][c][d][e],19th,https://en.wikipedia.org/wiki/F._H._Bradley
Franz Brentano,1838??917[a][b][c][d][e],19th,https://en.wikipedia.org/wiki/Franz_Brentano
Percy Williams Bridgman,1882??961[b][c][d],19th,https://en.wikipedia.org/wiki/Percy_Williams_Bridgman
Edgar S. Brightman,1884??953[b][c],19th,https://en.wikipedia.org/wiki/Edgar_S._Brightman
C. D. Broad,1887??971[a][b][c][d],19th,https://en.wikipedia.org/wiki/C._D._Broad
Luitzen Egbertus Jan Brouwer,1881??966[a][b][c][e],19th,https://en.wikipedia.org/wiki/Luitzen_Egbertus_Jan_Brouwer
Orestes Brownson,1803??876[b][c],19th,https://en.wikipedia.org/wiki/Orestes_Brownson
Constantin Brunner,1862??937,19th,https://en.wikipedia.org/wiki/Constantin_Brunner
Emil Brunner,1889??966[d],19th,https://en.wikipedia.org/wiki/Emil_Brunner
Leon Brunschvicg,1869??944[a][b][c][d],19th,https://en.wikipedia.org/wiki/Leon_Brunschvicg
James Bryce 1st Viscount Bryce,1838??922[d],19th,"https://en.wikipedia.org/wiki/James_Bryce,_1st_Viscount_Bryce"
Martin Buber,1878??965[a][b][c][d][e],19th,https://en.wikipedia.org/wiki/Martin_Buber
Ludwig BÃ¼chner,1824??899[d],19th,https://en.wikipedia.org/wiki/Ludwig_B%C3%BCchner
Sergei Nikolaevich Bulgakov,1871??944[d],19th,https://en.wikipedia.org/wiki/Sergei_Bulgakov
Rudolf Bultmann,1884??976[b][c][d],19th,https://en.wikipedia.org/wiki/Rudolf_Bultmann
Jacob Burckhardt,1818??897[b][c],19th,https://en.wikipedia.org/wiki/Jacob_Burckhardt
Samuel Butler,1835??902[b][c],19th,https://en.wikipedia.org/wiki/Samuel_Butler_(1835%E2%80%931902)
Cai Yuanpei,1868??940,19th,https://en.wikipedia.org/wiki/Cai_Yuanpei
Edward Caird,1835??908[a],19th,https://en.wikipedia.org/wiki/Edward_Caird
Mary Whiton Calkins,1863??930,19th,https://en.wikipedia.org/wiki/Mary_Whiton_Calkins
Norman Robert Campbell,1880??949[a][d],19th,https://en.wikipedia.org/wiki/Norman_Robert_Campbell
Georg Cantor,1845??918[a][b][c][d],19th,https://en.wikipedia.org/wiki/Georg_Cantor
Pantaleo Carabellese,1877??948[a],19th,https://en.wikipedia.org/wiki/Pantaleo_Carabellese
Rudolf Carnap,1891??970[a][b][c][d][e]*,19th,https://en.wikipedia.org/wiki/Rudolf_Carnap
Lewis Carroll,1832??898[a][b][c][d],19th,https://en.wikipedia.org/wiki/Lewis_Carroll
Paul Carus,1852??919,19th,https://en.wikipedia.org/wiki/Paul_Carus
Ernst Cassirer,1874??945[a][b][c][d][e],19th,https://en.wikipedia.org/wiki/Ernst_Cassirer
Carlo Cattaneo,1801??869[d],19th,https://en.wikipedia.org/wiki/Carlo_Cattaneo_(writer)
Emile Auguste Chartier,1868??951,19th,https://en.wikipedia.org/wiki/Emile_Auguste_Chartier
Nikolai Chernyshevsky,1828??889[d],19th,https://en.wikipedia.org/wiki/Nikolai_Chernyshevsky
Ch'ien Mu,1895??990[a],19th,https://en.wikipedia.org/wiki/Ch%27ien_Mu
Leon Chwistek,1884??944,19th,https://en.wikipedia.org/wiki/Leon_Chwistek
August Cieszkowski,1814??894[d],19th,https://en.wikipedia.org/wiki/August_Cieszkowski
William Kingdon Clifford,1845??879[a][b][c],19th,https://en.wikipedia.org/wiki/William_Kingdon_Clifford
Chapman Cohen,1868??954,19th,https://en.wikipedia.org/wiki/Chapman_Cohen
Hermann Cohen,1842??918[a][b][c][d][e]*,19th,https://en.wikipedia.org/wiki/Hermann_Cohen
R. G. Collingwood,1889??943[a][b][c][d][e],19th,https://en.wikipedia.org/wiki/R._G._Collingwood
Josephus Flavius Cook,1838??901,19th,https://en.wikipedia.org/wiki/Josephus_Flavius_Cook
John Cook Wilson,1849??915[a][c],19th,https://en.wikipedia.org/wiki/John_Cook_Wilson
Ananda Kentish Coomaraswamy,1877??947,19th,https://en.wikipedia.org/wiki/Ananda_Kentish_Coomaraswamy
Hans Cornelius,1863??947,19th,https://en.wikipedia.org/wiki/Hans_Cornelius
Antoine Augustin Cournot,1801??877[a][d],19th,https://en.wikipedia.org/wiki/Antoine_Augustin_Cournot
Louis Couturat,1868??914[a][b][c],19th,https://en.wikipedia.org/wiki/Louis_Couturat
James Edwin Creighton,1861??924,19th,https://en.wikipedia.org/wiki/James_Edwin_Creighton
Benedetto Croce,1866??952[a][b][c][d],19th,https://en.wikipedia.org/wiki/Benedetto_Croce
Tadeusz Czezowski,1889??981,19th,https://en.wikipedia.org/wiki/Tadeusz_Czezowski
Heinrich Czolbe,1819??873[a],19th,https://en.wikipedia.org/wiki/Heinrich_Czolbe
Nikolay Danilevsky,1822??885,19th,https://en.wikipedia.org/wiki/Nikolay_Danilevsky
Charles Darwin,1809??882[d],19th,https://en.wikipedia.org/wiki/Charles_Darwin
Augustus De Morgan,1806??871[a][b][c][d],19th,https://en.wikipedia.org/wiki/Augustus_De_Morgan
Francesco de Sanctis,1817??883,19th,https://en.wikipedia.org/wiki/Francesco_de_Sanctis_(critic)
Richard Dedekind,1831??916[a][b][c][d],19th,https://en.wikipedia.org/wiki/Richard_Dedekind
Galvano Della Volpe,1895??968,19th,https://en.wikipedia.org/wiki/Galvano_Della_Volpe
Paul Deussen,1845??919,19th,https://en.wikipedia.org/wiki/Paul_Deussen
John Dewey,1859??952[a][b][c][d],19th,https://en.wikipedia.org/wiki/John_Dewey
Albert Venn Dicey,1835??922[d],19th,https://en.wikipedia.org/wiki/Albert_Venn_Dicey
Wilhelm Dilthey,1833??911[a][b][c][d],19th,https://en.wikipedia.org/wiki/Wilhelm_Dilthey
Hugo Dingler,1881??954,19th,https://en.wikipedia.org/wiki/Hugo_Dingler
Juan Donoso CortÃ©s,1809??853,19th,https://en.wikipedia.org/wiki/Juan_Donoso_Cort%C3%A9s
Herman Dooyeweerd,1894??977[d],19th,https://en.wikipedia.org/wiki/Herman_Dooyeweerd
Fyodor Dostoevsky,1821??881[d],19th,https://en.wikipedia.org/wiki/Fyodor_Dostoevsky
Hans Adolf Eduard Driesch,1867??941,19th,https://en.wikipedia.org/wiki/Hans_Adolf_Eduard_Driesch
Emil du Bois-Reymond,1818??896[d],19th,https://en.wikipedia.org/wiki/Emil_du_Bois-Reymond
Curt Ducasse,1881??969[a][b][c][d],19th,https://en.wikipedia.org/wiki/Curt_Ducasse
Pierre Duhem,1861??916[a][b][c][d],19th,https://en.wikipedia.org/wiki/Pierre_Duhem
Eugen DÃ¼hring,1833??921[b][c][d],19th,https://en.wikipedia.org/wiki/Eugen_D%C3%BChring
Ãmile Durkheim,1858??917[b][c][d],19th,https://en.wikipedia.org/wiki/%C3%89mile_Durkheim
Manilal Dwivedi,1858??898,19th,https://en.wikipedia.org/wiki/Manilal_Dwivedi
Julius Ebbinghaus,1885??981,19th,https://en.wikipedia.org/wiki/Julius_Ebbinghaus
Arthur Eddington,1882??944,19th,https://en.wikipedia.org/wiki/Arthur_Eddington
Mary Baker Eddy,1821??910,19th,https://en.wikipedia.org/wiki/Mary_Baker_Eddy
Christian von Ehrenfels,1856??932,19th,https://en.wikipedia.org/wiki/Christian_von_Ehrenfels
Albert Einstein,1879??955[a][b][c][d],19th,https://en.wikipedia.org/wiki/Albert_Einstein
George Eliot,1819??880[d],19th,https://en.wikipedia.org/wiki/George_Eliot
Ralph Waldo Emerson,1803??882[a][b][c][d][e],19th,https://en.wikipedia.org/wiki/Ralph_Waldo_Emerson
Friedrich Engels,1820??895[a][b][c][d],19th,https://en.wikipedia.org/wiki/Friedrich_Engels
Rudolf Christoph Eucken,1846??926,19th,https://en.wikipedia.org/wiki/Rudolf_Christoph_Eucken
Julius Evola,1898??974,19th,https://en.wikipedia.org/wiki/Julius_Evola
Thome H. Fang,1899??976[a],19th,https://en.wikipedia.org/wiki/Thome_H._Fang
Gustav Fechner,1801??887[a][d],19th,https://en.wikipedia.org/wiki/Gustav_Fechner
Feng Youlan,1895??990[a],19th,https://en.wikipedia.org/wiki/Feng_Youlan
Ernest Fenollosa,1853??908,19th,https://en.wikipedia.org/wiki/Ernest_Fenollosa
Giuseppe Ferrari,1812??876,19th,https://en.wikipedia.org/wiki/Giuseppe_Ferrari_(philosopher)
James Frederick Ferrier,1808??864[d],19th,https://en.wikipedia.org/wiki/James_Frederick_Ferrier
Ludwig Feuerbach,1804??872[a][b][c][d][e],19th,https://en.wikipedia.org/wiki/Ludwig_Andreas_Feuerbach
Kuno Fischer,1824??907,19th,https://en.wikipedia.org/wiki/Kuno_Fischer
John Fiske,1842??901,19th,https://en.wikipedia.org/wiki/John_Fiske_(philosopher)
Franciszek Fiszer,1860??937,19th,https://en.wikipedia.org/wiki/Franciszek_Fiszer
Robert Flint,1838??910,19th,https://en.wikipedia.org/wiki/Robert_Flint_(theologian)
Pavel Aleksandrovich Florenskii,1882??937[d],19th,https://en.wikipedia.org/wiki/Pavel_Aleksandrovich_Florenskii
Georges Florovsky,1893??979,19th,https://en.wikipedia.org/wiki/Georges_Florovsky
Jerome Frank,1889??957[d],19th,https://en.wikipedia.org/wiki/Jerome_Frank_(lawyer)
Philipp Frank,1884??966,19th,https://en.wikipedia.org/wiki/Philipp_Frank
SemÃ«n Liudvigovich Frank,1877??950[d],19th,https://en.wikipedia.org/wiki/Sem%C3%ABn_Liudvigovich_Frank
Gottlob Frege,1848??925[a][b][c][d][e],19th,https://en.wikipedia.org/wiki/Gottlob_Frege
Sigmund Freud,1856??939[a][b][c][d],19th,https://en.wikipedia.org/wiki/Sigmund_Freud
Hans Freyer,1887??969,19th,https://en.wikipedia.org/wiki/Hans_Freyer
Nikolai Fyodorovich Fyodorov,1829??903[d],19th,https://en.wikipedia.org/wiki/Nikolai_Fyodorovich_Fyodorov
Mahatma Gandhi,1869??948[a][b][c][d],19th,https://en.wikipedia.org/wiki/Mahatma_Gandhi
RÃ©ginald Garrigou-Lagrange,1887??964[d],19th,https://en.wikipedia.org/wiki/R%C3%A9ginald_Garrigou-Lagrange
NÄrÄyana Guru,1856??928,19th,https://en.wikipedia.org/wiki/Narayana_Guru
Giovanni Gentile,1875??944[a][b][c][d],19th,https://en.wikipedia.org/wiki/Giovanni_Gentile
Otto von Gierke,1841??921,19th,https://en.wikipedia.org/wiki/Otto_von_Gierke
Charlotte Perkins Gilman,1860??935,19th,https://en.wikipedia.org/wiki/Charlotte_Perkins_Gilman
Ãtienne Gilson,1884??978[a][b][c],19th,https://en.wikipedia.org/wiki/%C3%89tienne_Gilson
Asher Ginsberg,1856??927[d],19th,https://en.wikipedia.org/wiki/Asher_Ginsberg
Vincenzo Gioberti,1801??852[a][d],19th,https://en.wikipedia.org/wiki/Vincenzo_Gioberti
Arthur de Gobineau,1816??882,19th,https://en.wikipedia.org/wiki/Arthur_de_Gobineau
Henry George,1839??897,19th,https://en.wikipedia.org/wiki/Henry_George
Antonio Gramsci,1891??937[a][b][c][d],19th,https://en.wikipedia.org/wiki/Antonio_Gramsci
Thomas Hill Green,1836??882[a][b][c][d][e],19th,https://en.wikipedia.org/wiki/Thomas_Hill_Green
Kurt Grelling,1886??942,19th,https://en.wikipedia.org/wiki/Kurt_Grelling
John Grote,1813??866[d],19th,https://en.wikipedia.org/wiki/John_Grote
D. V. Gundappa,1889??975,19th,https://en.wikipedia.org/wiki/D._V._Gundappa
G. I. Gurdjieff,1872??949,19th,https://en.wikipedia.org/wiki/G._I._Gurdjieff
Edmund Gurney,1847??888[d],19th,https://en.wikipedia.org/wiki/Edmund_Gurney
Paul HÃ¤berlin,1878??960,19th,https://en.wikipedia.org/wiki/Paul_H%C3%A4berlin
Ernst Haeckel,1834??919[a][d],19th,https://en.wikipedia.org/wiki/Ernst_Haeckel
Axel HÃ¤gerstrÃ¶m,1868??939[d],19th,https://en.wikipedia.org/wiki/Axel_H%C3%A4gerstr%C3%B6m
BÃ©la Hamvas,1897??968,19th,https://en.wikipedia.org/wiki/B%C3%A9la_Hamvas
Eduard Hanslick,1825??904[d],19th,https://en.wikipedia.org/wiki/Eduard_Hanslick
Friedrich Harms,1819??880,19th,https://en.wikipedia.org/wiki/Friedrich_Harms
William Torrey Harris,1835??909,19th,https://en.wikipedia.org/wiki/William_Torrey_Harris
Eduard Von Hartmann,1842??906[a][b][c][d],19th,https://en.wikipedia.org/wiki/Eduard_Von_Hartmann
Nicolai Hartmann,1882??950[a][b][c][d][e]*,19th,https://en.wikipedia.org/wiki/Nicolai_Hartmann
Charles Hartshorne,1897??000[a][b][c][e],19th,https://en.wikipedia.org/wiki/Charles_Hartshorne
Friedrich Hayek,1899??992[b][c][d],19th,https://en.wikipedia.org/wiki/Friedrich_Hayek
Rudolf Haym,1821??901,19th,https://en.wikipedia.org/wiki/Rudolf_Haym
Martin Heidegger,1889??976[a][b][c][d][e]*,19th,https://en.wikipedia.org/wiki/Martin_Heidegger
Hermann von Helmholtz,1821??894[a][d],19th,https://en.wikipedia.org/wiki/Hermann_von_Helmholtz
Heinrich Rudolf Hertz,1857??894[d],19th,https://en.wikipedia.org/wiki/Heinrich_Rudolf_Hertz
Alexander Herzen,1812??870[a][b][c][d],19th,https://en.wikipedia.org/wiki/Alexander_Herzen
Moses Hess,1812??875[d],19th,https://en.wikipedia.org/wiki/Moses_Hess
Sergei Hessen,1887??950[d],19th,https://en.wikipedia.org/w/index.php?title=Sergei_Hessen&action=edit&redlink=1
David Hilbert,1862??943[a][b][c],19th,https://en.wikipedia.org/wiki/David_Hilbert
Dietrich von Hildebrand,1889??977,19th,https://en.wikipedia.org/wiki/Dietrich_von_Hildebrand
Leonard Trelawny Hobhouse,1864??929[b][c],19th,https://en.wikipedia.org/wiki/Leonard_Trelawny_Hobhouse
William Ernest Hocking,1873??966[b][c],19th,https://en.wikipedia.org/wiki/William_Ernest_Hocking
Shadworth Hodgson,1832??912[b][c],19th,https://en.wikipedia.org/wiki/Shadworth_Hodgson
Eric Hoffer,1898??983[b][c],19th,https://en.wikipedia.org/wiki/Eric_Hoffer
Harald HÃ¸ffding,1843??931[b][c],19th,https://en.wikipedia.org/wiki/Harald_H%C3%B8ffding
Wesley Newcomb Hohfeld,1879??918[a][d],19th,https://en.wikipedia.org/wiki/Wesley_Newcomb_Hohfeld
Oliver Wendell Holmes Jr.,1841??935[d],19th,https://en.wikipedia.org/wiki/Oliver_Wendell_Holmes_Jr.
Max Horkheimer,1895??973[a][d],19th,https://en.wikipedia.org/wiki/Max_Horkheimer
Hsiung Shih-li,1885??968[a],19th,https://en.wikipedia.org/wiki/Hsiung_Shih-li
Hu Shih,1891??962[a],19th,https://en.wikipedia.org/wiki/Hu_Shih
Elbert Hubbard,1856??915,19th,https://en.wikipedia.org/wiki/Elbert_Hubbard
Edmund Husserl,1859??938[a][b][c][d][e],19th,https://en.wikipedia.org/wiki/Edmund_Husserl
Thomas Henry Huxley,1825??895[d],19th,https://en.wikipedia.org/wiki/Thomas_Henry_Huxley
Ivan Aleksandrovich Il'in,1883??954[a][d],19th,https://en.wikipedia.org/wiki/Ivan_Aleksandrovich_Il%27in
Roman Ingarden,1893??970[a][b][c][d][e],19th,https://en.wikipedia.org/wiki/Roman_Ingarden
William Ralph Inge,1860??954[d],19th,https://en.wikipedia.org/wiki/William_Ralph_Inge
Muhammad Iqbal,1877??938[b][c][d],19th,https://en.wikipedia.org/wiki/Muhammad_Iqbal
Henry James Sr.,1811??882,19th,https://en.wikipedia.org/wiki/Henry_James_Sr.
William James,1842??910[a][b][c][d][e],19th,https://en.wikipedia.org/wiki/William_James
Alfred Jarry,1873??907,19th,https://en.wikipedia.org/wiki/Alfred_Jarry
Karl Jaspers,1883??969[a][b][c][d][e]*,19th,https://en.wikipedia.org/wiki/Karl_Jaspers
William Stanley Jevons,1835??882[a][b][c][e]*,19th,https://en.wikipedia.org/wiki/William_Stanley_Jevons
Rudolf von Jhering,1818??892[d],19th,https://en.wikipedia.org/wiki/Rudolf_von_Jhering
Krishnamurti Jiddu,1895??986,19th,https://en.wikipedia.org/wiki/Jiddu_Krishnamurti
C.E.M. Joad,1891??953,19th,https://en.wikipedia.org/wiki/C.E.M._Joad
William Ernest Johnson,1858??931[a][b][c],19th,https://en.wikipedia.org/wiki/William_Ernest_Johnson
JÃ¸rgen JÃ¸rgensen,1894??969[b][c],19th,https://en.wikipedia.org/w/index.php?title=J%C3%B8rgen_J%C3%B8rgensen_(philosopher)&action=edit&redlink=1
Carl Jung,1875??961[a][b][c][d],19th,https://en.wikipedia.org/wiki/Carl_Jung
Ernst JÃ¼nger,1895??998,19th,https://en.wikipedia.org/wiki/Ernst_J%C3%BCnger
Kang Youwei,1858??927[a],19th,https://en.wikipedia.org/wiki/Kang_Youwei
Mordecai Kaplan,1881??983[d],19th,https://en.wikipedia.org/wiki/Mordecai_Kaplan
Michael Ivanovich Karinski,1840??917,19th,https://en.wikipedia.org/wiki/Michael_Ivanovich_Karinski
Karl Kautsky,1854??938[b][c][d],19th,https://en.wikipedia.org/wiki/Karl_Kautsky
Konstantin Kavelin,1818??885,19th,https://en.wikipedia.org/wiki/Konstantin_Kavelin
Hans Kelsen,1881??973[b][c][d],19th,https://en.wikipedia.org/wiki/Hans_Kelsen
Norman Kemp Smith,1872??958[d],19th,https://en.wikipedia.org/wiki/Norman_Kemp_Smith
John Maynard Keynes,1883??946[a][b][c][d],19th,https://en.wikipedia.org/wiki/John_Maynard_Keynes
Hermann von Keyserling,1880??946,19th,https://en.wikipedia.org/wiki/Hermann_von_Keyserling
Aleksey Khomyakov,1804??860,19th,https://en.wikipedia.org/wiki/Aleksey_Khomyakov
SÃ¸ren Kierkegaard,1813??855[a][b][c][d][e],19th,https://en.wikipedia.org/wiki/S%C3%B8ren_Kierkegaard
Nishida Kitaro,1870??945,19th,https://en.wikipedia.org/wiki/Nishida_Kitaro
Wolfgang KÃ¶hler,1887??967[a],19th,https://en.wikipedia.org/wiki/Wolfgang_K%C3%B6hler
Feliks Koneczny,1862??949,19th,https://en.wikipedia.org/wiki/Feliks_Koneczny
Alejandro Korn,1860??936[b][c],19th,https://en.wikipedia.org/wiki/Alejandro_Korn
Tadeusz KotarbiÅski,1886??981[a][b][c][d],19th,https://en.wikipedia.org/wiki/Tadeusz_Kotarbi%C5%84ski
Alexandre Koyre,1892??964[d],19th,https://en.wikipedia.org/wiki/Alexandre_Koyre
Karl Kraus,1874??936[b][c],19th,https://en.wikipedia.org/wiki/Karl_Kraus_(writer)
Jiddu Krishnamurti,1895??986,19th,https://en.wikipedia.org/wiki/Jiddu_Krishnamurti
Leopold Kronecker,1823??891[d],19th,https://en.wikipedia.org/wiki/Leopold_Kronecker
Richard Kroner,1884??974,19th,https://en.wikipedia.org/wiki/Richard_Kroner
Peter Kropotkin,1842??921[a][b][c][d],19th,https://en.wikipedia.org/wiki/Peter_Kropotkin
Kuki ShÅ«zÅ,1888??941[d],19th,https://en.wikipedia.org/wiki/Kuki_Sh%C5%ABz%C5%8D
Antonio Labriola,1843??904[a][d],19th,https://en.wikipedia.org/wiki/Antonio_Labriola
Jules Lachelier,1832??918[d],19th,https://en.wikipedia.org/wiki/Jules_Lachelier
Pierre Laffitte,1823??903[a],19th,https://en.wikipedia.org/wiki/Pierre_Laffitte
Friedrich Albert Lange,1828??875[a][d][e],19th,https://en.wikipedia.org/wiki/Friedrich_Albert_Lange
Susanne Langer,1895??985[b][d],19th,https://en.wikipedia.org/wiki/Susanne_Langer
Ferdinand Lassalle,1825??864[d],19th,https://en.wikipedia.org/wiki/Ferdinand_Lassalle
Peter Lavrovitch Lavrov,1823??900[d],19th,https://en.wikipedia.org/wiki/Peter_Lavrovitch_Lavrov
Moritz Lazarus,1824??903,19th,https://en.wikipedia.org/wiki/Moritz_Lazarus
Edouard Louis Emmanuel Julien Le Roy,1870??954[d],19th,https://en.wikipedia.org/wiki/Edouard_Le_Roy
Adrian LeMors,1893??956,19th,https://en.wikipedia.org/w/index.php?title=Adrian_LeMors&action=edit&redlink=1
Vladimir Lenin,1870??924[a][b][c][d],19th,https://en.wikipedia.org/wiki/Vladimir_Lenin
Konstantin Nikolaevich Leont'ev,1831??891[d],19th,https://en.wikipedia.org/wiki/Konstantin_Nikolaevich_Leont%27ev
Jules Lequier,1814??862[a],19th,https://en.wikipedia.org/wiki/Jules_Lequier
StanisÅaw LeÅniewski,1886??939[a][b][c][d],19th,https://en.wikipedia.org/wiki/Stanislaw_Lesniewski
Lucien LÃ©vy-Bruhl,1857??939[b][c],19th,https://en.wikipedia.org/wiki/Lucien_L%C3%A9vy-Bruhl
George Henry Lewes,1817??878,19th,https://en.wikipedia.org/wiki/George_Henry_Lewes
Kurt Lewin,1890??947[a],19th,https://en.wikipedia.org/wiki/Kurt_Lewin
Clarence Irving Lewis,1883??964[a][b][c][d][e]*,19th,https://en.wikipedia.org/wiki/Clarence_Irving_Lewis
C. S. Lewis,1898??963[a][d],19th,https://en.wikipedia.org/wiki/C._S._Lewis
John Lewis,1889??976,19th,https://en.wikipedia.org/wiki/John_Lewis_(philosopher)
Liang Qichao,1873??929[a],19th,https://en.wikipedia.org/wiki/Liang_Qichao
Liang Sou-ming,1893??988[a],19th,https://en.wikipedia.org/wiki/Liang_Sou-ming
Karol Libelt,1807??875,19th,https://en.wikipedia.org/wiki/Karol_Libelt
Israel Lipkin,1810??883[e]*,19th,https://en.wikipedia.org/wiki/Israel_Lipkin
Ãmile LittrÃ©,1801??881,19th,https://en.wikipedia.org/wiki/%C3%89mile_Littr%C3%A9
Liu Shaoqi,1898??969[a],19th,https://en.wikipedia.org/wiki/Liu_Shaoqi
Karl Nickerson Llywelyn,1893??962[d],19th,https://en.wikipedia.org/wiki/Karl_Nickerson_Llywelyn
Alain LeRoy Locke,1886??954,19th,https://en.wikipedia.org/wiki/Alain_LeRoy_Locke
Alfred Loisy,1857??940[d],19th,https://en.wikipedia.org/wiki/Alfred_Loisy
Jakob Lorber,1800??864,19th,https://en.wikipedia.org/wiki/Jakob_Lorber
Aleksei Fedorovich Losev,1893??988[d],19th,https://en.wikipedia.org/wiki/Aleksei_Losev
Nicholas Onufrievich Lossky,1870??965[d],19th,https://en.wikipedia.org/wiki/Nicholas_Onufrievich_Lossky
Hermann Lotze,1817??881[a][b][c][d][e],19th,https://en.wikipedia.org/wiki/Hermann_Lotze
Arthur O. Lovejoy,1873??962[b][c],19th,https://en.wikipedia.org/wiki/Arthur_Oncken_Lovejoy
Georg LukÃ¡cs,1885??971[a][b][c][d],19th,https://en.wikipedia.org/wiki/Georg_Luk%C3%A1cs
Jan Åukasiewicz,1878??956[a][b][c][d],19th,https://en.wikipedia.org/wiki/Jan_Lukasiewicz
Rosa Luxemburg,1871??919[d],19th,https://en.wikipedia.org/wiki/Rosa_Luxemburg
