Centrality_Type,Name,Century,RawCentrality,Calculated_In_Degree_Count,In-Degree Centrality,Out-Degree Centrality,Closeness Centrality,Betweenness Centrality,Eigenvector Centrality
Out-Degree Centrality,Alfred Jules Ayer,20th,0,0,0.0,0.0414732281027545,0.0,0.0,4.997075122549391e-32
Out-Degree Centrality,Karl Marx,19th,0,253,0.0783039306716187,0.0411637264004952,0.4153187865328529,0.0174897513822824,0.0619968417135605
Out-Degree Centrality,D. Z. Phillips,20th,0,15,0.0046425255338904,0.0411637264004952,0.3100204788550563,0.0003820203521044,0.0058882915514693
Closeness Centrality,Plato,BC,0,994,0.3076446920458062,0.0411637264004952,0.5368549839178812,0.0660558608917543,0.1996008347378072
Closeness Centrality,Aristotle,BC,0,828,0.2562674094707521,0.0263076446920458,0.5150393220272252,0.0324937349912896,0.1708646240912
Closeness Centrality,Averroes,11th??4th,0,336,0.1039925719591457,0.0430207366140513,0.4600887883008356,0.0166432017783804,0.1234973570709426
Closeness Centrality,Cicero,BC,0,380,0.1176106468585577,0.0352831940575673,0.4586410576894422,0.0147800034304795,0.1141928164710949
Closeness Centrality,Confucius,BC,0,312,0.096564531104921,0.0207366140513772,0.4557727583918222,0.0092002134705864,0.0843229241027175
Closeness Centrality,Bertrand Russell,19th,0,313,0.0968740328071804,0.0665428659857629,0.4528697471918742,0.0289957950220393,0.1150673824918562
Closeness Centrality,Mozi,BC,0,277,0.0857319715258433,0.0194986072423398,0.45244801531493,0.0054140173784499,0.0888700154324946
Closeness Centrality,Voltaire,17th,0,320,0.0990405447229959,0.0244506344784896,0.4511875193737958,0.0182807881739809,0.0740384775135735
Closeness Centrality,Ibn Khaldun,11th??4th,0,290,0.0897554936552151,0.0157845868152274,0.4506992211926554,0.0059132382492308,0.0891980125089944
Closeness Centrality,David Hume,18th,0,286,0.0885174868461776,0.0560198081089446,0.4484114078871088,0.0256639661039214,0.106615583684169
Closeness Centrality,Immanuel Kant,18th,0,328,0.1015165583410708,0.0467347570411637,0.4475165125382399,0.0277794328744181,0.0933410905596884
Closeness Centrality,Al-Ghazali,11th??4th,0,255,0.0789229340761374,0.0278551532033426,0.4439047605716605,0.0088624210413176,0.0888001758186082
Closeness Centrality,Mencius,BC,0,254,0.078613432373878,0.0182606004333023,0.4421541881805088,0.0044754677490379,0.0709548468352217
Closeness Centrality,Thomas Aquinas,11th??4th,0,311,0.0962550294026617,0.0541627978953884,0.4400185000262784,0.0211778008829496,0.1200000695041298
Closeness Centrality,Avicenna,1st??0th,0,217,0.0671618693902816,0.0201176106468585,0.4336044269930231,0.0047462752712433,0.1001103683196226
Closeness Centrality,Thucydides,BC,0,188,0.0581863200247601,0.0129990714948932,0.4323183394148145,0.0030642014261454,0.0596461233646607
Closeness Centrality,Socrates,BC,0,267,0.0826369545032497,0.0303311668214175,0.4320620368569875,0.009945096442008,0.0755802251857031
Closeness Centrality,Al-Farabi,1st??0th,0,226,0.0699473847106159,0.0362116991643454,0.4319339995072003,0.0077123668784816,0.0843009223011909
Closeness Centrality,Ludwig Wittgenstein,19th,0,225,0.0696378830083565,0.0603528319405756,0.4300225051886849,0.0238833251483517,0.0804583037040795
Closeness Centrality,John Locke,17th,0,201,0.0622098421541318,0.0250696378830083,0.4283795095773834,0.0116736031061863,0.0661934514013899
Closeness Centrality,Anselm,11th??4th,0,283,0.0875889817393995,0.0622098421541318,0.4268115025877151,0.0128732538355945,0.1165392746286676
Closeness Centrality,Alvin Plantinga,20th,0,195,0.0603528319405756,0.0507582791705354,0.4263121618417804,0.0082053651763668,0.1149953771056034
Closeness Centrality,Xenophon,BC,0,182,0.0563293098112039,0.0099040544722995,0.4260629293589732,0.0007849082607782,0.0570814410851927
Closeness Centrality,Chanakya,BC,0,160,0.0495202723614979,0.0095945527700402,0.4258139881206682,0.0043307574709068,0.0462299984552453
Closeness Centrality,Han Fei,BC,0,172,0.0532342927886103,0.0173320953265242,0.4247592252184314,0.0024382099589595,0.0469574728029509
Closeness Centrality,Sun Tzu,BC,0,171,0.0529247910863509,0.0170225936242649,0.4246973430469252,0.0022524729035967,0.0466942189868649
Closeness Centrality,Baruch Spinoza,17th,0,182,0.0563293098112039,0.0337356855462705,0.4243264283368405,0.0104023884810409,0.081789506827428
Closeness Centrality,Nicholas Wolterstorff,20th,0,179,0.0554008047044258,0.0473537604456824,0.4243264283368405,0.0046863021883293,0.1125611402613315
Closeness Centrality,Plotinus,1st??0th,0,189,0.0584958217270195,0.0436397400185701,0.4224203104874793,0.0077307596263266,0.0826295330836917
Closeness Centrality,Proclus,1st??0th,0,167,0.0516867842773135,0.0269266480965645,0.4162082470979575,0.0022471178070853,0.0806535544712326
Closeness Centrality,Karl Marx,19th,0,253,0.0783039306716187,0.0411637264004952,0.4153187865328529,0.0174897513822824,0.0619968417135605
Closeness Centrality,Al-Kindi,1st??0th,0,149,0.046115753636645,0.0207366140513772,0.4136685912692059,0.0034565805991804,0.0679362445192065
Closeness Centrality,Hilary Putnam,20th,0,139,0.0430207366140513,0.0467347570411637,0.4134339189723577,0.0090796890203221,0.0706172649501857
Closeness Centrality,Tertullian,1st??0th,0,173,0.0535437944908697,0.0229031259671928,0.4130238824984549,0.0023608496894738,0.0716746354683568
Closeness Centrality,Lucretius,BC,0,121,0.0374497059733828,0.0241411327762302,0.4126730694612252,0.0014378352431784,0.0534158439559565
Closeness Centrality,Solomon,BC,0,235,0.0727329000309501,0.0027855153203342,0.4110437905631831,0.0031815400163259,0.0636845716213911
Closeness Centrality,Gilbert Ryle,20th,0,126,0.0389972144846796,0.0383782110801609,0.4104072311240454,0.0048470184813341,0.0680312419176806
Closeness Centrality,G. E. Moore,19th,0,163,0.050448777468276,0.0436397400185701,0.4102339660391352,0.0055301660027977,0.0916649107656303
Closeness Centrality,Karl Popper,20th,0,185,0.057257814917982,0.0557103064066852,0.4101762435168277,0.0157043932440426,0.0671115783960929
Closeness Centrality,William James,19th,0,216,0.0668523676880222,0.0328071804394924,0.4098302492160965,0.0134052055802983,0.0729487069110285
Closeness Centrality,Friedrich Nietzsche,19th,0,221,0.0683998761993191,0.0473537604456824,0.4096574708648249,0.0195391578631494,0.0624267863309045
Closeness Centrality,Parmenides,BC,0,123,0.0380687093779015,0.0284741566078613,0.4091974400160155,0.0042289102819129,0.0542089633546346
Closeness Centrality,Wilfrid Sellars,20th,0,116,0.035902197462086,0.0300216651191581,0.4090251947066219,0.0042779387124087,0.0668358411309097
Closeness Centrality,John Dewey,19th,0,143,0.0442587434230888,0.0281646549056019,0.408967811822965,0.0114525972255561,0.0433422556824488
Closeness Centrality,Gorgias,BC,0,142,0.0439492417208294,0.0263076446920458,0.4087384412050048,0.0036315093612162,0.0550237052730169
Closeness Centrality,Saul Kripke,20th,0,155,0.0479727638502011,0.0433302383163107,0.4086238523512888,0.0064388449174267,0.0893811865953261
Closeness Centrality,Valluvar,1st??0th,0,121,0.0374497059733828,0.0102135561745589,0.4075384541694526,0.0048167946307183,0.0362317531752048
Closeness Centrality,Peter van Inwagen,20th,0,166,0.0513772825750541,0.042711234911792,0.4060624826123547,0.0026226980445728,0.1017623689213636
Closeness Centrality,Peter van Inwagen,20th,0,166,0.0513772825750541,0.042711234911792,0.4060624826123547,0.0026226980445728,0.1017623689213636
Closeness Centrality,Daniel Dennett,20th,0,165,0.0510677808727948,0.0714948932219127,0.4052158135493598,0.0179360192708133,0.0852384852407532
Betweenness Centrality,Plato,BC,0,994,0.3076446920458062,0.0411637264004952,0.5368549839178812,0.0660558608917543,0.1996008347378072
Betweenness Centrality,Aristotle,BC,0,828,0.2562674094707521,0.0263076446920458,0.5150393220272252,0.0324937349912896,0.1708646240912
Betweenness Centrality,Bertrand Russell,19th,0,313,0.0968740328071804,0.0665428659857629,0.4528697471918742,0.0289957950220393,0.1150673824918562
Betweenness Centrality,Immanuel Kant,18th,0,328,0.1015165583410708,0.0467347570411637,0.4475165125382399,0.0277794328744181,0.0933410905596884
Betweenness Centrality,David Hume,18th,0,286,0.0885174868461776,0.0560198081089446,0.4484114078871088,0.0256639661039214,0.106615583684169
Betweenness Centrality,Ludwig Wittgenstein,19th,0,225,0.0696378830083565,0.0603528319405756,0.4300225051886849,0.0238833251483517,0.0804583037040795
Betweenness Centrality,Thomas Aquinas,11th??4th,0,311,0.0962550294026617,0.0541627978953884,0.4400185000262784,0.0211778008829496,0.1200000695041298
Betweenness Centrality,Friedrich Nietzsche,19th,0,221,0.0683998761993191,0.0473537604456824,0.4096574708648249,0.0195391578631494,0.0624267863309045
Betweenness Centrality,Martin Heidegger,19th,0,199,0.0615908387496131,0.0334261838440111,0.3948960393760626,0.0192410318615309,0.0428850295046949
Betweenness Centrality,Voltaire,17th,0,320,0.0990405447229959,0.0244506344784896,0.4511875193737958,0.0182807881739809,0.0740384775135735
Betweenness Centrality,Daniel Dennett,20th,0,165,0.0510677808727948,0.0714948932219127,0.4052158135493598,0.0179360192708133,0.0852384852407532
Betweenness Centrality,Edmund Husserl,19th,0,194,0.0600433302383163,0.0464252553389043,0.3976432359397209,0.0176379643374198,0.0626573217595524
Betweenness Centrality,Karl Marx,19th,0,253,0.0783039306716187,0.0411637264004952,0.4153187865328529,0.0174897513822824,0.0619968417135605
Betweenness Centrality,Averroes,11th??4th,0,336,0.1039925719591457,0.0430207366140513,0.4600887883008356,0.0166432017783804,0.1234973570709426
Betweenness Centrality,Karl Popper,20th,0,185,0.057257814917982,0.0557103064066852,0.4101762435168277,0.0157043932440426,0.0671115783960929
Betweenness Centrality,Cicero,BC,0,380,0.1176106468585577,0.0352831940575673,0.4586410576894422,0.0147800034304795,0.1141928164710949
Betweenness Centrality,Noam Chomsky,20th,0,151,0.0467347570411637,0.060662333642835,0.3787841167715819,0.0140600731452711,0.054525548953911
Betweenness Centrality,William James,19th,0,216,0.0668523676880222,0.0328071804394924,0.4098302492160965,0.0134052055802983,0.0729487069110285
Betweenness Centrality,John Rawls,20th,0,124,0.0383782110801609,0.0259981429897864,0.36239713608579,0.0131728846443975,0.0514617400327321
Betweenness Centrality,Anselm,11th??4th,0,283,0.0875889817393995,0.0622098421541318,0.4268115025877151,0.0128732538355945,0.1165392746286676
Betweenness Centrality,Adi Shankara,1st??0th,0,126,0.0389972144846796,0.0266171463943051,0.3804649651101663,0.0123359603977759,0.0468073010413424
Betweenness Centrality,Gilles Deleuze,20th,0,95,0.0294026617146394,0.0269266480965645,0.397806026565788,0.0117486606162694,0.0369950620417652
Betweenness Centrality,John Locke,17th,0,201,0.0622098421541318,0.0250696378830083,0.4283795095773834,0.0116736031061863,0.0661934514013899
Betweenness Centrality,John Dewey,19th,0,143,0.0442587434230888,0.0281646549056019,0.408967811822965,0.0114525972255561,0.0433422556824488
Betweenness Centrality,Gottlob Frege,19th,0,167,0.0516867842773135,0.0501392757660167,0.3974805784938771,0.0109310387074307,0.082948806619211
Betweenness Centrality,Baruch Spinoza,17th,0,182,0.0563293098112039,0.0337356855462705,0.4243264283368405,0.0104023884810409,0.081789506827428
Betweenness Centrality,Socrates,BC,0,267,0.0826369545032497,0.0303311668214175,0.4320620368569875,0.009945096442008,0.0755802251857031
Betweenness Centrality,Jacques Derrida,20th,0,105,0.032497678737233,0.021355617455896,0.3509658755928359,0.009806041478709,0.0104476885332843
Betweenness Centrality,Peter Singer,20th,0,151,0.0467347570411637,0.0473537604456824,0.3794250374429382,0.0096333553822287,0.0547077829590176
Betweenness Centrality,Vasubandhu,1st??0th,0,94,0.02909316001238,0.0297121634168987,0.3567208226473439,0.0093400743170002,0.0216710945739969
Betweenness Centrality,Confucius,BC,0,312,0.096564531104921,0.0207366140513772,0.4557727583918222,0.0092002134705864,0.0843229241027175
Betweenness Centrality,Hilary Putnam,20th,0,139,0.0430207366140513,0.0467347570411637,0.4134339189723577,0.0090796890203221,0.0706172649501857
Betweenness Centrality,Al-Ghazali,11th??4th,0,255,0.0789229340761374,0.0278551532033426,0.4439047605716605,0.0088624210413176,0.0888001758186082
Betweenness Centrality,John Stuart Mill,19th,0,114,0.0352831940575673,0.0229031259671928,0.3683966337260324,0.0087811986510356,0.0155863702258694
Betweenness Centrality,Charles Sanders Peirce,19th,0,105,0.032497678737233,0.0306406685236768,0.368210504316546,0.0087182509365675,0.0294602175272792
Betweenness Centrality,Augustine of Hippo,1st??0th,0,186,0.0575673166202414,0.0739709068399876,0.4034213344414745,0.0086111364798848,0.0922988203239051
Betweenness Centrality,Leo Strauss,19th,0,107,0.0331166821417517,0.0334261838440111,0.3871344704746474,0.0084578781590129,0.0457989724655402
Betweenness Centrality,Alvin Plantinga,20th,0,195,0.0603528319405756,0.0507582791705354,0.4263121618417804,0.0082053651763668,0.1149953771056034
Betweenness Centrality,Henri Bergson,19th,0,138,0.042711234911792,0.0278551532033426,0.3926619831188166,0.0078682532443632,0.0550127595044493
Betweenness Centrality,Plotinus,1st??0th,0,189,0.0584958217270195,0.0436397400185701,0.4224203104874793,0.0077307596263266,0.0826295330836917
Betweenness Centrality,Al-Farabi,1st??0th,0,226,0.0699473847106159,0.0362116991643454,0.4319339995072003,0.0077123668784816,0.0843009223011909
Betweenness Centrality,Isaac Newton,17th,0,134,0.0414732281027545,0.0219746208604147,0.384276636260756,0.0074530768225288,0.0357655281034243
Betweenness Centrality,Charles Taylor,20th,0,107,0.0331166821417517,0.0244506344784896,0.36307417644465,0.0073747554881385,0.0484907402117818
Betweenness Centrality,John McDowell,20th,0,106,0.0328071804394924,0.0331166821417517,0.4012004627957741,0.0073264381132651,0.0631401242886086
Betweenness Centrality,Richard Rorty,20th,0,123,0.0380687093779015,0.022284122562674,0.3745018708471345,0.0070839631152131,0.0564480480039875
Betweenness Centrality,Alfred North Whitehead,19th,0,112,0.0346641906530485,0.021355617455896,0.3877524025903291,0.0068670899336544,0.0315362465145206
Betweenness Centrality,Rudolf Carnap,19th,0,136,0.0420922315072732,0.0386877127824203,0.3764362813370473,0.0065747895325613,0.0595935775430106
Betweenness Centrality,Martha Nussbaum,20th,0,97,0.0300216651191581,0.0328071804394924,0.3451074420118497,0.0065371972771127,0.0110161294650667
Betweenness Centrality,Saul Kripke,20th,0,155,0.0479727638502011,0.0433302383163107,0.4086238523512888,0.0064388449174267,0.0893811865953261
Betweenness Centrality,Richard Swinburne,20th,0,136,0.0420922315072732,0.0442587434230888,0.392820719939913,0.0063946538532973,0.0773935630806094
Eigenvector Centrality,Plato,BC,0,994,0.3076446920458062,0.0411637264004952,0.5368549839178812,0.0660558608917543,0.1996008347378072
Eigenvector Centrality,Aristotle,BC,0,828,0.2562674094707521,0.0263076446920458,0.5150393220272252,0.0324937349912896,0.1708646240912
Eigenvector Centrality,Averroes,11th??4th,0,336,0.1039925719591457,0.0430207366140513,0.4600887883008356,0.0166432017783804,0.1234973570709426
Eigenvector Centrality,Thomas Aquinas,11th??4th,0,311,0.0962550294026617,0.0541627978953884,0.4400185000262784,0.0211778008829496,0.1200000695041298
Eigenvector Centrality,Anselm,11th??4th,0,283,0.0875889817393995,0.0622098421541318,0.4268115025877151,0.0128732538355945,0.1165392746286676
Eigenvector Centrality,Bertrand Russell,19th,0,313,0.0968740328071804,0.0665428659857629,0.4528697471918742,0.0289957950220393,0.1150673824918562
Eigenvector Centrality,Alvin Plantinga,20th,0,195,0.0603528319405756,0.0507582791705354,0.4263121618417804,0.0082053651763668,0.1149953771056034
Eigenvector Centrality,Cicero,BC,0,380,0.1176106468585577,0.0352831940575673,0.4586410576894422,0.0147800034304795,0.1141928164710949
Eigenvector Centrality,Nicholas Wolterstorff,20th,0,179,0.0554008047044258,0.0473537604456824,0.4243264283368405,0.0046863021883293,0.1125611402613315
Eigenvector Centrality,David Hume,18th,0,286,0.0885174868461776,0.0560198081089446,0.4484114078871088,0.0256639661039214,0.106615583684169
Eigenvector Centrality,Peter van Inwagen,20th,0,166,0.0513772825750541,0.042711234911792,0.4060624826123547,0.0026226980445728,0.1017623689213636
Eigenvector Centrality,Peter van Inwagen,20th,0,166,0.0513772825750541,0.042711234911792,0.4060624826123547,0.0026226980445728,0.1017623689213636
Eigenvector Centrality,Avicenna,1st??0th,0,217,0.0671618693902816,0.0201176106468585,0.4336044269930231,0.0047462752712433,0.1001103683196226
Eigenvector Centrality,Blaise Pascal,17th,0,195,0.0603528319405756,0.0383782110801609,0.4034213344414745,0.004379188182789,0.0990719600680053
Eigenvector Centrality,Immanuel Kant,18th,0,328,0.1015165583410708,0.0467347570411637,0.4475165125382399,0.0277794328744181,0.0933410905596884
Eigenvector Centrality,Augustine of Hippo,1st??0th,0,186,0.0575673166202414,0.0739709068399876,0.4034213344414745,0.0086111364798848,0.0922988203239051
Eigenvector Centrality,G. E. Moore,19th,0,163,0.050448777468276,0.0436397400185701,0.4102339660391352,0.0055301660027977,0.0916649107656303
Eigenvector Centrality,Saul Kripke,20th,0,155,0.0479727638502011,0.0433302383163107,0.4086238523512888,0.0064388449174267,0.0893811865953261
Eigenvector Centrality,Ibn Khaldun,11th??4th,0,290,0.0897554936552151,0.0157845868152274,0.4506992211926554,0.0059132382492308,0.0891980125089944
Eigenvector Centrality,Mozi,BC,0,277,0.0857319715258433,0.0194986072423398,0.45244801531493,0.0054140173784499,0.0888700154324946
Eigenvector Centrality,Al-Ghazali,11th??4th,0,255,0.0789229340761374,0.0278551532033426,0.4439047605716605,0.0088624210413176,0.0888001758186082
Eigenvector Centrality,Alasdair MacIntyre,20th,0,165,0.0510677808727948,0.0164035902197462,0.3914492497212427,0.0033806568181911,0.0861639756247842
Eigenvector Centrality,Daniel Dennett,20th,0,165,0.0510677808727948,0.0714948932219127,0.4052158135493598,0.0179360192708133,0.0852384852407532
Eigenvector Centrality,Confucius,BC,0,312,0.096564531104921,0.0207366140513772,0.4557727583918222,0.0092002134705864,0.0843229241027175
Eigenvector Centrality,Al-Farabi,1st??0th,0,226,0.0699473847106159,0.0362116991643454,0.4319339995072003,0.0077123668784816,0.0843009223011909
Eigenvector Centrality,Gottlob Frege,19th,0,167,0.0516867842773135,0.0501392757660167,0.3974805784938771,0.0109310387074307,0.082948806619211
Eigenvector Centrality,William of Ockham,11th??4th,0,175,0.0541627978953884,0.0377592076756422,0.3930325687844269,0.0045588881922926,0.0829374009477486
Eigenvector Centrality,Plotinus,1st??0th,0,189,0.0584958217270195,0.0436397400185701,0.4224203104874793,0.0077307596263266,0.0826295330836917
Eigenvector Centrality,Peter Geach,20th,0,135,0.0417827298050139,0.046115753636645,0.4000991713799197,0.0044056614040505,0.0818197379677013
Eigenvector Centrality,Baruch Spinoza,17th,0,182,0.0563293098112039,0.0337356855462705,0.4243264283368405,0.0104023884810409,0.081789506827428
Eigenvector Centrality,Proclus,1st??0th,0,167,0.0516867842773135,0.0269266480965645,0.4162082470979575,0.0022471178070853,0.0806535544712326
Eigenvector Centrality,Ludwig Wittgenstein,19th,0,225,0.0696378830083565,0.0603528319405756,0.4300225051886849,0.0238833251483517,0.0804583037040795
Eigenvector Centrality,Antony Flew,20th,0,125,0.0386877127824203,0.0241411327762302,0.392714881136211,0.0033381943143895,0.0782707949783466
Eigenvector Centrality,Alexander Pruss,20th,0,117,0.0362116991643454,0.0173320953265242,0.3913441485668002,0.0003090496255798,0.0776523913961813
Eigenvector Centrality,William Lane Craig,20th,0,139,0.0430207366140513,0.0210461157536366,0.3938290411610503,0.0045620912165944,0.0775641787313922
Eigenvector Centrality,Bonaventure,11th??4th,0,195,0.0603528319405756,0.0399257195914577,0.375418230865949,0.0037490396019299,0.0774012481077466
Eigenvector Centrality,Richard Swinburne,20th,0,136,0.0420922315072732,0.0442587434230888,0.392820719939913,0.0063946538532973,0.0773935630806094
Eigenvector Centrality,Alonzo Church,20th,0,130,0.0402352212937171,0.0037140204271123,0.3777533449104697,0.0016061689846591,0.0771162952782142
Eigenvector Centrality,Michael Dummett,20th,0,138,0.042711234911792,0.0355926957598266,0.3782434880853892,0.0038767924629769,0.077080048650359
Eigenvector Centrality,Socrates,BC,0,267,0.0826369545032497,0.0303311668214175,0.4320620368569875,0.009945096442008,0.0755802251857031
Eigenvector Centrality,Roderick Chisholm,20th,0,125,0.0386877127824203,0.0294026617146394,0.3775576431387248,0.0031326697005098,0.0748818135098541
Eigenvector Centrality,Voltaire,17th,0,320,0.0990405447229959,0.0244506344784896,0.4511875193737958,0.0182807881739809,0.0740384775135735
Eigenvector Centrality,Jean-Luc Marion,20th,0,136,0.0420922315072732,0.0374497059733828,0.3900351301410348,0.0026838591542803,0.0739577507065812
Eigenvector Centrality,Gabriel Marcel,19th,0,137,0.0424017332095326,0.0207366140513772,0.3884758212518783,0.0015596749121412,0.0736001020492565
Eigenvector Centrality,Vladimir Solovyov,19th,0,138,0.042711234911792,0.0021665119158155,0.3869802950582894,0.0006674944460575,0.0735255803814957
Eigenvector Centrality,Meister Eckhart,11th??4th,0,168,0.0519962859795728,0.0554008047044258,0.3756117204837127,0.005533644473382,0.0733633696152361
Eigenvector Centrality,William James,19th,0,216,0.0668523676880222,0.0328071804394924,0.4098302492160965,0.0134052055802983,0.0729487069110285
Eigenvector Centrality,Nicolas Malebranche,17th,0,137,0.0424017332095326,0.0420922315072732,0.3875462061518339,0.0034679408483886,0.0726269212877047
Eigenvector Centrality,Tertullian,1st??0th,0,173,0.0535437944908697,0.0229031259671928,0.4130238824984549,0.0023608496894738,0.0716746354683568
Eigenvector Centrality,Mencius,BC,0,254,0.078613432373878,0.0182606004333023,0.4421541881805088,0.0044754677490379,0.0709548468352217
