Name,In-Degree Centrality,Out-Degree Centrality,Closeness Centrality,Betweenness Centrality,Eigenvector Centrality,RawCentrality,Calculated_In_Degree_Count,ActivityYear,AdjustedCentrality
John Perry,0.0040235221293717,0.0030950170225936,0.281872226133639,0.0006910211213687,0.001328689062579,0,13,1943.0,0.0
Robert Zimmer,0.000928505106778,0.0012380068090374,0.2397304739041196,1.2293136464064296e-05,4.55864031862852e-05,0,3,1953.0,0.0
Johannes Clauberg,0.0,0.0006190034045187,0.0,0.0,4.997075122549391e-32,0,0,1622.0,0.0
Louis Couturat,0.000928505106778,0.0021665119158155,0.269444732662362,9.381128256692986e-05,0.000253046762144,0,3,1868.0,0.0
Catherine Trotter Cockburn,0.0,0.0006190034045187,0.0,0.0,4.997075122549391e-32,0,0,1679.0,0.0
Lady Anne Finch Conway,0.0,0.0219746208604147,0.0,0.0,4.997075122549391e-32,0,0,1631.0,0.0
Franciscus Mercurius van Helmont,0.000928505106778,0.0037140204271123,0.2543736965684201,0.0006182312286078,0.0004452266570717,0,3,1614.0,0.0
Geraud de Cordemoy,0.0,0.0024760136180748,0.0,0.0,4.997075122549391e-32,0,0,1626.0,0.0
Arnold Geulincx,0.0006190034045187,0.0012380068090374,0.2028334652570341,5.160208651673728e-06,2.993960371188232e-06,0,2,1624.0,0.0
Louis de La Forge,0.0003095017022593,0.0,0.0003095017022593,0.0,8.495027708333967e-31,0,1,1632.0,0.0
Pierre-Simon Laplace,0.0018570102135561,0.0027855153203342,0.2997555334369249,3.4319191441130595e-05,0.0025766527085529,0,6,1749.0,0.0
Pierre Paul Royer-Collard,0.0040235221293717,0.0006190034045187,0.3100864336426013,7.382190557296899e-06,0.001409098781318,0,13,1763.0,0.0
George Boas,0.0015475085112968,0.0006190034045187,0.2208928212983325,4.465349106911252e-05,3.535889438912116e-05,0,5,1891.0,0.0
Jean-Pierre de Crousaz,0.0003095017022593,0.0003095017022593,0.0003095017022593,1.412465065703073e-06,8.495027708333967e-31,0,1,1663.0,0.0
Damaris Cudworth Masham,0.0006190034045187,0.0040235221293717,0.2526759610534883,0.0002987040303652,0.0004388920608519,0,2,1659.0,0.0
Benjamin Whichcote,0.0012380068090374,0.0030950170225936,0.2531587114784276,2.2273176015000408e-05,0.0004456154876285,0,4,1609.0,0.0
John Allen,0.0012380068090374,0.0,0.2654976420883103,0.0,0.0009686164121728,0,4,1771.0,0.0
James Martineau,0.0018570102135561,0.0018570102135561,0.263883639239078,6.285449246414191e-05,0.0005107678056442,0,6,1805.0,0.0
Arthur Prior,0.0030950170225936,0.0055710306406685,0.3003732676634821,0.0008168840932263,0.002271792191096,0,10,1914.0,0.0
Nathaniel Culverwel,0.0,0.0003095017022593,0.0,0.0,4.997075122549391e-32,0,0,1619.0,0.0
John Theophilus Desaguliers,0.0,0.0012380068090374,0.0,0.0,4.997075122549391e-32,0,0,1683.0,0.0
Humphry Ditton,0.0,0.000928505106778,0.0,0.0,4.997075122549391e-32,0,0,1675.0,0.0
Anna Maria van Schurman,0.0003095017022593,0.0003095017022593,0.165848697882124,0.0,8.660975913852201e-08,0,1,1607.0,0.0
Michelangelo Fardella,0.0,0.0006190034045187,0.0,0.0,4.997075122549391e-32,0,0,1646.0,0.0
FranÃ§ois de Salignac de la Mothe-FÃ©nelon,0.0,0.0201176106468585,0.0,0.0,4.997075122549391e-32,0,0,1651.0,0.0
Simon Foucher,0.0006190034045187,0.000928505106778,0.2763673267609115,0.0002968820168777,0.0010459009316225,0,2,1644.0,0.0
Robert Desgabets,0.0003095017022593,0.0,0.2142034508462524,0.0,1.4576375213291985e-05,0,1,1610.0,0.0
Christian Thomasius,0.000928505106778,0.000928505106778,0.2169151397182896,2.069478119062113e-05,1.2674169105679103e-05,0,3,1655.0,0.0
Baltasar GraciÃ¡n y Morales,0.0,0.0052615289384091,0.0,0.0,4.997075122549391e-32,0,0,1601.0,0.0
Guido Grandi,0.0,0.0003095017022593,0.0,0.0,4.997075122549391e-32,0,0,1671.0,0.0
Richard Price,0.004333023831631,0.0083565459610027,0.286808595304417,0.0003126077092431,0.0012480197337728,0,14,1723.0,0.0
Dugald Stewart,0.0052615289384091,0.0052615289384091,0.2945758450559917,0.0008407195325023,0.0010043553061915,0,17,1753.0,0.0
John Witherspoon,0.0018570102135561,0.0030950170225936,0.2684027771544143,5.900136284700144e-05,0.0004681561326379,0,6,1723.0,0.0
Jean le Rond d'Alembert,0.0024760136180748,0.0024760136180748,0.3075997217129993,3.861127759168729e-05,0.001208823918471,0,8,1717.0,0.0
Ito Jinsai,0.0,0.0018570102135561,0.0,0.0,4.997075122549391e-32,0,0,1627.0,0.0
Kaibara Ekiken,0.0,0.000928505106778,0.0,0.0,4.997075122549391e-32,0,0,1630.0,0.0
Lord Kames,0.0015475085112968,0.0012380068090374,0.2773401734063452,3.973333242478711e-06,0.0003915265174041,0,5,1696.0,0.0
Jean Le Clerc,0.0003095017022593,0.000928505106778,0.1996385811994312,6.224726229729844e-07,6.119930824179403e-06,0,1,1657.0,0.0
Antoine Le Grand,0.0,0.0012380068090374,0.0,0.0,4.997075122549391e-32,0,0,1629.0,0.0
Ehrenfried Walther von Tschirnhaus,0.0006190034045187,0.0012380068090374,0.2577929397483281,0.0002991648686182,0.0002148425886521,0,2,1651.0,0.0
Bernhard Riemann,0.0015475085112968,0.0034045187248529,0.2612116991643454,8.222439151202907e-06,0.0003738815550422,0,5,1826.0,0.0
Joseph Agassi,0.0018570102135561,0.0015475085112968,0.2922135688326077,1.2032620808882938e-05,0.0021915933856872,0,6,1927.0,0.0
Maria Rosa Antognazza,0.0003095017022593,0.0003095017022593,0.2545736234978687,2.498004619596416e-06,0.0001682002107228,0,1,1964.0,0.0
Jonathan Bennett,0.0024760136180748,0.0006190034045187,0.3067258588672237,3.3845755795028096e-05,0.0023026622444483,0,8,1930.0,0.0
John von Neumann,0.0102135561745589,0.007737542556484,0.3231484938115613,0.0008586947487709,0.0045783980016594,0,33,1903.0,0.0
John von Neumann,0.0102135561745589,0.007737542556484,0.3231484938115613,0.0008586947487709,0.0045783980016594,0,33,1903.0,0.0
Garrett Hardin,0.0021665119158155,0.0027855153203342,0.3107144065949792,3.4774299779550607e-06,0.0016808920760834,0,7,1915.0,0.0
Charles Taylor,0.0331166821417517,0.0244506344784896,0.36307417644465,0.0073747554881385,0.0484907402117818,0,107,1931.0,0.0
Michael Zuckert,0.0012380068090374,0.0012380068090374,0.3013981144203985,0.000653072568857,0.001561518285021,0,4,1942.0,0.0
Marjorie Grene,0.0037140204271123,0.0015475085112968,0.2945758450559917,0.0002486904603613,0.0024182129534503,0,12,1910.0,0.0
Bernard de Mandeville,0.0006190034045187,0.0037140204271123,0.1740475588198755,8.944222364330273e-06,2.661085127756363e-07,0,2,1670.0,0.0
Marquis de Condorcet,0.004333023831631,0.0095945527700402,0.3096582284548645,0.0004052917754617,0.0014027316202083,0,14,1743.0,0.0
Thomas Paine,0.0092850510677808,0.0126895697926338,0.3258212319966575,0.0005608329648835,0.0034244144236505,0,30,1737.0,0.0
John Maynard Keynes,0.0120705663881151,0.0089755493655215,0.3398767124488859,0.0008148705092691,0.0104938938867768,0,39,1883.0,0.0
Louis Althusser,0.0099040544722995,0.0092850510677808,0.3267708286822211,0.001116462968107,0.0048381447985436,0,32,1918.0,0.0
Benjamin Collins Brodie,0.0012380068090374,0.0012380068090374,0.2748300709601295,7.763265803082945e-07,0.0005909081234749,0,4,1783.0,0.0
John Herschel,0.0027855153203342,0.0024760136180748,0.3057927790489976,7.704818859004686e-05,0.0017202569254497,0,9,1792.0,0.0
Vilfredo Pareto,0.0027855153203342,0.0058805323429278,0.2836274141539302,6.807772813381432e-05,0.0006310947203007,0,9,1848.0,0.0
William R. Newman,0.0006190034045187,0.0015475085112968,0.2737204284201028,0.0003152010248747,0.0004985436571574,0,2,1955.0,0.0
OgyÅ« Sorai,0.0,0.0003095017022593,0.0,0.0,4.997075122549391e-32,0,0,1666.0,0.0
Pierre Bourdieu,0.0061900340451872,0.0040235221293717,0.3125466455102492,0.0001365812654481,0.0033051096530366,0,20,1930.0,0.0
Don Cupitt,0.0018570102135561,0.0003095017022593,0.2866675742623753,4.355360801688289e-06,0.0014146765030769,0,6,1934.0,0.0
William Paley,0.0061900340451872,0.0030950170225936,0.3202023904518997,0.0011086671794299,0.0037009990442274,0,20,1743.0,0.0
Pierre-Sylvain Regis,0.0,0.0006190034045187,0.0,0.0,4.997075122549391e-32,0,0,1632.0,0.0
Hermann Samuel Reimarus,0.0003095017022593,0.000928505106778,0.2425832206602392,1.8787784058234435e-06,5.46506444965744e-05,0,1,1694.0,0.0
Anthony Ashley-Cooper 3rd Earl of Shaftesbury,0.0,0.0071185391519653,0.0,0.0,4.997075122549391e-32,0,0,1671.0,0.0
Wilhelm von Humboldt,0.0040235221293717,0.0055710306406685,0.3000023219794272,0.000471154253505,0.0018005312018648,0,13,1767.0,0.0
Karl Jaspers,0.0105230578768183,0.0037140204271123,0.3251670454739648,0.0007350180718529,0.0052931823398631,0,34,1883.0,0.0
Justus Buchler,0.000928505106778,0.0012380068090374,0.2970068836142735,1.4565099644256452e-06,0.0022498543227508,0,3,1914.0,0.0
Rebecca Goldstein,0.0024760136180748,0.0024760136180748,0.3041655428499681,4.070319697157267e-05,0.0031987643318949,0,8,1950.0,0.0
Genevieve Lloyd,0.000928505106778,0.0,0.2949168530607891,0.0,0.0011716789814429,0,3,1941.0,0.0
Alexandre Matheron,0.0003095017022593,0.0003095017022593,0.2933309078963669,0.0,0.0011398075083587,0,1,1926.0,0.0
Allen W. Wood,0.0018570102135561,0.0024760136180748,0.3166202414113277,7.804590640705715e-05,0.0033576099619582,0,6,1942.0,0.0
James Dalrymple 1st Viscount Stair,0.0,0.0006190034045187,0.0,0.0,4.997075122549391e-32,0,0,1619.0,0.0
Gabrielle Suchon,0.0,0.0015475085112968,0.0,0.0,4.997075122549391e-32,0,0,1631.0,0.0
Henry James Sr.,0.000928505106778,0.0021665119158155,0.295651375524756,5.374455466946769e-06,0.0015381812061323,0,3,1811.0,0.0
Andrew Bernstein,0.0027855153203342,0.0027855153203342,0.2730538181598065,5.598880061068081e-05,0.0005775970489695,0,9,1949.0,0.0
Richard Kearney,0.0015475085112968,0.000928505106778,0.266440230570706,1.3961302914944044e-05,0.0006918065136181,0,5,1954.0,0.0
Ernst von Glasersfeld,0.0018570102135561,0.0027855153203342,0.2807591796854564,0.0001738343982123,0.000851367296769,0,6,1917.0,0.0
Francesco Algarotti,0.0006190034045187,0.0015475085112968,0.3059532496509335,1.876828049690732e-05,0.0010318532570058,0,2,1712.0,0.0
Karl Christian Friedrich Krause,0.0136180748994119,0.0136180748994119,0.3271008261528382,0.0002942743096229,0.0073069127872599,0,44,1781.0,0.0
Vissarion Belinsky,0.0018570102135561,0.0015475085112968,0.3080222488032644,2.3036597704221696e-05,0.0013183745450755,0,6,1811.0,0.0
Leonard Nelson,0.0136180748994119,0.0148560817084493,0.3238305446205393,0.000536136049708,0.0066727052367542,0,44,1882.0,0.0
Kristin Andrews,0.0133085731971525,0.0117610646858557,0.3237586142463455,0.0,0.0066602855400065,0,43,1971.0,0.0
Joxe Azurmendi,0.0012380068090374,0.007737542556484,0.3082176530634483,0.0001410499029935,0.0011759354009117,0,4,1941.0,0.0
Tom Beauchamp,0.0151655834107087,0.0126895697926338,0.3260034178790086,0.0007846108886138,0.0071159322714374,0,49,1939.0,0.0
Paola Cavalieri,0.0136180748994119,0.0117610646858557,0.3239745012974099,4.429078290025594e-06,0.0068318181031261,0,44,1950.0,0.0
Stephen R. L. Clark,0.0139275766016713,0.01454658000619,0.3241546272294112,0.000814251331035,0.0067093435197979,0,45,1945.0,0.0
Priscilla Cohn,0.0133085731971525,0.0120705663881151,0.3237586142463455,0.0001029516922278,0.0066602855400065,0,43,1933.0,0.0
Alice Crary,0.0386877127824203,0.0451872485298669,0.36307417644465,0.0062170043864933,0.0501037594214197,0,125,1967.0,0.0
David DeGrazia,0.0136180748994119,0.0117610646858557,0.3237945754386421,5.0771019085493e-06,0.006661570894364,0,44,1962.0,0.0
Josephine Donovan,0.0133085731971525,0.0117610646858557,0.3237586142463455,0.0,0.0066602855400065,0,43,1941.0,0.0
Catia Faria,0.0136180748994119,0.0139275766016713,0.3241185860211357,6.684549987653313e-05,0.0067093435197979,0,44,1980.0,0.0
John Hadley,0.0139275766016713,0.0126895697926338,0.3250220272799748,5.7934342529620815e-05,0.0068170920435591,0,45,1966.0,0.0
Dale Jamieson,0.0142370783039306,0.0117610646858557,0.3240465276427406,0.0002354350583316,0.0068359456004252,0,46,1947.0,0.0
Will Kymlicka,0.0148560817084493,0.0120705663881151,0.3275418609746174,0.000692993931688,0.0081035196104446,0,48,1962.0,0.0
Mary Midgley,0.0151655834107087,0.0151655834107087,0.3247323785979831,0.0009916187172571,0.0079746823643011,0,49,1919.0,0.0
Clare Palmer,0.0139275766016713,0.0167130919220055,0.3241906764539696,0.0007060989273967,0.0067312240524953,0,45,1967.0,0.0
Jessica Pierce,0.0133085731971525,0.0120705663881151,0.3237586142463455,0.0002940745276266,0.0066602855400065,0,43,1965.0,0.0
Bernard Rollin,0.0133085731971525,0.0117610646858557,0.3237586142463455,0.0,0.0066602855400065,0,43,1943.0,0.0
Mark Rowlands,0.0139275766016713,0.0123800680903744,0.3240825528264697,8.869554763403807e-05,0.0068498095853822,0,45,1962.0,0.0
Steve F. Sapontzis,0.0136180748994119,0.0139275766016713,0.3241185860211357,6.684549987653313e-05,0.0067093435197979,0,44,1945.0,0.0
Jeff Sebo,0.0136180748994119,0.0151655834107087,0.3241185860211357,0.0006706925334457,0.0067093435197979,0,44,1983.0,0.0
Cass Sunstein,0.0154750851129681,0.0129990714948932,0.3274682725987525,0.0003207530313489,0.0068541397299655,0,50,1954.0,0.0
Gary Varner,0.0139275766016713,0.0129990714948932,0.3241906764539696,0.001107412461955,0.0073527741145937,0,45,1957.0,0.0
Gerrard Winstanley,0.0003095017022593,0.0006190034045187,0.2427246097147456,0.0,5.6575141660413854e-05,0,1,1609.0,0.0
Max Stirner,0.0080470442587434,0.0139275766016713,0.3304378329941163,0.0005856851151406,0.0058134438295387,0,26,1806.0,0.0
Dr. Samuel Johnson,0.0003095017022593,0.0040235221293717,0.2663671932267996,1.8366617495582184e-06,0.0006018952041367,0,1,1709.0,0.0
Jacob Friedrich von Abel,0.0012380068090374,0.0015475085112968,0.2536212426199838,4.661855239174162e-06,0.0001525820830838,0,4,1751.0,0.0
Johann Heinrich Abicht,0.0,0.0003095017022593,0.0,0.0,4.997075122549391e-32,0,0,1762.0,0.0
Oliver Wendell Holmes Jr.,0.0058805323429278,0.0114515629835964,0.3249133484924314,0.0006347443809963,0.0041015477870707,0,19,1841.0,0.0
Archibald Alison,0.0003095017022593,0.0003095017022593,0.2248628943747373,0.0,1.399652746739901e-05,0,1,1757.0,0.0
Anton Wilhelm Amo,0.0003095017022593,0.0012380068090374,0.0003095017022593,0.0001230064890784,8.495027708333967e-31,0,1,1703.0,0.0
Georg Anton Friedrich Ast,0.0,0.0024760136180748,0.0,0.0,4.997075122549391e-32,0,0,1778.0,0.0
John Austin,0.0024760136180748,0.0018570102135561,0.2878280571360678,8.967947176361758e-05,0.0012079916454992,0,8,1790.0,0.0
H. L. A. Hart,0.0061900340451872,0.0068090374497059,0.2833241872557192,0.0018073777675736,0.0017750440335152,0,20,1907.0,0.0
Franz Xaver von Baader,0.0003095017022593,0.0030950170225936,0.0005571030640668,1.139212865330843e-05,1.284248306495194e-29,0,1,1765.0,0.0
Heinrich Rickert,0.0049520272361497,0.0015475085112968,0.3014604511555424,0.0003111578093631,0.0021816130618409,0,16,1863.0,0.0
Augustus De Morgan,0.0034045187248529,0.0052615289384091,0.3173095202649498,0.0005963260785395,0.0028764584892971,0,11,1806.0,0.0
William Stanley Jevons,0.0021665119158155,0.0024760136180748,0.281301028917697,0.0003487666441151,0.0006430639787412,0,7,1835.0,0.0
John Woods,0.0018570102135561,0.0015475085112968,0.2365978867522193,0.0006675094651117,3.5426218902494455e-05,0,6,1937.0,0.0
Samuel Bailey,0.0,0.000928505106778,0.0,0.0,4.997075122549391e-32,0,0,1791.0,0.0
James Frederick Ferrier,0.000928505106778,0.0003095017022593,0.2391993569109784,5.1677826719344444e-06,5.368665552236509e-05,0,3,1808.0,0.0
Pierre-Simon Ballanche,0.0003095017022593,0.0006190034045187,0.2765246217676052,1.0750755028093048e-05,0.0010307475628215,0,1,1776.0,0.0
John Ballantyne,0.0,0.000928505106778,0.0,0.0,4.997075122549391e-32,0,0,1778.0,0.0
Christoph Gottfried Bardili,0.0003095017022593,0.0003095017022593,0.2344665456988735,0.0,2.45725685073179e-05,0,1,1761.0,0.0
Alexander Gottlieb Baumgarten,0.000928505106778,0.0024760136180748,0.3044196494020567,4.923485905213787e-06,0.0013136534464298,0,3,1714.0,0.0
James Beattie,0.0030950170225936,0.0034045187248529,0.2778159308752592,0.0004989690837825,0.0005148512353724,0,10,1735.0,0.0
Adam Ferguson,0.0021665119158155,0.0037140204271123,0.3073078813698181,0.0001012084858591,0.0020302302051193,0,7,1723.0,0.0
William Ritchie Sorley,0.0018570102135561,0.0018570102135561,0.2252451369706455,6.808539709543063e-06,1.9445453442845115e-05,0,6,1855.0,0.0
L. Gordon Graham,0.0024760136180748,0.0040235221293717,0.2702941643647746,0.0003501623334638,0.0006686268178862,0,8,1949.0,0.0
Donald M. MacKinnon,0.0027855153203342,0.0040235221293717,0.2399672837235837,0.000328713673854,8.713515911261704e-05,0,9,1913.0,0.0
Archibald Garden Wernham,0.0015475085112968,0.0024760136180748,0.2249843762193482,7.074216843579862e-06,1.932230100634095e-05,0,5,1916.0,0.0
Catherine Wilson,0.0027855153203342,0.0030950170225936,0.2508495450197138,0.0001203602564304,9.652408416658712e-05,0,9,1951.0,0.0
Cesare Marquis of Beccaria,0.0,0.0071185391519653,0.0,0.0,4.997075122549391e-32,0,0,1738.0,0.0
William Blackstone,0.0021665119158155,0.0027855153203342,0.2695693140996943,3.864542212190093e-05,0.0003981744543778,0,7,1723.0,0.0
Jacob Sigismund Beck,0.0,0.0006190034045187,0.0,0.0,4.997075122549391e-32,0,0,1761.0,0.0
Charles Bell,0.0003095017022593,0.0006190034045187,0.2085507628182926,1.3697114077174231e-06,5.189306645050389e-06,0,1,1774.0,0.0
William Belsham,0.0003095017022593,0.0003095017022593,0.0004126689363458,0.0,4.9122747577197274e-27,0,1,1752.0,0.0
Joseph Priestley,0.0058805323429278,0.0061900340451872,0.2960717613928595,0.0005640818367621,0.0018041637946872,0,19,1733.0,0.0
Friedrich Eduard Beneke,0.0006190034045187,0.000928505106778,0.2328186696489174,1.1347325889950811e-06,3.818776423282899e-05,0,2,1798.0,0.0
Henry Brougham,0.0015475085112968,0.0012380068090374,0.2671238488659483,0.0002971866151477,0.0003723502980629,0,5,1778.0,0.0
J. J. C. Smart,0.0198081089445991,0.0275456515010832,0.3433595480181501,0.0004965826185411,0.0443515254560406,0,64,1920.0,0.0
Alexis de Tocqueville,0.0058805323429278,0.007737542556484,0.2991096411526877,0.0003288144971505,0.0011531141515849,0,19,1805.0,0.0
Hugh Blair,0.0,0.0040235221293717,0.0,0.0,4.997075122549391e-32,0,0,1718.0,0.0
Lamennais,0.0086660476632621,0.0207366140513772,0.3052804024163886,0.0006649636844678,0.0030218049542554,0,28,1752.0,0.0
Michael Davis,0.0006190034045187,0.0006190034045187,0.2406606590170969,1.289951857484488e-06,9.468964430092442e-05,0,2,1943.0,0.0
Northrop Frye,0.0024760136180748,0.004333023831631,0.2543958951631115,0.0004793737655223,0.0001899093095923,0,8,1912.0,0.0
Robert Blakey,0.0003095017022593,0.000928505106778,0.0003095017022593,9.835284214546734e-07,8.495027708333967e-31,0,1,1795.0,0.0
Victor Cousin,0.0055710306406685,0.0055710306406685,0.2892560590071536,0.0011974510576627,0.0010766849795954,0,18,1792.0,0.0
Josiah Thompson,0.0006190034045187,0.0003095017022593,0.0006963788300835,9.750718482099978e-07,7.645524937500568e-30,0,2,1935.0,0.0
Georg Cantor,0.0058805323429278,0.0095945527700402,0.325930519082524,0.000622657598387,0.005051547167916,0,19,1845.0,0.0
Alexius Meinong,0.0037140204271123,0.0074280408542246,0.3007761620588212,0.0002025855637445,0.0025354350556826,0,12,1853.0,0.0
Kazimierz Twardowski,0.004333023831631,0.0018570102135561,0.2829941328680803,0.0002609823872548,0.0019510223666579,0,14,1866.0,0.0
Louis Gabriel Ambroise de Bonald,0.0003095017022593,0.0083565459610027,0.2104477737997469,1.2614832322461337e-07,5.33959703975934e-06,0,1,1754.0,0.0
Charles Bonnet,0.000928505106778,0.0006190034045187,0.2480533154079386,1.1316524407375752e-05,0.0001333741564122,0,3,1720.0,0.0
Rudjer Boscovich,0.0,0.0015475085112968,0.0,0.0,4.997075122549391e-32,0,0,1711.0,0.0
Stewart Sutherland,0.0006190034045187,0.0012380068090374,0.2237239111798998,9.018531274578496e-06,2.6049303066330293e-05,0,2,1941.0,0.0
Jean Anthelme Brillat-Savarin,0.0,0.0012380068090374,0.0,0.0,4.997075122549391e-32,0,0,1755.0,0.0
James McCosh,0.0015475085112968,0.0021665119158155,0.281301028917697,6.758143281967931e-05,0.0005805072813634,0,5,1811.0,0.0
Georges-Louis Leclerc Comte de Buffon,0.0,0.0052615289384091,0.0,0.0,4.997075122549391e-32,0,0,1707.0,0.0
Pierre Jean George Cabanis,0.0003095017022593,0.000928505106778,0.2335835386758088,5.481840779756894e-07,1.9549384905565058e-05,0,1,1757.0,0.0
Georges Bataille,0.0080470442587434,0.0074280408542246,0.3139266166997733,0.0002212446113863,0.0045159791353613,0,26,1897.0,0.0
Miguel de Unamuno,0.0018570102135561,0.0037140204271123,0.2761055657012781,4.091158432507278e-05,0.0013112312493088,0,6,1864.0,0.0
Petr Iakovlevich Chaadev,0.0,0.000928505106778,0.0,0.0,4.997075122549391e-32,0,0,1794.0,0.0
George Kline,0.000928505106778,0.0108325595790776,0.2208426183844011,0.0013296947612135,1.82422590298637e-05,0,3,1921.0,0.0
Lewis Carroll,0.0021665119158155,0.0015475085112968,0.2861610447309408,0.0002187349940495,0.0006340980906251,0,7,1832.0,0.0
I. A. Richards,0.0024760136180748,0.007737542556484,0.2690468447322653,0.0001736832464288,0.0008593728317375,0,8,1893.0,0.0
Dorothy Emmet,0.0012380068090374,0.000928505106778,0.2832691247375468,0.00027142018227,0.0013005711213007,0,4,1904.0,0.0
Richard Avenarius,0.0046425255338904,0.0058805323429278,0.3010246347247103,6.926505385099913e-06,0.0025682989586196,0,15,1843.0,0.0
Gaston Bachelard,0.0086660476632621,0.0086660476632621,0.3181753506520514,0.0009399244209248,0.0038192227864343,0,28,1884.0,0.0
Alexander Bogdanov,0.0074280408542246,0.0055710306406685,0.3066290693882502,0.0001514788646556,0.0028219005260729,0,24,1873.0,0.0
Percy Williams Bridgman,0.0052615289384091,0.0006190034045187,0.3013046576407333,3.454981529404734e-05,0.002679704401769,0,17,1882.0,0.0
Pierre Laffitte,0.0003095017022593,0.0003095017022593,0.2628367651856545,0.0,0.0003003969397498,0,1,1823.0,0.0
Herbert Marcuse,0.0185701021355617,0.0151655834107087,0.3447401327665675,0.002581766884557,0.009028158495435,0,60,1898.0,0.0
Harriet Martineau,0.0015475085112968,0.0040235221293717,0.2865266918295748,6.627146218663166e-05,0.0007252733429925,0,5,1802.0,0.0
Georges Canguilhem,0.0040235221293717,0.004333023831631,0.3041972829671391,0.0004401877157679,0.0013705871874811,0,13,1904.0,0.0
Hans-Georg Gadamer,0.0182606004333023,0.007737542556484,0.3311886574271864,0.0015175466500834,0.0069736466814115,0,59,1900.0,0.0
Deirdre McCloskey,0.0055710306406685,0.0003095017022593,0.3017725220159518,1.4917967617520588e-05,0.0026113712291111,0,18,1942.0,0.0
Willard Van Orman Quine,0.0229031259671928,0.047044258743423,0.3520254272037308,0.0056545592630067,0.0229009464107143,0,74,1908.0,0.0
Ãtienne Bonnot de Condillac,0.0,0.0034045187248529,0.0,0.0,4.997075122549391e-32,0,0,1715.0,0.0
Maine de Biran,0.0027855153203342,0.0015475085112968,0.2290142637028906,4.376536928701323e-05,2.216498009363041e-05,0,9,1766.0,0.0
Nick Bostrom,0.0037140204271123,0.0034045187248529,0.2965838399302162,0.0011000357075721,0.0035626317336763,0,12,1973.0,0.0
Benjamin Constant,0.0027855153203342,0.0071185391519653,0.2803002464109706,0.0001327754691113,0.0003571776809477,0,9,1767.0,0.0
Tzvetan Todorov,0.0018570102135561,0.0012380068090374,0.2604183100477126,2.720018871225572e-05,0.0002417139624837,0,6,1939.0,0.0
Orestes Brownson,0.0006190034045187,0.0018570102135561,0.2274951274133053,4.457806584944232e-06,2.483426655509488e-05,0,2,1803.0,0.0
Felix Ravaisson-Mollien,0.0003095017022593,0.0018570102135561,0.2217497765612425,3.193783541338444e-06,1.5008195791006411e-05,0,1,1813.0,0.0
Johann Ulrich von Cramer,0.0,0.0003095017022593,0.0,0.0,4.997075122549391e-32,0,0,1706.0,0.0
Christian August Crusius,0.0,0.0012380068090374,0.0,0.0,4.997075122549391e-32,0,0,1715.0,0.0
Hippolyte Taine,0.0018570102135561,0.007737542556484,0.2920086710081233,0.0002025490808795,0.0010286510791712,0,6,1828.0,0.0
Larry Siedentop,0.000928505106778,0.0018570102135561,0.2501606936131549,2.727796974657573e-05,0.0001046926416874,0,3,1936.0,0.0
Emerich de Vattel,0.0,0.0021665119158155,0.0,0.0,4.997075122549391e-32,0,0,1714.0,0.0
Emerich de Vattel,0.0,0.0021665119158155,0.0,0.0,4.997075122549391e-32,0,0,1714.0,0.0
Ãmilie du ChÃ¢telet,0.0,0.004333023831631,0.0,0.0,4.997075122549391e-32,0,0,1706.0,0.0
Johann Augustus Eberhard,0.0006190034045187,0.0027855153203342,0.2728493600406304,1.4088209823042812e-06,0.000635063460159,0,2,1739.0,0.0
David Braine,0.0006190034045187,0.0021665119158155,0.2287088155244072,1.4357349427922917e-05,3.623046603916508e-05,0,2,1940.0,0.0
Perry Miller,0.000928505106778,0.0003095017022593,0.2333591548730463,1.539336892787386e-06,4.192866548268419e-05,0,3,1905.0,0.0
Johann Gottlieb Fichte,0.0092850510677808,0.0095945527700402,0.295711357544542,0.000858238518208,0.0015816885830938,0,30,1762.0,0.0
Immanuel Hermann Fichte,0.000928505106778,0.0018570102135561,0.2363868441999752,0.0003178637851685,4.696273274640584e-05,0,3,1797.0,0.0
Dieter Henrich,0.0024760136180748,0.0012380068090374,0.2845687780822037,4.837146177703697e-05,0.000944025516466,0,8,1927.0,0.0
Hermann Ulrici,0.0003095017022593,0.0003095017022593,0.1893305554766574,0.0,6.544117853271283e-07,0,1,1806.0,0.0
Christian Hermann Weisse,0.0015475085112968,0.000928505106778,0.2496037813746121,2.641636538393855e-05,0.0001797540068817,0,5,1801.0,0.0
Paul Goodman,0.0046425255338904,0.0040235221293717,0.2936855291833664,0.0005723129704675,0.0011120545684375,0,15,1911.0,0.0
John K. Roth,0.000928505106778,0.0,0.2860667444958581,0.0,0.0009188375151512,0,3,1940.0,0.0
Thomas Percival,0.000928505106778,0.0024760136180748,0.2685758764210516,1.0257075501696683e-05,0.000409522524591,0,3,1740.0,0.0
James Franklin,0.0024760136180748,0.000928505106778,0.2772874120302572,5.092365384372092e-05,0.0008259904272858,0,8,1953.0,0.0
John Kenneth Galbraith,0.0034045187248529,0.0034045187248529,0.2836550124232844,9.950710339061716e-05,0.0007746927258868,0,11,1908.0,0.0
Jakob Friedrich Fries,0.0006190034045187,0.000928505106778,0.2463969708962974,1.3946813804679814e-06,0.0001058615901823,0,2,1773.0,0.0
Thomas Gisbourne,0.0,0.0003095017022593,0.0,0.0,4.997075122549391e-32,0,0,1758.0,0.0
