Name,RawCentrality
Plato,982
Aristotle,824
Cicero,379
Averroes,336
Immanuel Kant,325
Voltaire,317
Thomas Aquinas,311
Bertrand Russell,311
Confucius,310
Ibn Khaldun,289
David Hume,285
Anselm,281
Mozi,276
Socrates,265
Al-Ghazali,255
Mencius,252
Karl Marx,251
Solomon,233
Al-Farabi,225
Ludwig Wittgenstein,223
Avicenna,217
Friedrich Nietzsche,216
William James,216
Arius,204
John Locke,199
Blaise Pascal,194
Martin Heidegger,194
Bonaventure,194
Alvin Plantinga,194
Edmund Husserl,191
Plotinus,188
Thucydides,187
Augustine of Hippo,186
Bede,186
Karl Popper,183
Xenophon,182
Baruch Spinoza,181
Nicholas Wolterstorff,179
William of Ockham,175
Tertullian,173
Han Fei,172
Sun Tzu,171
Proclus,166
Roger Bacon,166
Peter van Inwagen,166
Meister Eckhart,166
Gottlob Frege,165
Daniel Dennett,165
Alasdair MacIntyre,165
G. E. Moore,162
Chanakya,160
Saul Kripke,155
Peter Singer,150
Al-Kindi,149
Henry of Ghent,147
Pseudo-Dionysius the Areopagite,147
Noam Chomsky,147
John Dewey,143
Gorgias,142
Sigmund Freud,141
Duns Scotus,141
Hilary Putnam,138
Vladimir Solovyov,138
Michael Dummett,138
William Lane Craig,138
Henri Bergson,137
Nicolas Malebranche,137
Gabriel Marcel,137
Jean-Luc Marion,136
Rudolf Carnap,136
Peter Geach,135
Richard Swinburne,134
Marsilio Ficino,134
Isaac Newton,134
Peter Lombard,133
Porphyry,131
Lucian,131
Edward N. Zalta,131
Alonzo Church,130
Thomas More,128
Albertus Magnus,128
Adi Shankara,126
Martin Luther,126
Gilbert Ryle,126
Alice Crary,125
Antony Flew,125
Ambrose,124
Roderick Chisholm,124
Galen,124
John Rawls,123
Alcuin,123
Parmenides,123
Giovanni Pico della Mirandola,123
Richard Rorty,122
Lucretius,121
Valluvar,121
Alexander Pruss,117
Pythagoras,116
Wilfrid Sellars,115
Paul Feyerabend,114
Martin Buber,114
John Stuart Mill,114
Bas van Fraassen,114
Chrysippus,113
Nicholas of Cusa,111
Alfred North Whitehead,110
Arthur Schopenhauer,110
Robert Grosseteste,108
Ramon Llull,108
Isidore of Seville,107
Charles Taylor,106
Robert Nozick,106
Ian Hacking,106
Hans Reichenbach,106
John McDowell,105
Otto Neurath,105
Elias,105
Albert Einstein,105
Xenocrates,104
Charles Sanders Peirce,104
Carl Gustav Hempel,104
Leo Strauss,104
Pyrrho,103
Jacques Derrida,103
Donald Davidson,102
Paul Tillich,102
Thomas Carlyle,102
Hippias,101
Abhinavagupta,100
Carneades,99
Arcesilaus,99
Apuleius,99
Epicurus,99
Thomas Nagel,99
Iamblichus,98
Boetius of Dacia,98
Menedemus,98
Derek Parfit,98
Martha Nussbaum,97
Clement of Alexandria,97
Karl Barth,96
George Berkeley,96
Mulla Sadra,96
Bernard Williams,96
Ernst Cassirer,96
Frithjof Schuon,96
John Searle,96
Jacques Maritain,95
Jeremy Bentham,95
Aristides,94
Philo of Larissa,94
Ammonius Hermiae,94
David Chalmers,94
Vasubandhu,93
Syrianus,93
Adam Smith,93
John of Damascus,93
William Alston,93
Gilles Deleuze,93
Speusippus,93
P. F. Strawson,92
Charles Darwin,92
Damascius,92
Alcinous,92
Pierre Gassendi,92
Ammonius Saccas,91
Theophrastus,91
Susan Haack,91
Josiah Royce,91
Numenius of Apamea,91
Ernest Sosa,91
Jean-Paul Sartre,91
Dante Alighieri,91
Alfred Tarski,90
Paul of Venice,90
Karl Rahner,89
Nelson Goodman,89
Robert Audi,89
Francis Bacon,88
Bernard of Clairvaux,88
Anthony Kenny,88
Timothy Williamson,88
Reinhold Niebuhr,88
Patrick Suppes,87
Democritus,87
Nicholas Rescher,86
Fakhr al-Din al-Razi,85
Ralph Waldo Emerson,85
Giambattista Vico,85
Charles Hartshorne,85
Frederick Copleston,85
Tommaso Campanella,85
Cyril of Alexandria,85
Mircea Eliade,84
Auguste Comte,83
Gregory of Nyssa,83
Friedrich Schleiermacher,82
Max Weber,82
Francis of Assisi,82
William Whewell,82
George Santayana,82
Hildegard of Bingen,82
Michael Tye,82
Ludwig Feuerbach,81
G. E. M. Anscombe,81
Ernst Haeckel,81
Rudolf Bultmann,81
Paul Churchland,80
C. D. Broad,80
Jaakko Hintikka,80
Athanasius of Alexandria,80
Edmund Gettier,80
Ibn Arabi,79
Edith Stein,79
Robert Brandom,79
Crispin Wright,79
Michel Foucault,79
Galileo Galilei,79
Jean Vanier,78
Pope Gregory I,78
Moritz Schlick,78
Baron d'Holbach,77
R. M. Hare,77
John Henry Newman,77
Ramanuja,77
Jaegwon Kim,77
Pierre Teilhard de Chardin,76
Ernst Troeltsch,76
Thomas Merton,76
Thales,76
Patricia Churchland,76
Ibn Hazm,76
Francisco de Vitoria,75
Giordano Bruno,75
Mao Zedong,75
Rudolf Otto,75
Sextus Empiricus,75
Luis de Molina,74
Willard Van Orman Quine,74
Philippa Foot,74
Novalis,74
Ernest Nagel,74
Thomas Hobbes,73
Friedrich Waismann,73
Barry Stroud,72
Rabanus Maurus,72
Bernard Lonergan,72
Dietrich von Hildebrand,72
Desiderius Erasmus,72
Johannes Tauler,72
Norman Malcolm,72
Protagoras,72
Epictetus,71
Fred Dretske,71
Hasdai Crescas,71
David Kaplan,71
Ibn Daud,71
Gersonides,71
Joachim of Fiore,71
Jerry Fodor,71
Walter Hilton,71
Simone de Beauvoir,70
Thomas Cajetan,70
Nancy Cartwright,70
Peter Kreeft,70
Walter Kaufmann,70
Maurice Blondel,70
Lev Shestov,70
Kapila,70
Thomas Reid,69
Frank P. Ramsey,69
Morton White,69
Vladimir Lenin,69
Ptolemy,68
Alice von Hildebrand,68
Dharmakirti,68
Emil Brunner,68
Saadia Gaon,67
Ruth Millikan,67
Russ Shafer-Landau,67
Christine Korsgaard,67
Sun Yat-sen,67
Graham Priest,67
Cora Diamond,67
Robert Merrihew Adams,67
Giuseppe Peano,67
Michael Walzer,67
Posidonius,66
Zeno of Sidon,66
Marcus Aurelius,66
Maurice Merleau-Ponty,66
Keith Donnellan,66
Miskawayh,65
Alexander of Aphrodisias,65
Peter Galison,65
Mahatma Gandhi,65
Hannah Arendt,65
Afrikan Spir,65
Carl Jung,64
Emanuel Swedenborg,64
William Wollaston,64
Nathan Salmon,64
Ibn Bajjah,64
J. J. C. Smart,64
Anaxagoras,64
Longinus,63
Nagarjuna,63
Casimir Lewy,63
Ibn Masarra,63
Henry More,62
Alan Turing,62
David Malet Armstrong,62
Zeno of Citium,61
Empedocles,61
Ralph Cudworth,61
Emmanuel Levinas,61
Clitomachus,60
Heraclides Ponticus,60
Jaimini,60
Herbert Marcuse,60
Deng Xi,60
Martin Luther King Jr.,59
Roman Ingarden,59
Rudolf Steiner,59
Max Planck,59
Strato of Lampsacus,59
Buddhaghosa,59
Hans-Georg Gadamer,59
Wilhelm Windelband,58
Walter Benjamin,58
Apollonius of Tyana,58
Albinus,58
Zhu Xi,58
Thomas Jefferson,57
Anaximander,57
Imre Lakatos,56
Cleanthes,56
Franz Brentano,56
Panaetius,56
Bernard Bolzano,56
Vedanta Desika,56
Hippocrates,55
Calcidius,55
Aenesidemus,55
Archytas,55
David the Invincible,54
Solomon Ibn Gabirol,54
Michael Polanyi,54
Jacques Lacan,54
Hippasus,53
Isaiah Berlin,53
Theodoric of Freiberg,53
Gaius Marius Victorinus,53
Tom Regan,53
Pierre Duhem,53
Crantor,53
Chrysanthius,52
Metrodorus of Stratonicea,52
Kanada,52
Jean Buridan,52
Aedesius,52
Alhazen,52
Shang Yang,51
Han Yu,51
Hegesias of Cyrene,51
Friedrich Engels,50
Antisthenes,50
Li Si,50
Cass Sunstein,50
Archimedes,49
Thrasymachus,49
Kang Youwei,49
Muhammad Iqbal,49
John Peckham,49
Mary Midgley,49
Tom Beauchamp,49
Feng Youlan,49
Carol J. Adams,49
Steven Best,48
Cheng Yi,48
Leucippus,48
Mahavira,48
Oscar Horta,48
Thomas Lepeltier,48
Metrodorus of Lampsacus,48
Daniel Dombrowski,48
Sue Donaldson,48
Philostratus,48
Dong Zhongshu,47
Mou Zongsan,47
David Sztybel,47
Gary L. Francione,47
