Name,RawCentrality
Plato,473
Aristotle,439
Cicero,257
Averroes,196
Anselm,190
Thomas Aquinas,185
Ibn Khaldun,171
Voltaire,168
Bonaventure,162
Al-Ghazali,162
Arius,160
Confucius,160
Al-Farabi,160
Socrates,151
Avicenna,146
Mozi,146
Tertullian,145
Mencius,142
Solomon,138
Blaise Pascal,130
Proclus,129
Augustine of Hippo,128
Meister Eckhart,127
Henry of Ghent,125
Plotinus,124
Porphyry,124
Pseudo-Dionysius the Areopagite,123
David Hume,123
Thucydides,122
Xenophon,121
William of Ockham,120
Roger Bacon,117
Immanuel Kant,112
Marsilio Ficino,110
Han Fei,109
Peter Lombard,109
Al-Kindi,108
Duns Scotus,106
Sun Tzu,106
Bede,106
Albertus Magnus,105
Pythagoras,102
Chanakya,101
Giovanni Pico della Mirandola,100
Xenocrates,99
Alcuin,98
Arcesilaus,95
Carneades,94
Menedemus,94
Apuleius,94
Gorgias,93
Iamblichus,90
Edward N. Zalta,90
Philo of Larissa,90
Clement of Alexandria,90
Galen,90
Robert Grosseteste,90
Ramon Llull,89
Baruch Spinoza,89
Adi Shankara,89
Ammonius Hermiae,89
Speusippus,89
Nicholas of Cusa,88
Isidore of Seville,88
Syrianus,88
John Locke,87
Damascius,87
Alcinous,87
Alvin Plantinga,86
Nicholas Wolterstorff,86
Numenius of Apamea,86
Ammonius Saccas,86
Lucretius,85
Bertrand Russell,85
Isaac Newton,85
Nicolas Malebranche,84
Karl Marx,83
Chrysippus,83
Paul of Venice,83
Lucian,82
Theophrastus,82
Ambrose,82
Epicurus,81
Democritus,81
Peter van Inwagen,80
Boetius of Dacia,80
Vladimir Solovyov,80
Fakhr al-Din al-Razi,79
Jean-Luc Marion,78
Pyrrho,78
Gabriel Marcel,77
Valluvar,76
Hippias,75
Abhinavagupta,74
Parmenides,74
Thomas More,73
Friedrich Nietzsche,73
Pierre Gassendi,72
Edmund Husserl,71
Ibn Hazm,71
Hasdai Crescas,70
Gersonides,70
Ibn Daud,70
John of Damascus,69
Aristides,69
Ibn Arabi,69
Giordano Bruno,68
Thales,68
Ramanuja,67
Bernard of Clairvaux,67
Leo Strauss,67
Ptolemy,67
G. E. Moore,67
Sextus Empiricus,67
Ralph Waldo Emerson,66
Kapila,66
Cyril of Alexandria,66
Henri Bergson,65
Posidonius,65
Saadia Gaon,65
Epictetus,64
Zeno of Sidon,64
Alexander of Aphrodisias,64
Vasubandhu,64
Dante Alighieri,63
Ibn Bajjah,63
Frederick Copleston,62
William James,62
Hildegard of Bingen,61
Saul Kripke,61
Athanasius of Alexandria,61
Gregory of Nyssa,61
Anaxagoras,61
Zeno of Citium,60
Miskawayh,60
Francis of Assisi,60
Protagoras,60
Marcus Aurelius,60
Pope Gregory I,59
Gottlob Frege,59
Martin Buber,59
Jaimini,58
Giambattista Vico,58
Ibn Masarra,58
Alasdair MacIntyre,58
Jacques Maritain,57
Nagarjuna,57
Empedocles,57
Henry More,57
Josiah Royce,57
Tommaso Campanella,57
Francisco de Vitoria,57
Ralph Cudworth,56
Frithjof Schuon,56
Karl Rahner,56
Apollonius of Tyana,56
Panaetius,56
Buddhaghosa,56
Cleanthes,56
Heraclides Ponticus,56
Clitomachus,56
John Henry Newman,56
Longinus,55
Pierre Teilhard de Chardin,55
Archytas,55
Strato of Lampsacus,55
Mulla Sadra,55
Vedanta Desika,55
Rabanus Maurus,54
Emanuel Swedenborg,54
Albinus,54
Hippasus,53
Luis de Molina,53
Johannes Tauler,53
Elias,53
Solomon Ibn Gabirol,53
Thomas Merton,53
Hippocrates,53
Walter Hilton,52
