Name,RawCentrality
Plato,670
Aristotle,592
Cicero,315
Averroes,267
Confucius,241
Voltaire,239
Ibn Khaldun,236
Anselm,227
Thomas Aquinas,223
Mozi,219
Al-Ghazali,214
Mencius,207
Al-Farabi,201
Immanuel Kant,188
Socrates,187
David Hume,185
Arius,183
Avicenna,177
Bonaventure,176
Bertrand Russell,173
Solomon,172
Thucydides,163
Blaise Pascal,162
Xenophon,158
Plotinus,157
Tertullian,157
Augustine of Hippo,156
Karl Marx,155
Han Fei,150
Sun Tzu,147
Proclus,147
Bede,146
William of Ockham,145
Meister Eckhart,145
Chanakya,139
Friedrich Nietzsche,136
Henry of Ghent,136
Roger Bacon,136
Pseudo-Dionysius the Areopagite,135
William James,132
Porphyry,128
Al-Kindi,126
John Locke,126
Baruch Spinoza,123
Duns Scotus,121
Marsilio Ficino,121
Alvin Plantinga,120
Edmund Husserl,120
Peter Lombard,119
Edward N. Zalta,115
Albertus Magnus,114
Nicholas Wolterstorff,114
Nicolas Malebranche,111
Giovanni Pico della Mirandola,111
Henri Bergson,109
Vladimir Solovyov,109
Isaac Newton,108
Alcuin,107
Peter van Inwagen,107
Adi Shankara,107
Gorgias,107
Pythagoras,106
Jean-Luc Marion,105
Gabriel Marcel,104
Lucretius,103
Xenocrates,102
Nicholas of Cusa,100
Galen,99
Thomas More,98
Arcesilaus,98
Ambrose,98
Robert Grosseteste,98
Apuleius,97
Carneades,97
Ramon Llull,97
Menedemus,97
Valluvar,96
Isidore of Seville,96
Lucian,96
Iamblichus,95
G. E. Moore,94
Chrysippus,94
Clement of Alexandria,94
Philo of Larissa,93
Speusippus,92
Ammonius Hermiae,92
Parmenides,91
Syrianus,91
Martin Heidegger,90
Alcinous,90
Numenius of Apamea,90
Ammonius Saccas,90
Damascius,90
Boetius of Dacia,88
Epicurus,88
Paul of Venice,87
Abhinavagupta,87
Gottlob Frege,87
Alasdair MacIntyre,87
Martin Buber,87
Karl Popper,86
Hippias,86
Leo Strauss,85
Theophrastus,85
Pyrrho,84
Martin Luther,84
Democritus,84
Ludwig Wittgenstein,83
Daniel Dennett,81
Fakhr al-Din al-Razi,81
Pierre Gassendi,80
Josiah Royce,80
Thomas Carlyle,80
Saul Kripke,79
Aristides,78
John of Damascus,78
Frithjof Schuon,76
Dante Alighieri,76
Albert Einstein,76
John Stuart Mill,76
Ralph Waldo Emerson,76
Bernard of Clairvaux,75
Vasubandhu,74
Cyril of Alexandria,74
Frederick Copleston,73
Mulla Sadra,73
Ibn Hazm,73
Ibn Arabi,73
Elias,72
Giordano Bruno,72
Tommaso Campanella,71
Ramanuja,71
Thales,71
John Dewey,71
Hasdai Crescas,70
Adam Smith,70
Ibn Daud,70
Gersonides,70
Sextus Empiricus,70
Francis of Assisi,70
Giambattista Vico,70
Michael Dummett,69
Athanasius of Alexandria,69
Kapila,69
Hildegard of Bingen,69
Roderick Chisholm,69
Gregory of Nyssa,69
Jacques Maritain,68
Ptolemy,68
Karl Rahner,68
Ernst Cassirer,67
Pope Gregory I,67
Alonzo Church,67
Sigmund Freud,67
Paul Tillich,66
Peter Geach,65
Saadia Gaon,65
Posidonius,65
Francisco de Vitoria,65
Alexander of Aphrodisias,65
Epictetus,64
William Whewell,64
Zeno of Sidon,64
Ernst Haeckel,64
Ibn Bajjah,63
Thomas Merton,63
John Henry Newman,63
Anaxagoras,63
Protagoras,63
William Lane Craig,63
Edith Stein,63
Jean Vanier,63
Pierre Teilhard de Chardin,62
Friedrich Schleiermacher,62
Rabanus Maurus,62
Miskawayh,62
Antony Flew,62
Mao Zedong,61
Johannes Tauler,61
Richard Swinburne,61
Luis de Molina,61
Marcus Aurelius,61
Peter Kreeft,61
Ibn Masarra,60
Charles Sanders Peirce,60
Jaimini,60
Zeno of Citium,60
Dietrich von Hildebrand,60
Joachim of Fiore,60
Ludwig Feuerbach,60
Longinus,60
Henry More,60
Auguste Comte,60
Nagarjuna,60
Maurice Blondel,60
Mircea Eliade,60
Alexander Pruss,60
Walter Hilton,60
Bernard Lonergan,60
Sun Yat-sen,60
Emanuel Swedenborg,60
Heraclides Ponticus,59
Francis Bacon,59
Alice von Hildebrand,59
Thomas Cajetan,59
Ralph Cudworth,59
Clitomachus,59
Baron d'Holbach,59
Charles Hartshorne,58
Anthony Kenny,58
Empedocles,58
George Santayana,58
Crispin Wright,58
Apollonius of Tyana,58
William Alston,58
Albinus,57
Ernst Troeltsch,57
Zhu Xi,57
Karl Barth,57
Arthur Schopenhauer,57
Buddhaghosa,57
Panaetius,56
Vedanta Desika,56
Galileo Galilei,56
Strato of Lampsacus,56
Cleanthes,56
Roman Ingarden,56
Reinhold Niebuhr,56
Novalis,56
Charles Darwin,55
Desiderius Erasmus,55
Rudolf Otto,55
Archytas,55
Rudolf Bultmann,54
Bernard Bolzano,54
Alfred North Whitehead,54
Calcidius,54
Walter Kaufmann,54
Solomon Ibn Gabirol,54
Hippocrates,54
David Kaplan,54
Max Weber,53
George Berkeley,53
Anaximander,53
Aenesidemus,53
Hippasus,53
Paul Feyerabend,53
Deng Xi,53
David the Invincible,53
Theodoric of Freiberg,52
Crantor,52
Thomas Hobbes,52
Gaius Marius Victorinus,52
Rudolf Carnap,52
Lev Shestov,51
Kanada,51
Metrodorus of Stratonicea,51
Chrysanthius,51
Dharmakirti,51
Aedesius,51
Alhazen,50
Han Yu,50
Shang Yang,50
Antisthenes,50
Noam Chomsky,50
Jean Buridan,50
Bas van Fraassen,50
Hilary Putnam,49
John Peckham,49
Emil Brunner,49
Hegesias of Cyrene,49
Philostratus,48
Afrikan Spir,48
Robert Merrihew Adams,48
Kang Youwei,48
Vladimir Lenin,48
Li Si,48
William Wollaston,47
Stilpo,47
Feng Youlan,47
Mahavira,47
Leucippus,47
Cheng Yi,47
Alexander of Hales,46
Metrodorus of Lampsacus,46
Cheng Hao,46
Giles of Rome,46
Thrasymachus,46
Dong Zhongshu,46
Jeremy Bentham,46
Diogenes of Oenoanda,45
Mou Zongsan,45
Gilles Deleuze,45
C. D. Broad,45
Wang Fuzhi,45
Jean-Paul Sartre,45
Nicole Oresme,45
Sengzhao,44
Archimedes,44
Bernard of Chartres,44
Huang Zongxi,44
Timon of Phlius,44
Friedrich Engels,44
Vincent Ferrer,44
Diodorus Cronus,43
Albert of Saxony,43
Carl Gustav Hempel,43
Thomas Reid,43
Prodicus,43
Peter Singer,43
Dominicus Gundissalinus,43
Euclid of Megara,43
Gautama Buddha,43
Marsilius of Inghen,43
Gilbert Ryle,42
Godfrey of Fontaines,42
Shen Buhai,42
Epimenides,42
Ikhwan al-Safa',42
Wilfrid Sellars,42
Favorinus,42
Emmanuel Levinas,42
Otto Neurath,42
Guan Zhong,41
