Name,RawCentrality
Plato,781
Aristotle,677
Cicero,330
Averroes,290
Confucius,266
Voltaire,266
Thomas Aquinas,258
Ibn Khaldun,254
Anselm,245
Mozi,235
Immanuel Kant,233
Al-Ghazali,225
Bertrand Russell,224
David Hume,224
Mencius,220
Socrates,210
Al-Farabi,209
Solomon,190
Karl Marx,189
Avicenna,188
Arius,187
Bonaventure,181
Blaise Pascal,173
Thucydides,171
Plotinus,168
Friedrich Nietzsche,166
Augustine of Hippo,166
Xenophon,165
Tertullian,162
William James,161
Bede,159
Han Fei,156
William of Ockham,155
Sun Tzu,155
Proclus,154
Alvin Plantinga,153
Meister Eckhart,151
John Locke,151
Edmund Husserl,149
Roger Bacon,147
Baruch Spinoza,146
Chanakya,145
Nicholas Wolterstorff,145
Henry of Ghent,140
Pseudo-Dionysius the Areopagite,140
Ludwig Wittgenstein,139
Peter van Inwagen,133
Martin Heidegger,132
Al-Kindi,132
Porphyry,131
Duns Scotus,127
Marsilio Ficino,126
Peter Lombard,123
G. E. Moore,123
Alasdair MacIntyre,121
Henri Bergson,120
Karl Popper,120
Gorgias,120
Edward N. Zalta,120
Nicolas Malebranche,119
Isaac Newton,119
Vladimir Solovyov,118
Albertus Magnus,118
Gottlob Frege,117
Giovanni Pico della Mirandola,116
Jean-Luc Marion,116
Daniel Dennett,115
Gabriel Marcel,114
Adi Shankara,113
Alcuin,111
Pythagoras,110
Saul Kripke,110
Galen,108
Lucian,108
Lucretius,107
Thomas More,106
Nicholas of Cusa,104
Valluvar,104
Ambrose,104
Xenocrates,103
Chrysippus,103
Parmenides,102
Robert Grosseteste,101
Ramon Llull,101
Sigmund Freud,100
Isidore of Seville,99
Arcesilaus,99
Carneades,98
Apuleius,98
Menedemus,98
Martin Luther,97
Michael Dummett,97
Iamblichus,97
Martin Buber,97
Clement of Alexandria,95
Ammonius Hermiae,94
Philo of Larissa,94
Alonzo Church,93
Syrianus,93
Speusippus,93
Abhinavagupta,93
Roderick Chisholm,92
Hippias,92
Leo Strauss,92
Damascius,92
Alcinous,91
Ammonius Saccas,91
Peter Geach,91
Boetius of Dacia,91
Numenius of Apamea,91
William Lane Craig,91
Richard Swinburne,90
Noam Chomsky,90
Hilary Putnam,90
Pyrrho,89
Epicurus,89
John Dewey,89
Thomas Carlyle,88
Paul of Venice,88
Antony Flew,87
Theophrastus,86
Democritus,86
Peter Singer,86
Alexander Pruss,85
Albert Einstein,84
Vasubandhu,84
John Stuart Mill,84
Aristides,83
Pierre Gassendi,83
Dante Alighieri,82
John of Damascus,82
Josiah Royce,82
Elias,82
Fakhr al-Din al-Razi,81
Arthur Schopenhauer,81
Gilbert Ryle,81
Frithjof Schuon,81
Paul Tillich,80
Mulla Sadra,80
Rudolf Carnap,80
Jacques Maritain,79
Ralph Waldo Emerson,78
Bernard of Clairvaux,78
Wilfrid Sellars,78
Adam Smith,77
Charles Sanders Peirce,77
Cyril of Alexandria,77
Paul Feyerabend,77
Tommaso Campanella,77
Giambattista Vico,76
Frederick Copleston,76
Karl Rahner,76
Bas van Fraassen,75
Ibn Arabi,75
Thales,74
Gregory of Nyssa,74
Ernst Cassirer,74
Giordano Bruno,74
Francis Bacon,74
Alfred North Whitehead,74
Ramanuja,73
Ibn Hazm,73
Francis of Assisi,73
Karl Barth,73
Athanasius of Alexandria,72
Hildegard of Bingen,72
William Alston,72
Sextus Empiricus,71
Alice Crary,71
George Berkeley,71
Hasdai Crescas,70
Friedrich Schleiermacher,70
Ibn Daud,70
Kapila,70
Gersonides,70
Pope Gregory I,70
Charles Darwin,69
Mircea Eliade,69
Ernst Haeckel,69
Richard Rorty,69
Ludwig Feuerbach,69
William Whewell,69
Ptolemy,68
Auguste Comte,68
John Henry Newman,68
Francisco de Vitoria,68
Otto Neurath,68
Anthony Kenny,68
Carl Gustav Hempel,68
Crispin Wright,67
Hans Reichenbach,67
Ian Hacking,67
Epictetus,67
Charles Hartshorne,67
Jean Vanier,67
Edith Stein,67
Thomas Merton,67
Robert Nozick,66
John McDowell,66
Jeremy Bentham,66
Reinhold Niebuhr,66
Max Weber,66
Saadia Gaon,65
Galileo Galilei,65
Mao Zedong,65
Rabanus Maurus,65
Protagoras,65
John Rawls,65
Baron d'Holbach,65
Posidonius,65
Luis de Molina,65
Alexander of Aphrodisias,65
Pierre Teilhard de Chardin,65
Zeno of Sidon,64
Johannes Tauler,64
Rudolf Bultmann,64
George Santayana,64
Dietrich von Hildebrand,64
Bernard Lonergan,64
Peter Kreeft,64
Marcus Aurelius,63
Maurice Blondel,63
Charles Taylor,63
Walter Hilton,63
Joachim of Fiore,63
Emanuel Swedenborg,63
Ibn Bajjah,63
Anaxagoras,63
Gilles Deleuze,62
Henry More,62
Ernst Troeltsch,62
Nagarjuna,62
Thomas Cajetan,62
Sun Yat-sen,62
Miskawayh,62
Longinus,62
Jean-Paul Sartre,61
Rudolf Otto,61
C. D. Broad,61
Alice von Hildebrand,61
P. F. Strawson,61
Susan Haack,61
Novalis,61
Dharmakirti,60
Zeno of Citium,60
