movie_cd,title,director,actors,actor_count,release_date,genre,genre_count,production_year,show_time
20208245,핸섬가이즈,남동협,"['이성민', '이희준', '공승연', '박지환', '이규형', '장동주', '강기둥', '빈찬욱', '정화', '김도훈', '박경혜', '우현', '임원희', '이서환', '송유현', '제임스 호란']",16,20240626,['코미디'],1,2023,101
20232077,어른 김장하,김현지,['김장하'],1,20231115,['다큐멘터리'],1,2023,104
20232839,차박- 살인과 낭만의 밤,형인혁,"['데니 안/ 안신원', '김민채', '홍경인', '한민엽', '이윤지', '김학철', '임효진', '채 이', '최민성', '김정문', '임인정', '지연애', '조권상']",13,20230913,['스릴러'],1,2023,83
20227570,울산의 별,정기혁,"['김금순', '최우빈', '변중희', '주시현', '임정민', '고윤아', '조현준']",7,20240124,['드라마'],1,2022,117
20173761,犬견 : 버려진 아이들,서하늘,"['박재홍', '도윤', '한이진', '강소완', '손예은', '이윤경', '김은정', '이태린', '봉신주', '고재근', '김태성', '김현우', '임지민', '이민욱', '김하얀', '박혜진', '연수', '이나겸', '이상수', '송승환', '정채린', '전현진', '차성제', '방승우', '박선주', '하연이', '최찬숙', '이선주', '강수미', '이인규', '황성현', '이음', '유인혜', '홍수현', '최원정', '한상경', '전현수', '정규남', '문상민', '이도경', '임보현', '이영훈', '정민송', '박소윤', '한혜선', '이수혁', '강소백', '황수빈', '유영민', '정윤식', '신채이', '정진권', '김동주', '박제린', '이응철', '전수민', '홍제인', '권민혁', '박종원']",59,20201018,"['범죄', '스릴러']",2,2019,103
20200142,소방관,곽경택,"['주원', '곽도원', '유재명', '이유영', '김민재', '오대환', '이준혁', '장영남', '황성준', '허진', '홍상표', '김민주', '이용이', '정종준', '정기섭', '권영민', '김율호', '한재웅', '곽영신', '허승', '박세호', '홍재민', '최상재', '송우림', '김한솔', '박화진', '정기용', '유성주', '전현숙', '이강녕', '정효경', '김미화', '서민균', '홍명기', '전상진', '이재우', '민재경', '한기준', '박광설', '이상철', '최재욱', '고현웅', '한장훈', '탁환의', '이학렬', '심상민', '임태훈', '홍의정']",48,20241204,['드라마'],1,2024,106
20228796,하얼빈,우민호,"['현빈', '박정민', '조우진', '전여빈', '박훈', '유재명', '릴리 프랭키', '이동욱', '윤여원', '박제현', '이창근', '서민제', '왕승목', '신우철', '이윤환', '전재현', '김성광', '정승민']",18,20241224,['드라마'],1,2024,113
20249502,"침몰 10년, 제로썸",윤솔지,[],0,20241121,['다큐멘터리'],1,2024,89
20234686,그 여름날의 거짓말,손현록,"['박서윤', '최민재', '유병용', '윤재인', '김채원', '국형', '강유희', '김고은', '정창환', '신승호', '강다은', '강시은', '곽예지', '남의정', '동승환', '명석호', '노주연', '이은균', '성경희']",19,20240828,"['멜로/로맨스', '미스터리']",2,2024,138
20249477,자기만의 방,오세호,"['김환희', '김리예', '백현진', '지성빈', '권유진']",5,20241120,"['가족', '드라마', '코미디', '멜로/로맨스']",4,2024,92
20204271,행복의 나라,추창민,"['조정석', '이선균', '유재명', '우현', '이원종', '전배수', '송영규', '최원영', '강말금', '박훈', '이현균', '진기주', '유성주', '임철형', '김재철', '김법래', '권성일']",17,20240814,['드라마'],1,2024,124
20246269,면접교섭,이주아,[],0,20241225,['다큐멘터리'],1,2024,81
20199448,어린 의뢰인,장규성,"['이동휘', '유선', '최명빈', '이주원', '한대훈', '한동희', '부진설', '고수희', '서정연', '원현준', '이나라', '정준원', '이현균', '이지훈', '이로운', '이봄', '정희태', '김보연', '조덕현', '신미림', '정선희', '양희원', '장정연', '박미리', '강지현', '고경희', '도한나', '김가은', '서병철', '김나경', '박준희', '손광익', '배진아', '김명신', '백승철', '신영주', '변주현', '신정섭', '신혜정', '김보경', '오규택', '오정우', '오준호', '옥주리', '최민정', '장규성', '이주열', '허승', '이준형', '장한나', '제승현', '김호정', '전정일', '김종선', '정규연', '김시영', '김시윤', '조태일', '정민석', '고유림', '구순모', '권방현', '길상우', '이동영', '이동욱', '이미영', '임용순', '김주황', '이헌주', '조은혁', '정시후', '도건후', '주소망', '나주호', '주은옥', '남종수', '원현준', '한희정', '김태윤', '유이', '민정기', '차준희', '민효경', '윤성욱', '신나라', '정준원', '정지웅', '신아정', '안귀령', '이황의', '박지서', '전은미', '전하늘', '백연재', '백우재', '오효진', '하윤서', '한갑수', '한예성', '김성준', '조셉']",101,20190522,"['드라마', '가족']",2,2019,114
20232284,만분의 일초,김성환,"['주종혁', '문진승', '장준휘', '김용석', '최민철', '이주연', '박지아', '조유신', '전진기', '오자훈', '최웅희', '홍택근', '최선중']",13,20231115,"['액션', '드라마', '스릴러']",3,2023,99
20201792,액션동자,최영민,"['홍정민', '윤성우', '최현진', '함희수', '김서율', '배주원', '정종훈', '한형민', '송창수', '임태빈', '신우준', '엄주연', '서장현', '정지민', '박승준', '최양재', '최혜원', '박지우', '박지수', '최치우', '최소율', '홍라윤', '김연주', '강성현', '최경원', '이중현', '맹봉학', '김흥래', '장지웅', '한규남', '문호진', '박재현', '김종연', '신경호', '이재화', '김현아', '홍서준', '김찬미', '최정현', '김숙인', '정유미', '이정진', '노은정', '최창근', '신치영', '임희정', '박형경', '최영록', '김효진', '주영란', '이상협', '최건희', '공연해', '홍미영', '유상희', '임창재', '민경철', '윤영호', '이준일']",59,20220505,['액션'],1,2022,98
20217388,육지것들,이황,['소이'],1,20230608,['코미디'],1,2022,98
20234045,설계자,이요섭,"['강동원', '이무생', '이미숙', '이현욱', '탕준상', '김홍파', '김신록', '이동휘', '정은채', '현봉식', '윤복인', '이종석', '장희진', '우지현', '김태준', '최병윤', '유동훈', '김민광', '강주현', '나경철', '안예은', '이윤재', '하정민', '류한선', '손경원', '류성록', '이정현', '정기욱', '박정표', '오일영', '김낙균', '이두석', '박병관', '조정민', '정유진', '정우혁', '최정화', '이순풍', '김병철', '이은주', '박현실', '한상균', '윤단비', '박진감', '홍기주', '황재열', '홍석빈', '황재훈', '박강섭']",49,20240529,"['범죄', '드라마']",2,2022,99
20249733,사랑의 하츄핑,김수훈,"['이지현', '조경이', '최낙윤', '여민정', '홍소영', '홍범기', '김하영', '류승곤', '조현정', '김은아', '장예나', '엄상현']",12,20240807,['애니메이션'],1,2024,86
20234713,딸에 대하여,이미랑,"['오민애', '허진', '임세미', '하윤경']",4,20240904,['드라마'],1,2023,105
20232134,돌핀,배두리,"['권유리', '길해연', '현우석', '박미현', '심희섭', '김학선', '한승도', '김민석', '하승연', '원미원', '김명지', '김용준', '강세현', '조민국']",14,20240313,['드라마'],1,2023,89
20190300,보고타: 마지막 기회의 땅,김성제,"['송중기', '이희준', '권해효', '박지환', '조현철', '김종수']",6,20241231,"['범죄', '드라마']",2,2024,106
20236462,세입자,윤은경,"['김대건', '허동원', '박소현', '함상혁', '박봉우']",5,20241204,"['SF', '스릴러', '공포(호러)', '판타지']",4,2023,88
20233217,더 킬러스,이명세,"['심은경', '연우진', '홍사빈', '지우', '오연아', '장현성', '이재균', '고창석', '김금순']",9,20241023,"['드라마', '액션', '스릴러']",3,2023,118
20247017,대가족,양우석,"['김윤석', '이승기', '김성령', '강한나', '박수영', '김시우', '윤채나', '심희섭', '길해연', '이순재', '강명환', '이보람']",12,20241211,"['드라마', '코미디']",2,2023,106
20235568,언더 유어 베드,사부,"['이지훈', '이윤우', '신수항']",3,20231213,"['스릴러', '멜로/로맨스']",2,2023,99
20230167,아줌마,허 슈밍,"['홍휘팡', '강형석', '정동환', '여진구', '변승채']",5,20231129,['드라마'],1,2022,89
20252467,자살 전 준비 운동,이민규,[],0,20241225,['드라마'],1,2024,8
20233218,6시간 후 너는 죽는다,이윤석,"['박주현', '정재현', '곽시양', '김민상', '이철우', '이수정', '류제승', '황휘', '오정환', '진대연', '손승택']",11,20241016,['스릴러'],1,2024,90
20223452,레이디,오성수,['오성수'],1,20230726,"['드라마', '멜로/로맨스', '코미디']",3,2022,114
20233213,여름이 끝날 무렵의 라트라비아타,윤석호,"['김지영', '배수빈', '윤지민', '윤상정', '배민준', '정영숙', '박현숙']",7,20240911,"['드라마', '멜로/로맨스']",2,2023,115
20236566,언니 유정,정해일,"['박예영', '이하은', '김이경', '홍지석']",4,20241204,"['가족', '드라마']",2,2022,100
20248530,아침바다 갈매기는,박이웅,"['윤주상', '양희경', '박종환', '양미선', '정애화', '이성미', '재니스', '정경임', '오만석', '김재금', '김은석', '정예은영', '유순웅', '나종민', '윤지수', '김정회', '손성찬', '정윤영', '함건수', '안토니', '백현', '박원상', '문정웅', '유성간', '김필', '최희진', 'Le Chi Nguyen', '라호찬', '백승원', '주인영', '정회린', '임우철', '박승준', '김담호', '유은영', '홍성오', '엄옥란']",37,20241127,"['드라마', '가족']",2,2024,113
20231415,소풍,김용균,"['나문희', '김영옥', '박근형', '류승수', '이항나', '공상아', '임지규', '최선자', '이용이', '한태일', '곽자형', '정혜자', '나호숙', '차희', '신예서', '엄주연', '이주미', '황효은', '나은미', '허종오', '장재용', '조형우', '성병숙']",23,20240207,['드라마'],1,2024,113
20245240,상간시대,이타치,[],0,20241108,"['성인물(에로)', '드라마', '멜로/로맨스']",3,2024,70
20242368,하숙집 딸은 맛있다-상상하면 벗는다,이타치,[],0,20240816,"['성인물(에로)', '드라마', '멜로/로맨스']",3,2024,72
20241268,미안하다 사정했다,이타치,[],0,20240712,"['성인물(에로)', '드라마', '멜로/로맨스']",3,2024,72
20240132,마스크 걸-라이브 방송,이타치,[],0,20240524,"['성인물(에로)', '드라마', '멜로/로맨스']",3,2024,72
20227122,스물다섯 그리고 스물,이타치,[],0,20221104,"['성인물(에로)', '드라마', '멜로/로맨스']",3,2022,88
20227136,나에게 남은 섹스시간,이타치,[],0,20221014,"['성인물(에로)', '드라마', '멜로/로맨스']",3,2022,77
20226449,죽여주는 여자,이타치,[],0,20220902,"['성인물(에로)', '드라마', '멜로/로맨스']",3,2022,74
20224002,살색을 찍는 사람들,이타치,[],0,20220603,"['성인물(에로)', '드라마', '멜로/로맨스']",3,2021,81
20212721,에스코트,이영인,[],0,20220107,"['성인물(에로)', '드라마', '멜로/로맨스']",3,2021,70
20223191,모텔방에서 사는 여자,이타치,[],0,20220204,"['성인물(에로)', '드라마', '멜로/로맨스']",3,2021,72
20211986,젊은 장모님,이영인,[],0,20211217,"['멜로/로맨스', '드라마']",2,2021,74
20212714,이 죽일놈의 사정,이타치,[],0,20220114,"['성인물(에로)', '멜로/로맨스', '드라마']",3,2021,78
20211342,옆집 아줌마,이영인,[],0,20211112,"['멜로/로맨스', '드라마']",2,2021,70
20210452,바람난 남편,이영인,[],0,20211015,"['멜로/로맨스', '드라마']",2,2021,86
20202901,완벽한 여자,윤준세,[],0,20201009,"['멜로/로맨스', '드라마']",2,2020,72
20202904,마지막 사랑,윤준세,[],0,20200904,"['멜로/로맨스', '드라마']",2,2020,78
20201365,장모의 맛,윤준세,[],0,20200724,"['멜로/로맨스', '드라마']",2,2020,71
20234796,비밀,소준범,"['김정현', '박성현', '길해연', '다원', '송병훈', '이형구', '윤동원', '유태규', '박성민']",9,20231213,"['미스터리', '드라마', '스릴러']",3,2023,110
20212352,1승,신연식,"['송강호', '박정민', '장윤주', '아청']",4,20241204,['드라마'],1,2021,107
20233261,청설,조선호,"['홍경', '노윤서', '김민주', '정용주', '정혜영', '현봉식', '안민영', '고경만', '송유라', '장인호', '하승연', '김가은', '조하늘', '신혜리', '오현진', '유가은', '김지인', '김시찬', '오지영', '이환범', '한재아', '추한솔', '김소희', '박소정', '김현지', '조덕현', '이서진', '고재경', '하시안', '이우주', '최도윤', '조경재', '임형석', '고예린', '천랑']",35,20241106,"['드라마', '멜로/로맨스']",2,2024,108
20245445,가사도우미-내 남편과 자도 좋아,이타치,[],0,20241206,"['성인물(에로)', '드라마', '멜로/로맨스']",3,2024,73
20245239,기남기녀 단톡방-집밥만 먹으면 질리잖아,이타치,[],0,20241101,"['성인물(에로)', '드라마', '멜로/로맨스']",3,2024,71
20244462,위장부부,이타치,[],0,20241004,"['성인물(에로)', '드라마', '멜로/로맨스']",3,2024,72
20242367,몇 번을 채워도 모자란 깊은구멍,이타치,[],0,20240819,"['성인물(에로)', '드라마', '멜로/로맨스']",3,2024,72
20247027,조건섹스:라스트 원나잇,이타치,[],0,20240209,"['성인물(에로)', '드라마', '멜로/로맨스']",3,2023,70
20240058,BJ 떡방 수사대,이타치,[],0,20240524,"['성인물(에로)', '드라마', '멜로/로맨스']",3,2024,74
20231306,이 구역 섹스에 미친X,이타치,[],0,20230519,"['성인물(에로)', '드라마', '멜로/로맨스']",3,2023,91
20241269,재벌집 여비서-고자아들을 부탁해,이타치,[],0,20240719,"['성인물(에로)', '드라마', '멜로/로맨스']",3,2024,72
20248083,원 안에 사람들,임철빈,"['홍인', '홍서준', '김은주', '허욱', '최하윤', '박혜진', '서승원', '김도균', '이나연', '이슬기']",10,20241214,['드라마'],1,2024,118
20247430,퍼스트레이디,정보없음,[],0,20241212,['다큐멘터리'],1,2024,105
20200129,러브라인,권아영,"['정다이', '김소우', '여대현', '이어진', '전희연', '정철', '조재경']",7,20201101,['기타'],1,2020,60
20233781,미망,김태양,"['이명하', '하성국', '박봉준', '백승진', '정수지']",5,20241120,"['멜로/로맨스', '드라마']",2,2023,92
20247574,아메바 소녀들과 학교괴담: 개교기념일,김민하,"['김도연', '손주연', '강신희', '정하담', '하서율', '이은희', '전소민', '이준혁', '고규필', '양치승', '이예진', '주예지', '김강희', '이화원', '이원욱', '정수현', '황재필', '정우영', '백효원', '김민영']",20,20241106,"['코미디', '공포(호러)']",2,2024,90
20232137,"결혼, 하겠나?",김진태,"['이동휘', '강신일', '한지은', '차미경', '박성근', '박소진', '김미향', '허준석', '유재명', '장명갑', '조련', '박준성', '이정비', '김종인', '정서인', '배재원']",16,20241023,['코미디'],1,2021,102
20230137,"컷, 다시 갈게요",김한재,"['신정웅', '김강희', '이원웅', '심건우', '오예림']",5,20241229,['드라마'],1,2022,97
20243410,남편 상사 : 아내가 접대하는 날,정보없음,[],0,20241227,['멜로/로맨스'],1,2024,71
20249152,유혹 : 여자가 하고 싶을 때,정보없음,[],0,20241220,['멜로/로맨스'],1,2024,62
20248059,취업의 정석,정보없음,[],0,20241218,"['드라마', '성인물(에로)']",2,2024,70
20242366,누나 친구 4,민정현,[],0,20241216,['멜로/로맨스'],1,2024,61
20233057,아마존 활명수,김창주,"['류승룡', '진선규', '이고르 페드로소', '루안 브룸', 'J.B. 올리베이라', '염혜란', '고경표']",7,20241030,['코미디'],1,2024,112
20249860,투명 인간 아내의 불륜,정보없음,[],0,20241226,"['성인물(에로)', '드라마']",2,2024,123
20249862,아버지 올라타 트월킹 추는 이쁜이,정보없음,[],0,20241226,"['성인물(에로)', '드라마']",2,2024,117
20245549,남편도 빨아버린 섹스중독 여동생,정보없음,[],0,20241206,['성인물(에로)'],1,2024,71
20247369,돌아온 형수의 순수 욕정,정보없음,[],0,20241205,"['드라마', '성인물(에로)']",2,2024,70
20246488,구멍의 역습,정보없음,[],0,20241205,['성인물(에로)'],1,2024,65
20247047,싸게해주는 일타강사,정보없음,[],0,20241204,['성인물(에로)'],1,2024,61
20241261,스와핑 동창회,정보없음,[],0,20241204,['멜로/로맨스'],1,2024,62
20204422,오랜만이다,이은정,"['방민아', '이가섭']",2,20241225,['드라마'],1,2022,92
20244318,남편은 몰라요,정보없음,[],0,20241201,['멜로/로맨스'],1,2024,71
20212932,탈주,이종필,"['이제훈', '구교환', '홍사빈', '서현우', '이성욱', '정준원', '장영남', '송강', '이솜', '이호정', '배철수', '이호철', '한동희', '김재우', '이주광', '진희규', '박주훈', '양영문', '박다원', '진하랑', '박성민', '김동률', '김상흔', '박윤희', '우정원', '차순배', '송요셉', '진용욱', '정하늘', '박예나', '유지완', '이태영', '강효준', '강희제', '이승용', '강이안', '김호영', '최세용', '박가영', '차준서', '김다솔', '장우영', '황정민', '홍정호', '김윤배', '이동기', '고국희', '김미소', '황정용', '고서정', '박상호', '윤준호', '이창민', '윤도', '민현우', '최현태', '박준수', '신동현', '이재혁', '이호준', '김경래', '정찬우', '김상일', '강태우', '김동훈', '남주현', '김재석', '박근형', '김한상', '문형철', '박준환', '윤상돈', '이무녕', '김수민']",74,20240703,['액션'],1,2024,94
20249411,힘을 낼 시간,남궁선,"['최성은', '현우석', '하서윤', '강채윤', '홍상표']",5,20241218,['드라마'],1,2024,99
20236696,하우치,김명균,"['지대한', '유라', '손지나', '오재무', '서태화', '태항호', '김도엽', '김진근', '장명갑', '문채영', '김병옥', '박경혜', '장지건']",13,20241113,"['멜로/로맨스', '드라마']",2,2023,114
20249171,미생: 더할 나위 없었다,정보없음,[],0,20241220,['드라마'],1,2014,67
20245682,보이지 않는,정희준,"['홍상진', '윤정열', '이은지', '원종철', '장영진']",5,20241219,"['액션', '스릴러']",2,2023,67
20241180,"괜찮아, 앨리스",양지혜,"['이주연', '황하름', '오연호', '김혜일', '김민지', '성의준', '박선하', '박태준', '정병오', '정수완', '성종호', '이순영', '이준희', '이완수', '황인근', '국세은', '안재운']",17,20241113,['다큐멘터리'],1,2023,74
20236228,오후 네시,송정우,"['오달수', '장영남', '김홍파']",3,20241023,['드라마'],1,2024,111
20246939,정동원 성탄총동원 더 무비,나상인,['정동원'],1,20241218,['공연'],1,2024,115
20224726,섬·망(望),박순리,"['이은', '최원정', '박세기', '오민정', '홍강우', '이길원', '김이담', '한예서', '김민서']",9,20241217,['드라마'],1,2024,154
20240925,"안녕, 할부지",토마스 고,"['푸바오', '아이바오', '러바오', '루이바오', '후이바오', '강철원', '송영관', '오승희', '이세현']",9,20240904,"['다큐멘터리', '애니메이션']",2,2024,94
20190353,사흘,현문섭,"['박신양', '이민기', '이레', '김세정', '최미라', '김근영']",6,20241114,"['공포(호러)', '미스터리']",2,2020,94
20248335,에픽하이 20 더 무비,조윤수,"['타블로', '투컷', '미쓰라']",3,20240320,['공연'],1,2024,115
20212402,모래바람,박재민,[],0,20241127,['다큐멘터리'],1,2023,79
20200523,물방울을 그리는 남자,브리짓 부이요,['김창열'],1,20220928,['다큐멘터리'],1,2021,79
20245975,금기 속에서 피어난 그녀,모니카,[],0,20241213,"['성인물(에로)', '드라마', '멜로/로맨스']",3,2024,70
20247068,엔시티 드림 미스터리 랩: 드림 이스케이프 인 시네마,오윤동,[],0,20241211,['공연'],1,2024,137
20247246,김범수 25주년 콘서트 필름 : 여행,정보없음,[],0,20241211,['공연'],1,2024,91
20245193,루프,구상범,"['이효제', '정지훈', '유신', '최용욱']",4,20241204,"['드라마', '스릴러']",2,2024,78
20243668,오늘부터 1일,김경수,"['이문식', '연이안', '하종우', '서나영', '문진승', '지대한', '박상면']",7,20241206,"['스릴러', '멜로/로맨스']",2,2024,106
20247180,섹스로 만사형통,정보없음,[],0,20241206,['성인물(에로)'],1,2024,74
20247179,남편의 불륜을 눈치챈 어린 미시,정보없음,[],0,20241205,['성인물(에로)'],1,2024,74
20247182,길거리에서 만난 색정녀,정보없음,[],0,20241205,['성인물(에로)'],1,2024,74
20244546,"알엠: 라이트 피플, 롱 플레이스",정보없음,[],0,20241205,['다큐멘터리'],1,2024,79
20225184,히든페이스,김대우,"['송승헌', '조여정', '박지현', '박지영', '박성근', '변중희', '박영준', '이혜령', '유예린', '주예린', '이소영', '고나영', '손은호', '윤세웅', '서문호', '심우성', '오누리', '이문빈', '손주환', '한예원', '신재영', '차미경', '김유나', '이혜연', '남명지', '임정혁', '하동훈']",27,20241120,['스릴러'],1,2024,115
20245399,4분 44초,박종균,"['유지애', '함연지', '온유', '이성열', '김소원', '임나영', '이수민', '권현빈', '장영남', '조지승', '류성현', '김아현']",12,20241101,['공포(호러)'],1,2022,44
20234710,한 채,허장,"['임후성', '이도진']",2,20241120,['드라마'],1,2024,90
20246609,"플레이브 팬 콘서트 ‘헬로, 아스테룸!’ 앙코르 인 시네마",정보없음,[],0,20241204,['공연'],1,2024,194
20247347,투모로우바이투게더 : 하이퍼포커스 인 시네마,김경국,[],0,20241204,['공연'],1,2024,41
20249398,카인의 도시,송창수,"['이병준', '강현수', '강동하', '유건우', '기정수']",5,20241204,['드라마'],1,2024,110
20235994,원정빌라,김선국,"['이현우', '문정희', '방민아']",3,20241204,"['공포(호러)', '스릴러']",2,2024,86
20247181,술 취해 밤새 박힌 청순녀,정보없음,[],0,20241204,['성인물(에로)'],1,2024,74
20244555,더 영 맨 앤드 더 딥 씨 (비투비 임현식),권진모,[],0,20241204,['다큐멘터리'],1,2023,61
20247178,공부 대신 삽입을 원하는 여대생,정보없음,[],0,20241204,['성인물(에로)'],1,2024,73
20225894,뉴 노멀,정범식,"['최지우', '이유미', '최민호', '표지훈', '하다인', '정동원', '이문식', '이주실', '이동규', '황승언', '김미화', '김하람', '이주우', '류제윤', '이현지']",15,20231108,"['스릴러', '드라마', '코미디']",3,2023,112
20234692,딜리버리,장민준,"['김영민', '권소현', '권소현', '강태우', '동방우', '박성일', '임도윤', '한선애', '전이서', '이윤희', '김혜란', '윤슬', '임정운', '동현배', '곽산', '신민재', '김소정', '이다은', '박소을', '공나예', '박서윤', '정호익', '이다인', '신민재', '김소정', '신세영', '강현아', '장두경']",28,20241120,"['드라마', '가족', '코미디']",3,2024,101
20192101,히트맨,최원섭,"['권상우', '정준호', '황우슬혜', '이이경', '이지원', '허성태', '김조운', '허동원', '이준혁', '이중옥', '김풍', '황병국', '박두식', '김미희', '한철우', '이상원', '김길동', '배진웅', '안성봉', '주서은', '권유준', '이상이', '오자훈', '배민준', '박경근', '손성찬', '문정대', '이건구', '하경민', '김사란', '신수오', '조셉', '손태양', '채인우', '김건', '서성균', '박가은', '안보라', '권반석', '황태희', '김원영', '변동욱', '강현우', '정수용', '심상윤', '이윤규', '신희정', '윤동주', '심홍섭', '배재성', '장필상', '박지해', '나승준', '손지민', '이한종', '아우 티투 솔루키', '문정수', '김원중', '김흥태', '김관영', '김대근', '우광제', '이왕수', '남승화', '이창섭', '임효우', '박현선', '주창욱', '문형돈', '원우', '최재현', '올렉 오스트로스키', '디미트리 키에르베', '서정훈', '신기원', '박예찬', '임효진', '설윤지', '강영준', '옥주리', '김성준', '이승아', '김나은', '히트맨', '박상연', '김종석', '이동혁', '이승민', '이건우', '최준혁', '박도영', '양정두', '유재근', '김민성', '김재명', '김동현', '도현', '이건', '최지민', '안영주', '윤준호', '이동욱', '박창희', '노희중', '최지혜', '유지연', '이재남', '박성진', '이상진', '이금용']",110,20200122,"['코미디', '액션']",2,2019,109
20225967,니자리,홍상진,"['김신용', '김미영', '이은지', '최민영', '이재훈', '민수진']",6,20240620,"['공포(호러)', '코미디']",2,2021,106
20247370,엘스타 2 : 드리미 스테이지,정보없음,[],0,20241130,"['애니메이션', '공연']",2,2024,79
20246507,K여대생 지우의 흑인과 첫경험,정보없음,[],0,20241129,['성인물(에로)'],1,2024,52
20247167,북창동 여대생 룸싸롱,정보없음,[],0,20241127,['성인물(에로)'],1,2024,61
20245122,승무원 교육,정보없음,[],0,20241126,['성인물(에로)'],1,2024,75
20246443,색녀 : 고추먹고 맴맴,정보없음,[],0,20241123,['멜로/로맨스'],1,2024,64
20246326,발정난 수현의 젖은 성감대,천성준,[],0,20241122,['성인물(에로)'],1,2024,54
20244737,친구 누나 5,정보없음,[],0,20241115,['멜로/로맨스'],1,2024,61
20245644,여교수의 은밀한 수업,정보없음,[],0,20241106,['성인물(에로)'],1,2024,61
20244342,친구엄마 2024,정보없음,[],0,20241105,['멜로/로맨스'],1,2024,63
20245573,맛있는 여자 : 나도 하고 싶다,정보없음,[],0,20241103,['멜로/로맨스'],1,2024,62
20244659,이혼녀 밑으로 넣어버린 유부남,정보없음,[],0,20241101,['성인물(에로)'],1,2024,
20245788,구멍으로 위로해 주는 사모님,정보없음,[],0,20241128,['성인물(에로)'],1,2024,72
20235815,아가미,유승원,"['유승원', '정가현']",2,20241127,"['가족', '드라마', '미스터리']",3,2023,76
20245671,백현: 론스달라이트 닷 인 시네마,김하민,['백현'],1,20241127,['공연'],1,2024,89
20247488,골때리고 떡 때리는 그녀들: 전반,정보없음,[],0,20241126,['드라마'],1,2024,64
20246226,오빠 뜻대로 대주는 여동생,정보없음,[],0,20241122,['성인물(에로)'],1,2024,72
20246227,벌려준 거래처 여직원,정보없음,[],0,20241122,['성인물(에로)'],1,2024,74
20231042,빅토리,박범수,"['이혜리', '박세완', '이정하', '조아람', '최지수', '백하이', '권유나', '염지영', '이한주', '박효은', '이찬형', '현봉식', '이미도', '지이수', '박소연', '방정민', '주진모', '손병욱', '이시훈', '한종훈', '윤대열', '서동훈', '오준혁', '이재남']",24,20240814,['드라마'],1,2024,119
20245769,내 애인 옆에서 삽입한 남의 구멍,정보없음,[],0,20241121,['성인물(에로)'],1,2024,73
20212407,씨앗의 시간,설수안,[],0,20241120,['다큐멘터리'],1,2022,100
20209348,쓰리: 아직 끝나지 않았다,박루슬란,[],0,20220421,"['드라마', '범죄', '스릴러']",3,2020,101
20246394,"뉴클래식 프로젝트 미안하다, 사랑한다",정보없음,[],0,20241116,['멜로/로맨스'],1,2024,378
20246215,삽입감이 다른 두 여자,정보없음,[],0,20241115,['성인물(에로)'],1,2024,70
20246216,나이 많은 청소 아줌마의 문란한 구멍,정보없음,[],0,20241115,['성인물(에로)'],1,2024,71
20245787,미공개 속살 맛 보여준 노처녀,정보없음,[],0,20241114,['성인물(에로)'],1,2024,73
20240056,춘천대첩 72시간,최동호,['이덕화'],1,20241113,['다큐멘터리'],1,2024,94
20246021,오빠 남진 라이브 콘서트,정인성,['남진'],1,20241113,['공연'],1,2024,85
20212428,되살아나는 목소리,박마의,"['박수남', '박마의']",2,20241113,['다큐멘터리'],1,2023,148
20248553,최소한의 선의,김현정,"['장윤주', '최수인', '정순범', '수현', '김유희', '성현욱']",6,20241030,['드라마'],1,2024,110
20239574,세상 참 예쁜 오드리,이영국,"['김정난', '박지훈', '김보영', '김기두', '김이경', '전영미', '하시은', '이필모', '장신영']",9,20241024,"['가족', '드라마']",2,2022,100
20227979,보통의 가족,허진호,"['설경구', '장동건', '김희애', '수현', '홍예지']",5,20241016,['드라마'],1,2022,108
20246202,엘 스타 리:플레이 스테이지,정보없음,[],0,20241109,"['애니메이션', '공연']",2,2024,54
20245786,끈적 쫄깃한 육덕 아줌마,정보없음,[],0,20241107,['성인물(에로)'],1,2024,70
20227527,공작새,변성빈,['김우겸'],1,20241023,['드라마'],1,2023,114
20233201,룩킹포,김태희,['남가현'],1,20241106,['드라마'],1,2023,104
20245121,데드라인,권봉근,"['공승연', '박지일', '정석용', '홍서준', '유승목', '장혁진']",6,20241106,['드라마'],1,2024,85
20249457,"럭키, 아파트",강유가람,"['손수현', '박가영', '이주영', '정애화', '전소현', '최은율', '이지하', '정수지', '유병용', '정보람', '윤부진', '엄옥란', '서은지', '이유경', '이철', '최경준', '서석규', '승의열', '최하윤', '강혜련', '황태현', '손윤환', '남지은', '서수아', '함효종', '김준한', '함요한', '손명호']",28,20241030,['드라마'],1,2024,95
20236319,하와이 연가,이진영,"['리처드 용재 오닐', '김지연', '케올라 비머', '이그나스 장', '게리 박', '예수정']",6,20241030,['드라마'],1,2024,61
20232205,우리는 천국에 갈 순 없지만 사랑은 할 수 있겠지,한제이,"['박수연', '이유미', '신기환', '김현목', '박지안']",5,20241016,['드라마'],1,2022,112
20185249,더러운 돈에 손대지 마라,김민수,"['정우', '김대명', '박병은', '조현철', '정해균', '백수장', '유태오', '임화영', '김윤성']",9,20241017,"['범죄', '드라마']",2,2019,100
20245766,돌싱어부: 대물의 추억,정보없음,[],0,20241101,['드라마'],1,2024,64
20245809,여사장의 사생활,정보없음,[],0,20241030,['성인물(에로)'],1,2024,60
20245643,강남풀싸롱,정보없음,[],0,20241030,['성인물(에로)'],1,2024,61
20243823,매력적인 형수,정보없음,[],0,20241028,['멜로/로맨스'],1,2024,71
