Source,Target,Type,Weight
김지훈_Dir_1,설경구_Act_1,Undirected,1
김지훈_Dir_1,성열석_Act_1,Undirected,1
김지훈_Dir_1,성유빈_Act_1,Undirected,1
김지훈_Dir_1,손산_Act_1,Undirected,1
김지훈_Dir_1,송경아_Act_1,Undirected,1
김지훈_Dir_1,송광원_Act_1,Undirected,1
김지훈_Dir_1,심훈기_Act_1,Undirected,1
김지훈_Dir_1,안문주_Act_1,Undirected,1
김지훈_Dir_1,안성봉_Act_1,Undirected,1
김지훈_Dir_1,안승미_Act_1,Undirected,1
김지훈_Dir_1,안용우_Act_1,Undirected,1
김지훈_Dir_1,어성욱_Act_1,Undirected,1
김지훈_Dir_1,오달수_Act_1,Undirected,1
김지훈_Dir_1,오자훈_Act_1,Undirected,1
김지훈_Dir_1,오재세_Act_1,Undirected,1
김지훈_Dir_1,유재상_Act_1,Undirected,1
김지훈_Dir_1,유현_Act_1,Undirected,1
김지훈_Dir_1,윤경호_Act_1,Undirected,1
김지훈_Dir_1,윤기현_Act_1,Undirected,1
김지훈_Dir_1,윤돈선_Act_1,Undirected,2
김지훈_Dir_1,이건구_Act_1,Undirected,1
김지훈_Dir_1,이경태_Act_1,Undirected,1
김지훈_Dir_1,이광수_Act_1,Undirected,1
김지훈_Dir_1,이나라_Act_1,Undirected,1
김지훈_Dir_1,이다솔_Act_1,Undirected,1
김지훈_Dir_1,이두열_Act_1,Undirected,2
김지훈_Dir_1,이미은_Act_1,Undirected,1
김지훈_Dir_1,이봉규_Act_1,Undirected,1
김지훈_Dir_1,이상욱_Act_1,Undirected,1
김지훈_Dir_1,이상호_Act_1,Undirected,1
김지훈_Dir_1,이순화_Act_1,Undirected,1
김지훈_Dir_1,이승훈_Act_1,Undirected,1
김지훈_Dir_1,이연우_Act_1,Undirected,1
김지훈_Dir_1,이주미_Act_1,Undirected,1
김지훈_Dir_1,이주한_Act_1,Undirected,1
김지훈_Dir_1,이지은_Act_1,Undirected,1
김지훈_Dir_1,이지훈_Act_1,Undirected,1
김지훈_Dir_1,이창윤_Act_1,Undirected,1
김지훈_Dir_1,이학주_Act_1,Undirected,1
김지훈_Dir_1,이현일_Act_1,Undirected,1
김지훈_Dir_1,임원선_Act_1,Undirected,1
김지훈_Dir_1,장광_Act_1,Undirected,1
김지훈_Dir_1,장영_Act_1,Undirected,1
김지훈_Dir_1,전국향_Act_1,Undirected,1
김지훈_Dir_1,전승재_Act_1,Undirected,1
김지훈_Dir_1,전은미_Act_1,Undirected,1
김지훈_Dir_1,정도원_Act_1,Undirected,1
김지훈_Dir_1,정미혜_Act_1,Undirected,1
김지훈_Dir_1,정병호_Act_1,Undirected,1
김지훈_Dir_1,정서인_Act_1,Undirected,1
김지훈_Dir_1,정승길_Act_1,Undirected,1
김지훈_Dir_1,정영숙_Act_1,Undirected,1
김지훈_Dir_1,정용락_Act_1,Undirected,1
김지훈_Dir_1,정용태_Act_1,Undirected,1
김지훈_Dir_1,정우근_Act_1,Undirected,1
김지훈_Dir_1,정유안_Act_1,Undirected,1
김지훈_Dir_1,정윤하_Act_1,Undirected,1
김지훈_Dir_1,정택현_Act_1,Undirected,1
김지훈_Dir_1,조전범_Act_1,Undirected,1
김지훈_Dir_1,조제웅_Act_1,Undirected,1
김지훈_Dir_1,주동희_Act_1,Undirected,1
김지훈_Dir_1,차승원_Act_1,Undirected,1
김지훈_Dir_1,천우희_Act_1,Undirected,1
김지훈_Dir_1,최민혁_Act_1,Undirected,1
김지훈_Dir_1,최백구_Act_1,Undirected,1
김지훈_Dir_1,최선자_Act_1,Undirected,1
김지훈_Dir_1,최지명_Act_1,Undirected,1
김지훈_Dir_1,최희진_Act_1,Undirected,1
김지훈_Dir_1,추국현_Act_1,Undirected,1
김지훈_Dir_1,한기현_Act_1,Undirected,1
김지훈_Dir_1,한서윤_Act_1,Undirected,1
김지훈_Dir_1,한태린_Act_1,Undirected,1
김지훈_Dir_1,허인영_Act_1,Undirected,1
김지훈_Dir_1,홍산_Act_1,Undirected,1
김지훈_Dir_1,홍은진_Act_1,Undirected,1
김지훈_Dir_1,황여진_Act_1,Undirected,1
김진영_Dir_1,고청휘_Act_1,Undirected,1
김진영_Dir_1,곽경민_Act_1,Undirected,2
김진영_Dir_1,곽해은_Act_1,Undirected,1
김진영_Dir_1,권덕일_Act_1,Undirected,1
김진영_Dir_1,김동완_Act_1,Undirected,1
김진영_Dir_1,김라온_Act_1,Undirected,1
김진영_Dir_1,김민재_Act_1,Undirected,1
김진영_Dir_1,김병옥_Act_1,Undirected,1
김진영_Dir_1,김양우_Act_1,Undirected,1
김진영_Dir_1,김연교_Act_1,Undirected,1
김진영_Dir_1,김원석_Act_1,Undirected,1
김진영_Dir_1,김응수_Act_1,Undirected,1
김진영_Dir_1,김재일_Act_1,Undirected,1
김진영_Dir_1,김찬미_Act_1,Undirected,1
김진영_Dir_1,김하영_Act_1,Undirected,1
김진영_Dir_1,김현지_Act_1,Undirected,1
김진영_Dir_1,김형종_Act_1,Undirected,1
김진영_Dir_1,동방우_Act_1,Undirected,1
김진영_Dir_1,라경덕_Act_1,Undirected,1
김진영_Dir_1,문일택_Act_1,Undirected,1
김진영_Dir_1,문태수_Act_1,Undirected,1
김진영_Dir_1,민이수_Act_1,Undirected,1
김진영_Dir_1,박가연_Act_1,Undirected,1
김진영_Dir_1,박경순_Act_1,Undirected,1
김진영_Dir_1,박동주_Act_1,Undirected,1
김진영_Dir_1,박새담_Act_1,Undirected,1
김진영_Dir_1,박서연_Act_1,Undirected,1
김진영_Dir_1,박영준_Act_1,Undirected,1
김진영_Dir_1,박윤희_Act_1,Undirected,1
김진영_Dir_1,박재준_Act_1,Undirected,1
김진영_Dir_1,박정구_Act_1,Undirected,1
김진영_Dir_1,박정숙_Act_1,Undirected,2
김진영_Dir_1,박효주_Act_1,Undirected,1
김진영_Dir_1,배경민_Act_1,Undirected,1
김진영_Dir_1,사정현_Act_1,Undirected,1
김진영_Dir_1,선우용녀_Act_1,Undirected,1
김진영_Dir_1,송연지_Act_1,Undirected,1
김진영_Dir_1,송하현_Act_1,Undirected,1
김진영_Dir_1,신준철_Act_1,Undirected,1
김진영_Dir_1,신하랑_Act_1,Undirected,1
김진영_Dir_1,심현섭_Act_1,Undirected,1
김진영_Dir_1,안민서_Act_1,Undirected,1
김진영_Dir_1,안예림_Act_1,Undirected,1
김진영_Dir_1,안용준_Act_1,Undirected,1
김진영_Dir_1,양흥주_Act_1,Undirected,1
김진영_Dir_1,어석환_Act_1,Undirected,1
김진영_Dir_1,오상훈_Act_1,Undirected,1
김진영_Dir_1,오현수_Act_1,Undirected,1
김진영_Dir_1,유동균_Act_1,Undirected,1
김진영_Dir_1,유사무엘_Act_1,Undirected,1
김진영_Dir_1,유석원_Act_1,Undirected,1
김진영_Dir_1,유승신_Act_1,Undirected,1
김진영_Dir_1,이민우_Act_1,Undirected,1
김진영_Dir_1,이민호_Act_1,Undirected,1
김진영_Dir_1,이선주_Act_1,Undirected,1
김진영_Dir_1,이시영_Act_1,Undirected,1
김진영_Dir_1,이유선_Act_1,Undirected,1
김진영_Dir_1,이윤희_Act_1,Undirected,1
김진영_Dir_1,이종혁_Act_1,Undirected,1
김진영_Dir_1,이창욱_Act_1,Undirected,1
김진영_Dir_1,이철민_Act_1,Undirected,1
김진영_Dir_1,장성윤_Act_1,Undirected,1
김진영_Dir_1,장의돈_Act_1,Undirected,1
김진영_Dir_1,장정희_Act_1,Undirected,1
김진영_Dir_1,장혁준_Act_1,Undirected,1
김진영_Dir_1,전세현_Act_1,Undirected,1
김진영_Dir_1,정윤서_Act_1,Undirected,1
김진영_Dir_1,정정아_Act_1,Undirected,2
김진영_Dir_1,정혜정_Act_1,Undirected,2
김진영_Dir_1,조서후_Act_1,Undirected,1
김진영_Dir_1,조영민_Act_1,Undirected,1
김진영_Dir_1,조유진_Act_1,Undirected,1
김진영_Dir_1,조은덕_Act_1,Undirected,1
김진영_Dir_1,조현민_Act_1,Undirected,1
김진영_Dir_1,주소정_Act_1,Undirected,1
김진영_Dir_1,지병현_Act_1,Undirected,1
김진영_Dir_1,차선우_Act_1,Undirected,2
김진영_Dir_1,최소라_Act_1,Undirected,1
김진영_Dir_1,최재환_Act_1,Undirected,2
김진영_Dir_1,최종환_Act_1,Undirected,1
김진영_Dir_1,최필상_Act_1,Undirected,1
김진영_Dir_1,표민엽_Act_1,Undirected,1
김진영_Dir_1,한기업_Act_1,Undirected,1
김진영_Dir_1,한상혁_Act_1,Undirected,1
김진영_Dir_1,한여름_Act_1,Undirected,1
김진영_Dir_1,한철우_Act_1,Undirected,1
김진영_Dir_1,한혜지_Act_1,Undirected,1
김진홍_Dir_1,김대중_Act_1,Undirected,2
김진홍_Dir_1,문성근_Act_1,Undirected,1
김진홍_Dir_1,유시민_Act_1,Undirected,2
김진홍_Dir_1,이동형_Act_1,Undirected,1
김진홍_Dir_1,한홍구_Act_1,Undirected,1
김창주_Dir_1,J.B. 올리베이라_Act_1,Undirected,1
김창주_Dir_1,고경표_Act_1,Undirected,1
김창주_Dir_1,김봉만_Act_1,Undirected,1
김창주_Dir_1,김성수_Act_1,Undirected,1
김창주_Dir_1,김지호_Act_1,Undirected,1
김창주_Dir_1,김태율_Act_1,Undirected,1
김창주_Dir_1,남명렬_Act_1,Undirected,1
김창주_Dir_1,루안 브룸_Act_1,Undirected,1
김창주_Dir_1,류승룡_Act_1,Undirected,1
김창주_Dir_1,류승수_Act_1,Undirected,1
김창주_Dir_1,박영서_Act_1,Undirected,1
김창주_Dir_1,배천수_Act_1,Undirected,1
김창주_Dir_1,염혜란_Act_1,Undirected,1
김창주_Dir_1,이고르 페드로소_Act_1,Undirected,1
김창주_Dir_1,이설_Act_1,Undirected,1
김창주_Dir_1,이재인_Act_1,Undirected,1
김창주_Dir_1,이주한_Act_1,Undirected,1
김창주_Dir_1,전광진_Act_1,Undirected,1
김창주_Dir_1,전석호_Act_1,Undirected,1
김창주_Dir_1,정애연_Act_1,Undirected,1
김창주_Dir_1,정인기_Act_1,Undirected,1
김창주_Dir_1,조우진_Act_1,Undirected,1
김창주_Dir_1,조인우_Act_1,Undirected,1
김창주_Dir_1,지창욱_Act_1,Undirected,1
김창주_Dir_1,진경_Act_1,Undirected,1
김창주_Dir_1,진선규_Act_1,Undirected,1
김창주_Dir_1,최유송_Act_1,Undirected,1
김충길_Dir_1,김광태_Act_1,Undirected,1
김충길_Dir_1,김명선_Act_1,Undirected,1
김충길_Dir_1,김우현_Act_1,Undirected,2
김충길_Dir_1,김창수_Act_1,Undirected,1
김충길_Dir_1,김충길_Act_1,Undirected,3
김충길_Dir_1,박단비_Act_1,Undirected,2
김충길_Dir_1,서수찬_Act_1,Undirected,2
김충길_Dir_1,신연재_Act_1,Undirected,3
김충길_Dir_1,안준형_Act_1,Undirected,1
김충길_Dir_1,유정환_Act_1,Undirected,1
김충길_Dir_1,이도군_Act_1,Undirected,2
김충길_Dir_1,이사라_Act_1,Undirected,2
김충길_Dir_1,이원선_Act_1,Undirected,2
김충길_Dir_1,이원진_Act_1,Undirected,3
김충길_Dir_1,이이슬_Act_1,Undirected,2
김충길_Dir_1,임성균_Act_1,Undirected,2
김충길_Dir_1,장순정_Act_1,Undirected,1
김충길_Dir_1,정회동_Act_1,Undirected,3
김충길_Dir_1,한동원_Act_1,Undirected,3
김충길_Dir_1,홍지원_Act_1,Undirected,1
김한민_Dir_1,강덕중_Act_1,Undirected,2
김한민_Dir_1,강리안_Act_1,Undirected,2
김한민_Dir_1,강민태_Act_1,Undirected,1
김한민_Dir_1,강병욱_Act_1,Undirected,2
김한민_Dir_1,강보라_Act_1,Undirected,2
김한민_Dir_1,강성락_Act_1,Undirected,3
김한민_Dir_1,강수호_Act_1,Undirected,1
김한민_Dir_1,강신구_Act_1,Undirected,3
김한민_Dir_1,강태우_Act_1,Undirected,1
김한민_Dir_1,고기영_Act_1,Undirected,3
김한민_Dir_1,고한민_Act_1,Undirected,2
김한민_Dir_1,고해성_Act_1,Undirected,1
김한민_Dir_1,공명_Act_1,Undirected,3
김한민_Dir_1,공정환_Act_1,Undirected,2
김한민_Dir_1,공지삵_Act_1,Undirected,3
김한민_Dir_1,곽민호_Act_1,Undirected,2
김한민_Dir_1,구본혁_Act_1,Undirected,3
김한민_Dir_1,구자건_Act_1,Undirected,1
김한민_Dir_1,권용덕_Act_1,Undirected,2
김한민_Dir_1,권지희_Act_1,Undirected,1
김한민_Dir_1,김강일_Act_1,Undirected,2
김한민_Dir_1,김건보_Act_1,Undirected,2
김한민_Dir_1,김경태_Act_1,Undirected,2
김한민_Dir_1,김경훈_Act_1,Undirected,1
김한민_Dir_1,김공_Act_1,Undirected,2
김한민_Dir_1,김구택_Act_1,Undirected,2
김한민_Dir_1,김기현_Act_1,Undirected,1
김한민_Dir_1,김기호_Act_1,Undirected,2
김한민_Dir_1,김기환_Act_1,Undirected,2
김한민_Dir_1,김대명_Act_1,Undirected,2
김한민_Dir_1,김동현_Act_1,Undirected,2
김한민_Dir_1,김동형_Act_1,Undirected,1
김한민_Dir_1,김동환_Act_1,Undirected,1
김한민_Dir_1,김동훈_Act_1,Undirected,2
김한민_Dir_1,김리우_Act_1,Undirected,2
김한민_Dir_1,김명곤_Act_1,Undirected,2
김한민_Dir_1,김명수_Act_1,Undirected,1
김한민_Dir_1,김무섭_Act_1,Undirected,3
김한민_Dir_1,김민상_Act_1,Undirected,1
김한민_Dir_1,김민수_Act_1,Undirected,1
김한민_Dir_1,김민재_Act_1,Undirected,2
김한민_Dir_1,김백겸_Act_1,Undirected,1
김한민_Dir_1,김범석_Act_1,Undirected,2
김한민_Dir_1,김범수_Act_1,Undirected,1
김한민_Dir_1,김서빈_Act_1,Undirected,1
김한민_Dir_1,김서준_Act_1,Undirected,3
김한민_Dir_1,김성규_Act_1,Undirected,3
김한민_Dir_1,김성균_Act_1,Undirected,2
김한민_Dir_1,김시국_Act_1,Undirected,2
김한민_Dir_1,김시우_Act_1,Undirected,1
김한민_Dir_1,김영웅_Act_1,Undirected,2
김한민_Dir_1,김영찬_Act_1,Undirected,2
김한민_Dir_1,김영탁_Act_1,Undirected,2
김한민_Dir_1,김영호_Act_1,Undirected,2
김한민_Dir_1,김용준_Act_1,Undirected,3
김한민_Dir_1,김우현_Act_1,Undirected,2
김한민_Dir_1,김윤석_Act_1,Undirected,1
김한민_Dir_1,김이담_Act_1,Undirected,2
김한민_Dir_1,김재영_Act_1,Undirected,3
김한민_Dir_1,김준석_Act_1,Undirected,1
김한민_Dir_1,김중희_Act_1,Undirected,1
김한민_Dir_1,김지아_Act_1,Undirected,2
김한민_Dir_1,김지안_Act_1,Undirected,1
김한민_Dir_1,김진욱_Act_1,Undirected,1
김한민_Dir_1,김진형_Act_1,Undirected,3
김한민_Dir_1,김진희_Act_1,Undirected,2
김한민_Dir_1,김태근_Act_1,Undirected,2
김한민_Dir_1,김태응_Act_1,Undirected,1
김한민_Dir_1,김태훈_Act_1,Undirected,1
김한민_Dir_1,김태희_Act_1,Undirected,2
김한민_Dir_1,김한민_Act_1,Undirected,2
김한민_Dir_1,김한상_Act_1,Undirected,1
김한민_Dir_1,김한솔_Act_1,Undirected,2
김한민_Dir_1,김향기_Act_1,Undirected,2
김한민_Dir_1,김현승_Act_1,Undirected,2
김한민_Dir_1,김현우_Act_1,Undirected,2
김한민_Dir_1,김현태_Act_1,Undirected,2
김한민_Dir_1,김형록_Act_1,Undirected,1
김한민_Dir_1,김형석_Act_1,Undirected,3
김한민_Dir_1,김호연_Act_1,Undirected,2
김한민_Dir_1,김효민_Act_1,Undirected,1
김한민_Dir_1,김효주_Act_1,Undirected,2
김한민_Dir_1,남경읍_Act_1,Undirected,1
김한민_Dir_1,남명렬_Act_1,Undirected,1
김한민_Dir_1,남상우_Act_1,Undirected,3
김한민_Dir_1,남태우_Act_1,Undirected,1
김한민_Dir_1,남현우_Act_1,Undirected,2
김한민_Dir_1,노형원_Act_1,Undirected,1
김한민_Dir_1,문바롬_Act_1,Undirected,3
김한민_Dir_1,문숙_Act_1,Undirected,2
김한민_Dir_1,문승배_Act_1,Undirected,2
김한민_Dir_1,문정환_Act_1,Undirected,1
김한민_Dir_1,문정희_Act_1,Undirected,1
김한민_Dir_1,문종호_Act_1,Undirected,1
김한민_Dir_1,문형돈_Act_1,Undirected,1
김한민_Dir_1,민주호_Act_1,Undirected,3
김한민_Dir_1,박광복_Act_1,Undirected,1
김한민_Dir_1,박명훈_Act_1,Undirected,1
김한민_Dir_1,박상원_Act_1,Undirected,1
김한민_Dir_1,박상준_Act_1,Undirected,1
김한민_Dir_1,박선교_Act_1,Undirected,2
김한민_Dir_1,박선애_Act_1,Undirected,1
김한민_Dir_1,박성현_Act_1,Undirected,2
김한민_Dir_1,박연_Act_1,Undirected,1
김한민_Dir_1,박용우_Act_1,Undirected,1
김한민_Dir_1,박웅선_Act_1,Undirected,1
김한민_Dir_1,박원진_Act_1,Undirected,1
김한민_Dir_1,박인국_Act_1,Undirected,2
김한민_Dir_1,박재민_Act_1,Undirected,2
김한민_Dir_1,박재이_Act_1,Undirected,2
김한민_Dir_1,박지환_Act_1,Undirected,2
김한민_Dir_1,박해일_Act_1,Undirected,2
김한민_Dir_1,박현욱_Act_1,Undirected,1
김한민_Dir_1,박형준_Act_1,Undirected,3
김한민_Dir_1,박혜영_Act_1,Undirected,2
김한민_Dir_1,박훈_Act_1,Undirected,3
김한민_Dir_1,박희우_Act_1,Undirected,1
김한민_Dir_1,방병현_Act_1,Undirected,2
김한민_Dir_1,배명진_Act_1,Undirected,2
김한민_Dir_1,배한성_Act_1,Undirected,1
김한민_Dir_1,배현성_Act_1,Undirected,2
김한민_Dir_1,백경선_Act_1,Undirected,2
김한민_Dir_1,백윤식_Act_1,Undirected,1
김한민_Dir_1,백태민_Act_1,Undirected,2
김한민_Dir_1,변봉식_Act_1,Undirected,1
김한민_Dir_1,변요한_Act_1,Undirected,2
김한민_Dir_1,서대건_Act_1,Undirected,1
김한민_Dir_1,서상원_Act_1,Undirected,2
김한민_Dir_1,서세명_Act_1,Undirected,2
김한민_Dir_1,서정민_Act_1,Undirected,1
김한민_Dir_1,서한돌_Act_1,Undirected,1
김한민_Dir_1,서현재_Act_1,Undirected,1
김한민_Dir_1,석예린_Act_1,Undirected,1
김한민_Dir_1,손경원_Act_1,Undirected,2
김한민_Dir_1,손대민_Act_1,Undirected,3
김한민_Dir_1,손수호_Act_1,Undirected,3
김한민_Dir_1,손현주_Act_1,Undirected,2
김한민_Dir_1,송광주_Act_1,Undirected,1
김한민_Dir_1,송요셉_Act_1,Undirected,1
김한민_Dir_1,송치훈_Act_1,Undirected,1
김한민_Dir_1,신재영_Act_1,Undirected,1
김한민_Dir_1,신치영_Act_1,Undirected,1
김한민_Dir_1,신형근_Act_1,Undirected,1
김한민_Dir_1,안보현_Act_1,Undirected,1
김한민_Dir_1,안성기_Act_1,Undirected,3
김한민_Dir_1,안성봉_Act_1,Undirected,3
김한민_Dir_1,안세호_Act_1,Undirected,1
김한민_Dir_1,안준호_Act_1,Undirected,1
김한민_Dir_1,안치욱_Act_1,Undirected,2
김한민_Dir_1,안태준_Act_1,Undirected,2
김한민_Dir_1,양동혁_Act_1,Undirected,3
김한민_Dir_1,엄기영_Act_1,Undirected,3
김한민_Dir_1,여진구_Act_1,Undirected,1
김한민_Dir_1,연원모_Act_1,Undirected,1
김한민_Dir_1,오누리_Act_1,Undirected,3
김한민_Dir_1,오동훈_Act_1,Undirected,1
김한민_Dir_1,오영철_Act_1,Undirected,1
김한민_Dir_1,오지훈_Act_1,Undirected,3
김한민_Dir_1,오창후_Act_1,Undirected,3
김한민_Dir_1,옥택연_Act_1,Undirected,2
김한민_Dir_1,왕호영_Act_1,Undirected,1
김한민_Dir_1,우혁_Act_1,Undirected,3
김한민_Dir_1,위민국_Act_1,Undirected,3
김한민_Dir_1,유건기_Act_1,Undirected,2
김한민_Dir_1,유명환_Act_1,Undirected,1
김한민_Dir_1,유성주_Act_1,Undirected,1
김한민_Dir_1,윤대열_Act_1,Undirected,2
김한민_Dir_1,윤상영_Act_1,Undirected,3
김한민_Dir_1,윤상원_Act_1,Undirected,2
김한민_Dir_1,윤승훈_Act_1,Undirected,2
김한민_Dir_1,윤영진_Act_1,Undirected,1
김한민_Dir_1,윤제문_Act_1,Undirected,2
김한민_Dir_1,윤진영_Act_1,Undirected,2
김한민_Dir_1,윤혁진_Act_1,Undirected,1
김한민_Dir_1,윤현승_Act_1,Undirected,3
김한민_Dir_1,이건록_Act_1,Undirected,3
김한민_Dir_1,이규탁_Act_1,Undirected,3
김한민_Dir_1,이규형_Act_1,Undirected,1
김한민_Dir_1,이다혜_Act_1,Undirected,2
김한민_Dir_1,이단_Act_1,Undirected,2
김한민_Dir_1,이동빈_Act_1,Undirected,2
김한민_Dir_1,이동현_Act_1,Undirected,1
김한민_Dir_1,이동희_Act_1,Undirected,1
김한민_Dir_1,이루겸_Act_1,Undirected,2
김한민_Dir_1,이무생_Act_1,Undirected,1
김한민_Dir_1,이민수_Act_1,Undirected,1
김한민_Dir_1,이보영_Act_1,Undirected,2
김한민_Dir_1,이상백_Act_1,Undirected,1
김한민_Dir_1,이상호_Act_1,Undirected,3
김한민_Dir_1,이서준_Act_1,Undirected,2
김한민_Dir_1,이성욱_Act_1,Undirected,1
김한민_Dir_1,이승헌_Act_1,Undirected,1
김한민_Dir_1,이시안_Act_1,Undirected,2
김한민_Dir_1,이시엽_Act_1,Undirected,1
김한민_Dir_1,이시헌_Act_1,Undirected,1
김한민_Dir_1,이운산_Act_1,Undirected,2
김한민_Dir_1,이웅규_Act_1,Undirected,1
김한민_Dir_1,이원희_Act_1,Undirected,1
김한민_Dir_1,이의령_Act_1,Undirected,2
김한민_Dir_1,이재우_Act_1,Undirected,1
김한민_Dir_1,이재한_Act_1,Undirected,3
김한민_Dir_1,이제훈_Act_1,Undirected,1
김한민_Dir_1,이종섭_Act_1,Undirected,2
김한민_Dir_1,이종욱_Act_1,Undirected,2
김한민_Dir_1,이준혁_Act_1,Undirected,2
김한민_Dir_1,이지영_Act_1,Undirected,1
김한민_Dir_1,이지운_Act_1,Undirected,2
김한민_Dir_1,이진민_Act_1,Undirected,2
김한민_Dir_1,이창균_Act_1,Undirected,1
김한민_Dir_1,이태형_Act_1,Undirected,1
김한민_Dir_1,이한준_Act_1,Undirected,1
김한민_Dir_1,임성민_Act_1,Undirected,1
김한민_Dir_1,임일규_Act_1,Undirected,1
김한민_Dir_1,장루이_Act_1,Undirected,1
김한민_Dir_1,장유화_Act_1,Undirected,1
김한민_Dir_1,장한솔_Act_1,Undirected,2
김한민_Dir_1,전운종_Act_1,Undirected,1
김한민_Dir_1,정기섭_Act_1,Undirected,1
김한민_Dir_1,정대경_Act_1,Undirected,1
김한민_Dir_1,정동근_Act_1,Undirected,3
김한민_Dir_1,정민철_Act_1,Undirected,1
김한민_Dir_1,정민혁_Act_1,Undirected,1
김한민_Dir_1,정승현_Act_1,Undirected,1
김한민_Dir_1,정시훈_Act_1,Undirected,1
김한민_Dir_1,정연_Act_1,Undirected,2
김한민_Dir_1,정영록_Act_1,Undirected,1
김한민_Dir_1,정예훈_Act_1,Undirected,2
김한민_Dir_1,정유준_Act_1,Undirected,1
김한민_Dir_1,정재영_Act_1,Undirected,1
김한민_Dir_1,정제우_Act_1,Undirected,2
김한민_Dir_1,정종훈_Act_1,Undirected,1
김한민_Dir_1,정준화_Act_1,Undirected,2
김한민_Dir_1,정하영_Act_1,Undirected,1
김한민_Dir_1,정현옥_Act_1,Undirected,2
김한민_Dir_1,조성국_Act_1,Undirected,1
김한민_Dir_1,조재윤_Act_1,Undirected,2
김한민_Dir_1,조재현_Act_1,Undirected,2
김한민_Dir_1,조현수_Act_1,Undirected,3
김한민_Dir_1,주석태_Act_1,Undirected,1
김한민_Dir_1,지상우_Act_1,Undirected,1
김한민_Dir_1,진범일_Act_1,Undirected,1
김한민_Dir_1,채강_Act_1,Undirected,3
김한민_Dir_1,채원우_Act_1,Undirected,1
김한민_Dir_1,최광제_Act_1,Undirected,1
김한민_Dir_1,최기표_Act_1,Undirected,1
김한민_Dir_1,최단비_Act_1,Undirected,1
김한민_Dir_1,최덕문_Act_1,Undirected,1
김한민_Dir_1,최돈학_Act_1,Undirected,3
김한민_Dir_1,최정태_Act_1,Undirected,1
김한민_Dir_1,최지현_Act_1,Undirected,1
김한민_Dir_1,최지환_Act_1,Undirected,1
김한민_Dir_1,최홍락_Act_1,Undirected,2
김한민_Dir_1,하영진_Act_1,Undirected,2
김한민_Dir_1,한대훈_Act_1,Undirected,1
김한민_Dir_1,한동국_Act_1,Undirected,2
김한민_Dir_1,한봄_Act_1,Undirected,2
김한민_Dir_1,한상경_Act_1,Undirected,2
김한민_Dir_1,한송희_Act_1,Undirected,2
김한민_Dir_1,한우진_Act_1,Undirected,1
김한민_Dir_1,한재학_Act_1,Undirected,1
김한민_Dir_1,한지은_Act_1,Undirected,1
김한민_Dir_1,함진성_Act_1,Undirected,1
김한민_Dir_1,허재욱_Act_1,Undirected,1
김한민_Dir_1,허재호_Act_1,Undirected,1
김한민_Dir_1,허준호_Act_1,Undirected,1
김한민_Dir_1,허중회_Act_1,Undirected,1
김한민_Dir_1,허태경_Act_1,Undirected,1
김한민_Dir_1,현봉식_Act_1,Undirected,2
김한민_Dir_1,현서영_Act_1,Undirected,1
김한민_Dir_1,현직_Act_1,Undirected,2
김한민_Dir_1,홍윤_Act_1,Undirected,2
김한민_Dir_1,황무영_Act_1,Undirected,2
김한민_Dir_1,황민혁_Act_1,Undirected,3
김한민_Dir_1,황민형_Act_1,Undirected,1
김한민_Dir_1,황성웅_Act_1,Undirected,3
김한민_Dir_1,황재운_Act_1,Undirected,1
김현우_Dir_1,강다윤_Act_1,Undirected,1
김현우_Dir_1,강예서_Act_1,Undirected,1
김현우_Dir_1,김광용_Act_1,Undirected,1
김현우_Dir_1,김동형_Act_1,Undirected,1
김현우_Dir_1,김림후_Act_1,Undirected,1
김현우_Dir_1,김민주_Act_1,Undirected,1
김현우_Dir_1,김솔_Act_1,Undirected,2
김현우_Dir_1,김윤서_Act_1,Undirected,1
김현우_Dir_1,김율호_Act_1,Undirected,1
김현우_Dir_1,김정주_Act_1,Undirected,1
김현우_Dir_1,김혜영_Act_1,Undirected,1
김현우_Dir_1,남지현_Act_1,Undirected,1
김현우_Dir_1,문가람_Act_1,Undirected,1
김현우_Dir_1,문수영_Act_1,Undirected,1
김현우_Dir_1,박상현_Act_1,Undirected,2
김현우_Dir_1,빅알렉스_Act_1,Undirected,1
김현우_Dir_1,선주아_Act_1,Undirected,1
김현우_Dir_1,손민준_Act_1,Undirected,1
김현우_Dir_1,안채희_Act_1,Undirected,1
김현우_Dir_1,염서현_Act_1,Undirected,1
김현우_Dir_1,원승재_Act_1,Undirected,1
김현우_Dir_1,유강민_Act_1,Undirected,1
김현우_Dir_1,윤정열_Act_1,Undirected,1
김현우_Dir_1,이재석_Act_1,Undirected,1
김현우_Dir_1,이푸름_Act_1,Undirected,1
김현우_Dir_1,임유림_Act_1,Undirected,1
김현우_Dir_1,임정은_Act_1,Undirected,1
김현우_Dir_1,정구현_Act_1,Undirected,1
김현우_Dir_1,정은우_Act_1,Undirected,1
김현우_Dir_1,정인기_Act_1,Undirected,1
김현우_Dir_1,정재훈_Act_1,Undirected,1
김현우_Dir_1,정진우_Act_1,Undirected,1
김현우_Dir_1,정찬우_Act_1,Undirected,1
김현우_Dir_1,조명연_Act_1,Undirected,1
김현우_Dir_1,조명행_Act_1,Undirected,1
김현우_Dir_1,조서인_Act_1,Undirected,1
김현우_Dir_1,채영숙_Act_1,Undirected,1
